Anchor_Name,Anchor_Color,Cheapest_Retailer,Min_Price,Price_Spread,Spread_Pct,FPT_Price,CPS_Price,HoangHa_Price,Viettel_Price,DDV_Price,MW_Price
iPad Air 11 inch M2 2024 Wifi 256GB,Trắng,DDV,11390000.0,8100000.0,71.1,19490000,18790000.0,17990000.0,18490000.0,11390000.0,19090000.0
iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB,Xám,DDV,12490000.0,14000000.0,112.1,24990000,18790000.0,17990000.0,26490000.0,12490000.0,19090000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 256GB,Ánh Sao,DDV,13790000.0,9500000.0,68.9,23290000,18790000.0,17990000.0,18490000.0,13790000.0,19090000.0
iPad Air 13 inch M3 2025 WiFi 128GB,Tím,DDV,13790000.0,10700000.0,77.6,21190000,21390000.0,19990000.0,24490000.0,13790000.0,21790000.0
iPad Air 11 inch M2 2024 Wifi 256GB,Xám,DDV,13490000.0,6000000.0,44.5,19490000,18790000.0,17990000.0,18490000.0,13490000.0,19090000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 256GB,Ánh Sao,DDV,13490000.0,15200000.0,112.7,28690000,23990000.0,22490000.0,22990000.0,13490000.0,19090000.0
iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB,Xanh dương,DDV,12490000.0,14000000.0,112.1,24990000,18790000.0,17990000.0,26490000.0,12490000.0,19090000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 256GB,Xám không gian,DDV,13790000.0,9500000.0,68.9,23290000,18790000.0,17990000.0,18490000.0,13790000.0,19090000.0
iPad Air 13 inch M3 2025 WiFi 128GB,Xám không gian,DDV,13790000.0,9200000.0,66.7,21190000,21390000.0,19990000.0,22990000.0,13790000.0,21790000.0
iPad A16 WiFi 128GB,Bạc,"FPT, CPS, DDV, MW",8490000.0,200000.0,2.4,8490000,8490000.0,8690000.0,8690000.0,8490000.0,8490000.0
iPad A16 5G 512GB,Bạc,DDV,11390000.0,33600000.0,295.0,21290000,15790000.0,14990000.0,44990000.0,11390000.0,12990000.0
iPad Air 11 inch M2 2024 Wifi 256GB,Xanh dương,DDV,11390000.0,8100000.0,71.1,19490000,18790000.0,17990000.0,18490000.0,11390000.0,19090000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 256GB,Tím,DDV,13790000.0,15000000.0,108.8,28790000,23990000.0,22490000.0,22990000.0,13790000.0,19090000.0
iPad Air 11 inch M3 2025 WiFi 128GB,Xám không gian,DDV,13790000.0,4700000.0,34.1,15790000,15790000.0,14990000.0,18490000.0,13790000.0,15790000.0
iPad Air 13 inch M3 2025 WiFi 128GB,Xanh dương,DDV,13490000.0,11000000.0,81.5,21190000,21390000.0,19990000.0,24490000.0,13490000.0,21790000.0
iPad A16 WiFi 128GB,Xanh dương,"FPT, CPS, DDV, MW",8490000.0,200000.0,2.4,8490000,8490000.0,8690000.0,8690000.0,8490000.0,8490000.0
iPad A16 5G 512GB,Hồng,Viettel,8690000.0,12600000.0,145.0,21290000,12990000.0,14990000.0,8690000.0,11390000.0,12990000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 256GB,Xanh dương,DDV,13790000.0,14900000.0,108.0,28690000,23990000.0,22490000.0,22990000.0,13790000.0,19090000.0
iPad Air 11 inch M3 2025 WiFi 128GB,Ánh Sao,DDV,13790000.0,10700000.0,77.6,15790000,15790000.0,14990000.0,24490000.0,13790000.0,15790000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 256GB,Tím,DDV,13790000.0,9500000.0,68.9,23290000,18790000.0,17990000.0,18490000.0,13790000.0,19090000.0
iPad Air 11 inch M2 2024 Wifi 256GB,Tím,DDV,13790000.0,5700000.0,41.3,19490000,18790000.0,17990000.0,18490000.0,13790000.0,19090000.0
iPad A16 WiFi 128GB,Hồng,FPT,8490000.0,2900000.0,34.2,8490000,8690000.0,8690000.0,8690000.0,11390000.0,8690000.0
iPad A16 5G 512GB,Vàng,DDV,11390000.0,33600000.0,295.0,21290000,12990000.0,14990000.0,44990000.0,11390000.0,12990000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 256GB,Xám không gian,DDV,13790000.0,15000000.0,108.8,28790000,23990000.0,22490000.0,22990000.0,13790000.0,19090000.0
iPad Air 11 inch M3 2025 WiFi 128GB,Xanh dương,DDV,13490000.0,11000000.0,81.5,15790000,15790000.0,14990000.0,24490000.0,13490000.0,15790000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 256GB,Xanh dương,DDV,13790000.0,9500000.0,68.9,23290000,18790000.0,17990000.0,18490000.0,13790000.0,19090000.0
iPad Air 13 inch M3 2025 WiFi 128GB,Ánh Sao,DDV,13490000.0,9500000.0,70.4,21190000,21390000.0,19990000.0,22990000.0,13490000.0,21790000.0
iPad Air 11 inch M2 2024 Wifi 256GB,Trắng,DDV,11390000.0,8100000.0,71.1,19490000,18790000.0,17990000.0,18490000.0,11390000.0,19090000.0
iPad A16 WiFi 128GB,Vàng,"HoangHa, DDV",8490000.0,200000.0,2.4,8690000,8690000.0,8490000.0,8690000.0,8490000.0,8690000.0
iPad mini 7 2024 Wifi 128GB,Xám không gian,DDV,11490000.0,2500000.0,21.8,11790000,11790000.0,13990000.0,13990000.0,11490000.0,11790000.0
iPad A16 5G 512GB,Xanh dương,DDV,12490000.0,32500000.0,260.2,22190000,15790000.0,20790000.0,44990000.0,12490000.0,12990000.0
iPad Air 11 inch M3 2025 WiFi 128GB,Tím,DDV,13790000.0,10700000.0,77.6,15790000,15890000.0,14990000.0,24490000.0,13790000.0,15790000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 256GB,Ánh Sao,DDV,13790000.0,9500000.0,68.9,23290000,18790000.0,17990000.0,18490000.0,13790000.0,19090000.0
iPad Air 13 inch M3 2025 WiFi 128GB,Tím,DDV,13790000.0,10700000.0,77.6,21190000,21390000.0,19990000.0,24490000.0,13790000.0,21790000.0
iPad Air 11 inch M2 2024 Wifi 256GB,Xám,DDV,13490000.0,6000000.0,44.5,19490000,18790000.0,17990000.0,18490000.0,13490000.0,19090000.0
iPad mini 7 2024 Wifi 128GB,Xanh dương,Viettel,8690000.0,3100000.0,35.7,11790000,11790000.0,11750000.0,8690000.0,11490000.0,11790000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 512GB,Xanh dương,DDV,13790000.0,20800000.0,150.8,34590000,24290000.0,22890000.0,23490000.0,13790000.0,24490000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 256GB,Xám không gian,DDV,13790000.0,9500000.0,68.9,23290000,18790000.0,17990000.0,18490000.0,13790000.0,19090000.0
iPad Air 13 inch M3 2025 WiFi 128GB,Xám không gian,DDV,13790000.0,9200000.0,66.7,21190000,21390000.0,19990000.0,22990000.0,13790000.0,21790000.0
iPad Air 11 inch M2 2024 Wifi 256GB,Xanh dương,DDV,11390000.0,8100000.0,71.1,19490000,18790000.0,17990000.0,18490000.0,11390000.0,19090000.0
iPad mini 7 2024 Wifi 128GB,Tím,Viettel,8690000.0,3100000.0,35.7,11790000,11790000.0,11750000.0,8690000.0,11490000.0,11790000.0
iPad Air 11 inch M3 2025 WiFi 128GB,Xám không gian,DDV,13790000.0,4700000.0,34.1,15790000,15790000.0,14990000.0,18490000.0,13790000.0,15790000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 512GB,Xám không gian,DDV,13790000.0,20800000.0,150.8,34590000,24290000.0,17990000.0,23490000.0,13790000.0,24490000.0
iPad Air 13 inch M3 2025 WiFi 128GB,Xanh dương,DDV,13490000.0,11000000.0,81.5,21190000,21390000.0,19990000.0,24490000.0,13490000.0,21790000.0
iPad mini 7 2024 Wifi 128GB,Ánh Sao,Viettel,8690000.0,3100000.0,35.7,11790000,11790000.0,11750000.0,8690000.0,11490000.0,11790000.0
iPad Air 11 inch M3 2025 WiFi 128GB,Ánh Sao,DDV,13790000.0,10700000.0,77.6,15790000,15790000.0,14990000.0,24490000.0,13790000.0,15790000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 512GB,Ánh Sao,DDV,13790000.0,20800000.0,150.8,34590000,24290000.0,22890000.0,23490000.0,13790000.0,24490000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 256GB,Tím,DDV,13790000.0,9500000.0,68.9,23290000,18790000.0,17990000.0,18490000.0,13790000.0,19090000.0
iPad mini 7 2024 Wifi + Cellular 128GB,Xám không gian,DDV,11490000.0,4200000.0,36.6,15690000,11790000.0,13990000.0,13990000.0,11490000.0,14490000.0
iPad Air 11 inch M2 2024 Wifi 256GB,Tím,DDV,13790000.0,5700000.0,41.3,19490000,18790000.0,17990000.0,18490000.0,13790000.0,19090000.0
iPad Pro 11 inch M4 2024 Wifi 256GB,Ðen,HoangHa,10990000.0,28000000.0,254.8,27990000,36290000.0,10990000.0,38990000.0,11390000.0,29990000.0
iPad Air 11 inch M3 2025 WiFi 128GB,Xanh dương,DDV,13490000.0,11000000.0,81.5,15790000,15790000.0,14990000.0,24490000.0,13490000.0,15790000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 512GB,Tím,DDV,13790000.0,20800000.0,150.8,34590000,24290000.0,22890000.0,23490000.0,13790000.0,24490000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 256GB,Xanh dương,DDV,13790000.0,9500000.0,68.9,23290000,18790000.0,17990000.0,18490000.0,13790000.0,19090000.0
iPad mini 7 2024 Wifi + Cellular 128GB,Xanh dương,Viettel,8690000.0,7000000.0,80.6,15690000,11790000.0,13990000.0,8690000.0,11490000.0,11790000.0
iPad Air 11 inch M2 2024 Wifi 256GB,Trắng,DDV,11390000.0,8100000.0,71.1,19490000,18790000.0,17990000.0,18490000.0,11390000.0,19090000.0
iPad Air 13 inch M3 2025 WiFi 128GB,Ánh Sao,DDV,13490000.0,9500000.0,70.4,21190000,21390000.0,19990000.0,22990000.0,13490000.0,21790000.0
iPad mini 7 2024 Wifi 128GB,Xám không gian,DDV,11490000.0,2500000.0,21.8,11790000,11790000.0,13990000.0,13990000.0,11490000.0,11790000.0
iPad Air 11 inch M3 2025 WiFi 128GB,Tím,DDV,13790000.0,10700000.0,77.6,15790000,15890000.0,14990000.0,24490000.0,13790000.0,15790000.0
iPad Pro 11 inch M4 2024 Wifi 256GB,Bạc,HoangHa,10990000.0,28000000.0,254.8,27990000,36290000.0,10990000.0,38990000.0,11390000.0,29990000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 256GB,Ánh Sao,DDV,13790000.0,9500000.0,68.9,23290000,18790000.0,17990000.0,18490000.0,13790000.0,19090000.0
iPad mini 7 2024 Wifi + Cellular 128GB,Ánh Sao,Viettel,8690000.0,7000000.0,80.6,15690000,11790000.0,13990000.0,8690000.0,11490000.0,11790000.0
iPad Air 11 inch M2 2024 Wifi 256GB,Xám,DDV,13490000.0,6000000.0,44.5,19490000,18790000.0,17990000.0,18490000.0,13490000.0,19090000.0
iPad Air 13 inch M3 2025 WiFi 128GB,Tím,DDV,13790000.0,10700000.0,77.6,21190000,21390000.0,19990000.0,24490000.0,13790000.0,21790000.0
iPad mini 7 2024 Wifi 128GB,Xanh dương,Viettel,8690000.0,3100000.0,35.7,11790000,11790000.0,11750000.0,8690000.0,11490000.0,11790000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 1TB,Ánh Sao,DDV,13790000.0,26400000.0,191.4,40190000,15890000.0,28590000.0,26490000.0,13790000.0,15790000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 256GB,Xám không gian,DDV,13790000.0,9500000.0,68.9,23290000,18790000.0,17990000.0,18490000.0,13790000.0,19090000.0
iPad mini 7 2024 Wifi + Cellular 128GB,Tím,Viettel,8690000.0,7000000.0,80.6,15690000,11790000.0,11750000.0,8690000.0,11490000.0,11790000.0
iPad Air 11 inch M2 2024 Wifi 256GB,Xanh dương,DDV,11390000.0,8100000.0,71.1,19490000,18790000.0,17990000.0,18490000.0,11390000.0,19090000.0
iPad Air 13 inch M3 2025 WiFi 128GB,Xám không gian,DDV,13790000.0,9200000.0,66.7,21190000,21390000.0,19990000.0,22990000.0,13790000.0,21790000.0
iPad mini 7 2024 Wifi 128GB,Tím,Viettel,8690000.0,3100000.0,35.7,11790000,11790000.0,11750000.0,8690000.0,11490000.0,11790000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 1TB,Tím,DDV,13790000.0,26400000.0,191.4,40190000,21390000.0,28590000.0,26490000.0,13790000.0,15790000.0
iPad Pro 11 inch M4 2024 Wifi 256GB,Ðen,HoangHa,10990000.0,28000000.0,254.8,27990000,36290000.0,10990000.0,38990000.0,11390000.0,29990000.0
iPad mini 7 2024 Wifi 128GB,Ánh Sao,Viettel,8690000.0,3100000.0,35.7,11790000,11790000.0,11750000.0,8690000.0,11490000.0,11790000.0
iPad Air 13 inch M3 2025 WiFi 128GB,Xanh dương,DDV,13490000.0,11000000.0,81.5,21190000,21390000.0,19990000.0,24490000.0,13490000.0,21790000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 1TB,Xám không gian,DDV,13790000.0,26400000.0,191.4,40190000,21390000.0,28590000.0,24490000.0,13790000.0,15790000.0
iPad Pro 11 inch M4 2024 Wifi 256GB,Bạc,HoangHa,10990000.0,28000000.0,254.8,27990000,36290000.0,10990000.0,38990000.0,11390000.0,29990000.0
iPad mini 7 2024 Wifi + Cellular 128GB,Xám không gian,DDV,11490000.0,4200000.0,36.6,15690000,11790000.0,13990000.0,13990000.0,11490000.0,14490000.0
iPad Pro 11 M5 2025 WiFi 12GB 256GB,Bạc,HoangHa,10990000.0,28000000.0,254.8,29790000,36290000.0,10990000.0,38990000.0,11390000.0,29990000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 1TB,Xanh dương,DDV,13790000.0,26400000.0,191.4,40190000,21390000.0,28590000.0,26490000.0,13790000.0,21790000.0
iPad mini 7 2024 Wifi + Cellular 128GB,Xanh dương,Viettel,8690000.0,7000000.0,80.6,15690000,11790000.0,13990000.0,8690000.0,11490000.0,11790000.0
iPad mini 7 2024 Wifi 128GB,Xám không gian,DDV,11490000.0,2500000.0,21.8,11790000,11790000.0,13990000.0,13990000.0,11490000.0,11790000.0
iPad Pro 11 M5 2025 WiFi + Cellular 12GB 256GB,Bạc,HoangHa,10990000.0,28000000.0,254.8,34990000,11590000.0,10990000.0,38990000.0,11390000.0,29990000.0
iPad Pro 13 M5 2025 WiFi 12GB 256GB,Bạc,DDV,11390000.0,28600000.0,251.1,39990000,36290000.0,38990000.0,38990000.0,11390000.0,39990000.0
iPad Pro 11 inch M4 2024 Wifi 1TB,Bạc,DDV,11390000.0,48600000.0,426.7,45990000,36990000.0,16590000.0,59990000.0,11390000.0,45590000.0
iPad mini 7 2024 Wifi + Cellular 128GB,Ánh Sao,Viettel,8690000.0,7000000.0,80.6,15690000,11790000.0,13990000.0,8690000.0,11490000.0,11790000.0
iPad mini 7 2024 Wifi 128GB,Xanh dương,Viettel,8690000.0,3100000.0,35.7,11790000,11790000.0,11750000.0,8690000.0,11490000.0,11790000.0
iPad Pro 11 inch M4 2024 Wifi 1TB,Ðen,HoangHa,10990000.0,49000000.0,445.9,45990000,36990000.0,10990000.0,59990000.0,11390000.0,45590000.0
iPad Pro 13 M5 2025 WiFi + Cellular 12GB 256GB,Bạc,DDV,11390000.0,33800000.0,296.8,45190000,36290000.0,38990000.0,38990000.0,11390000.0,39990000.0
iPad mini 7 2024 Wifi + Cellular 128GB,Tím,Viettel,8690000.0,7000000.0,80.6,15690000,11790000.0,11750000.0,8690000.0,11490000.0,11790000.0
"Macbook Air M4 13 inch 16GB/512GB | Chính hãng, giá tốt",Xanh Da Trời,Viettel,22990000.0,15500000.0,67.4,27990000,23990000.0,33790000.0,22990000.0,29690000.0,38490000.0
iPad mini 7 2024 Wifi 128GB,Tím,Viettel,8690000.0,3100000.0,35.7,11790000,11790000.0,11750000.0,8690000.0,11490000.0,11790000.0
Macbook Air 13 M4 2025 10CPU/10GPU/24GB/512GB,Xanh Da Trời,Viettel,25990000.0,12500000.0,48.1,32490000,35590000.0,34990000.0,25990000.0,33590000.0,38490000.0
iPad mini 7 2024 Wifi 128GB,Ánh Sao,Viettel,8690000.0,3100000.0,35.7,11790000,11790000.0,11750000.0,8690000.0,11490000.0,11790000.0
iPad mini 7 2024 Wifi + Cellular 128GB,Xám không gian,DDV,11490000.0,4200000.0,36.6,15690000,11790000.0,13990000.0,13990000.0,11490000.0,14490000.0
iPad Pro 11 inch M4 2024 Wifi 2TB,Bạc,DDV,11390000.0,48600000.0,426.7,57490000,45990000.0,16590000.0,59990000.0,11390000.0,45590000.0
MacBook Air 15 inch M2 2023 8CPU 10GPU/8GB/512GB/Sạc 70W,Xanh dương,Viettel,22990000.0,14900000.0,64.8,37890000,24690000.0,25490000.0,22990000.0,29690000.0,25490000.0
Macbook Air 13 M4 2025 10CPU/8GPU/16GB/256GB,Xanh Da Trời,DDV,19190000.0,11200000.0,58.4,23990000,23990000.0,28590000.0,25990000.0,19190000.0,30390000.0
iPad mini 7 2024 Wifi + Cellular 128GB,Xanh dương,Viettel,8690000.0,7000000.0,80.6,15690000,11790000.0,13990000.0,8690000.0,11490000.0,11790000.0
iPad Pro 11 inch M4 2024 Wifi 2TB,Ðen,DDV,11490000.0,48500000.0,422.1,57490000,45990000.0,16590000.0,59990000.0,11490000.0,45590000.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Ánh Sao,DDV,29690000.0,9200000.0,31.0,33990000,34990000.0,38890000.0,,29690000.0,38490000.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/256GB,Xanh Da Trời,DDV,19190000.0,9800000.0,51.1,28990000,28990000.0,28590000.0,25990000.0,19190000.0,25490000.0
iPad mini 7 2024 Wifi + Cellular 128GB,Ánh Sao,Viettel,8690000.0,7000000.0,80.6,15690000,11790000.0,13990000.0,8690000.0,11490000.0,11790000.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Bạc,DDV,29790000.0,9100000.0,30.5,33990000,34990000.0,38890000.0,32490000.0,29790000.0,38490000.0
iPad mini 7 2024 Wifi + Cellular 128GB,Tím,Viettel,8690000.0,7000000.0,80.6,15690000,11790000.0,11750000.0,8690000.0,11490000.0,11790000.0
"Macbook Air M4 15 inch 24GB/512GB | Giá rẻ, trả góp 0%",Xanh Da Trời,Viettel,25990000.0,13500000.0,51.9,39490000,33990000.0,34690000.0,25990000.0,33590000.0,38490000.0
Macbook Air 13 M2 2024 8CPU/8GPU/16GB/256GB,Xanh Đen,DDV,19190000.0,10000000.0,52.1,19690000,19490000.0,29190000.0,22990000.0,19190000.0,25490000.0
MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB,Đen,DDV,40590000.0,38500000.0,94.9,56990000,50490000.0,51790000.0,,40590000.0,79090000.0
Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/1TB,Đen,DDV,19190000.0,27700000.0,144.3,46890000,44090000.0,43990000.0,,19190000.0,41990000.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Đêm Xanh Thẳm,Viettel,22990000.0,15900000.0,69.2,33990000,33990000.0,38890000.0,22990000.0,29790000.0,38490000.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Xanh Da Trời,MW,25490000.0,13400000.0,52.6,33990000,30590000.0,38890000.0,32490000.0,29690000.0,25490000.0
Macbook Pro 14 inch M5 2025 10CPU/10GPU/16GB/1TB Nano,Đen,MW,49990000.0,14000000.0,28.0,50490000,63590000.0,51790000.0,63990000.0,54990000.0,49990000.0
Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/512GB,Đen,HoangHa,36890000.0,18100000.0,49.1,41990000,50490000.0,36890000.0,,54990000.0,41990000.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Ánh Sao,DDV,29690000.0,9200000.0,31.0,33990000,34990000.0,38890000.0,,29690000.0,38490000.0
Macbook Pro 14 M5 2025 10CPU/10GPU/24GB/1TB Nano,Đen,HoangHa,43990000.0,35100000.0,79.8,55390000,63590000.0,43990000.0,63990000.0,54990000.0,79090000.0
Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/512GB Nano,Đen,HoangHa,36890000.0,27100000.0,73.5,45590000,59590000.0,36890000.0,63990000.0,54990000.0,49990000.0
MacBook Pro 14 M4 Pro 2024 12CPU/16GPU/24GB/512GB,Đen,Viettel,34690000.0,29300000.0,84.5,49990000,63990000.0,46890000.0,34690000.0,54990000.0,49990000.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Bạc,DDV,29790000.0,9100000.0,30.5,33990000,34990000.0,38890000.0,32490000.0,29790000.0,38490000.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Đêm Xanh Thẳm,Viettel,22990000.0,15900000.0,69.2,33990000,33990000.0,38890000.0,22990000.0,29790000.0,38490000.0
Apple Watch SE 2024 GPS 40mm Viền Nhôm Dây Vải,Đêm Xanh Thẳm,MW,0.0,19990000.0,inf,4790000,4790000.0,19990000.0,6190000.0,5990000.0,0.0
Apple Watch SE 2024 GPS 44mm Viền Nhôm Dây Cao Su S/M,Đêm Xanh Thẳm,FPT,5390000.0,14600000.0,270.9,5390000,5590000.0,19990000.0,6990000.0,9190000.0,9490000.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Xanh Da Trời,MW,25490000.0,13400000.0,52.6,33990000,30590000.0,38890000.0,32490000.0,29690000.0,25490000.0
404 - Trang hết hạn truy cập hoặc không tồn tại,Trang hết hạn truy cập hoặc không tồn tại,FPT,0.0,0.0,,0,,,,,
Apple Watch SE 3 GPS 44mm Viền nhôm Ánh sao Dây cao su Ánh sao - S/M,Ánh sao,Viettel,6990000.0,13000000.0,186.0,7290000,7290000.0,19990000.0,6990000.0,7190000.0,7290000.0
Apple Watch SE 3 GPS 40mm Viền nhôm dây cao su,Ánh sao,CPS,4790000.0,15200000.0,317.3,5990000,4790000.0,19990000.0,6190000.0,5990000.0,5990000.0
Apple Watch SE 3 GPS + Cellular 40mm Viền nhôm dây cao su,Ánh sao,CPS,4790000.0,15200000.0,317.3,7890000,4790000.0,19990000.0,6190000.0,5990000.0,7990000.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Ánh Sao,DDV,29690000.0,9200000.0,31.0,33990000,34990000.0,38890000.0,,29690000.0,38490000.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Bạc,DDV,29790000.0,9100000.0,30.5,33990000,34990000.0,38890000.0,32490000.0,29790000.0,38490000.0
Apple Watch Series 11 GPS 42mm Viền nhôm dây cao su,Đen bóng,MW,0.0,19490000.0,inf,9490000,9990000.0,19490000.0,10290000.0,9190000.0,0.0
Apple Watch SE 3 GPS + Cellular 44mm Viền nhôm dây cao su,Ánh sao,CPS,5590000.0,14400000.0,257.6,8290000,5590000.0,19990000.0,6990000.0,5990000.0,8790000.0
Apple Watch SE 3 GPS 44mm Viền nhôm dây cao su,Đen,MW,0.0,19990000.0,inf,7290000,7290000.0,19990000.0,12090000.0,7190000.0,0.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Đêm Xanh Thẳm,Viettel,22990000.0,15900000.0,69.2,33990000,33990000.0,38890000.0,22990000.0,29790000.0,38490000.0
Apple Watch Series 11 GPS 46mm Viền nhôm dây cao su,Tím sương khói,MW,9490000.0,10000000.0,105.4,9990000,9990000.0,19490000.0,10290000.0,9990000.0,9490000.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Xanh Da Trời,MW,25490000.0,13400000.0,52.6,33990000,30590000.0,38890000.0,32490000.0,29690000.0,25490000.0
Apple Watch Series 11 GPS + Cellular 42mm Viền titan dây Milan,Vàng,"CPS, DDV",9990000.0,11000000.0,110.1,19790000,9990000.0,20990000.0,10290000.0,9990000.0,19990000.0
Apple Watch Series 11 GPS + Cellular 42mm Viền nhôm dây cao su,Đen bóng,MW,0.0,19990000.0,inf,12390000,9990000.0,19990000.0,10290000.0,9990000.0,0.0
Apple Watch Series 11 GPS 46mm Viền nhôm dây cao su,Đen,MW,0.0,19490000.0,inf,9990000,10290000.0,19490000.0,10290000.0,9990000.0,0.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Ánh Sao,DDV,29690000.0,9200000.0,31.0,33990000,34990000.0,38890000.0,,29690000.0,38490000.0
Apple Watch Series 11 GPS + Cellular 46mm Viền nhôm dây cao su,Tím sương khói,"CPS, DDV",9990000.0,10000000.0,100.1,13290000,9990000.0,19990000.0,10290000.0,9990000.0,12490000.0
Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây Ocean,Đen,DDV,5990000.0,17300000.0,288.8,22990000,22990000.0,21990000.0,22490000.0,5990000.0,23290000.0
Apple Watch Series 11 GPS + Cellular 46mm Viền titan dây Milan,Tự nhiên,"CPS, DDV",9990000.0,11500000.0,115.1,21490000,9990000.0,20990000.0,10290000.0,9990000.0,18190000.0
Apple Watch Series 11 GPS 46mm Viền nhôm dây cao su,Đen,MW,0.0,19490000.0,inf,9990000,10290000.0,19490000.0,10290000.0,9990000.0,0.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Bạc,DDV,29790000.0,9100000.0,30.5,33990000,34990000.0,38890000.0,32490000.0,29790000.0,38490000.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Đêm Xanh Thẳm,Viettel,22990000.0,15900000.0,69.2,33990000,33990000.0,38890000.0,22990000.0,29790000.0,38490000.0
Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây quấn Alpine,Đen,DDV,9190000.0,14100000.0,153.4,22990000,22990000.0,21990000.0,22490000.0,9190000.0,23290000.0
Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây quấn Milan Titan,Đen,DDV,9990000.0,16300000.0,163.2,25990000,26290000.0,21990000.0,22490000.0,9990000.0,23290000.0
Apple Watch Series 11 GPS + Cellular 46mm Viền nhôm dây cao su,Đen,"CPS, DDV",9990000.0,10000000.0,100.1,13290000,9990000.0,19990000.0,10290000.0,9990000.0,12490000.0
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Xanh Da Trời,MW,25490000.0,13400000.0,52.6,33990000,30590000.0,38890000.0,32490000.0,29690000.0,25490000.0
Apple Watch Series 11 GPS + Cellular 46mm Viền titan dây Milan,Vàng,"CPS, DDV",9990000.0,11500000.0,115.1,21490000,9990000.0,20990000.0,10290000.0,9990000.0,17990000.0
Apple Watch Series 11 GPS 46mm Viền nhôm dây cao su,Đen,MW,0.0,19490000.0,inf,9990000,10290000.0,19490000.0,10290000.0,9990000.0,0.0
Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây quấn Milan Titan,Titan,DDV,9990000.0,16300000.0,163.2,26290000,18490000.0,21990000.0,22490000.0,9990000.0,19990000.0
Apple Watch Series 11 GPS + Cellular 46mm Viền nhôm dây cao su,Đen,"CPS, DDV",9990000.0,10000000.0,100.1,13290000,9990000.0,19990000.0,10290000.0,9990000.0,12490000.0
Apple Watch Series 11 GPS + Cellular 46mm Viền titan dây Milan,Vàng,"CPS, DDV",9990000.0,11500000.0,115.1,21490000,9990000.0,20990000.0,10290000.0,9990000.0,17990000.0
Apple Watch Series 11 GPS + Cellular 46mm Viền nhôm dây cao su,Đen,"CPS, DDV",9990000.0,10000000.0,100.1,13290000,9990000.0,19990000.0,10290000.0,9990000.0,12490000.0
Apple Watch SE 2024 GPS 40mm Viền Nhôm Dây Cao Su S/M,Viền Nhôm Dây Cao Su S/M,"FPT, CPS",4790000.0,7700000.0,160.8,4790000,4790000.0,5290000.0,9590000.0,9190000.0,12490000.0
