Product Name;Lowest Price;Promo Price @ FPT;Promo Price @ FPT + VNPay;Promo Price @ MW;Promo Price @ MW + VNPay;Promo Price @ TopZone;Promo Price @ TZ + VNPay;Promo Price @ VT;Promo Price @ VT + VNPay;Promo Price @ SD;Promo Price @ SD + VNPay;Promo Price @ HH;Promo Price @ HH + VNPay;Promo Price @ DDV;Promo Price @ CPS;Promo Price @ CPS + VNPAY;Promo Price @ Tiki;Promo Price @ Shopee;Stock @ FPT;Stock @ MW;Stock @ TopZone;Stock @ VT;Stock @ SD;Stock @ HH;Stock @ DDV;Stock @ CPS;Stock @ Tiki;Stock @ Shopee;Date
AirPods 3 2021;4.250.000;4.499.000;4.499.000;4.790.000;4.690.000;4.790.000;4.790.000;4.490.000;4.440.000;4.450.000;4.350.000;4.350.000;4.250.000;4.490.000;4.590.000;;4.550.000;4.590.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2022-08-01
AirPods 2 hộp sạc dây;2.650.000;2.999.000;2.999.000;3.390.000;3.290.000;3.390.000;3.390.000;2.990.000;2.940.000;2.750.000;2.650.000;2.890.000;2.890.000;2.750.000;2.790.000;;2.890.000;2.890.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2022-08-01
AirTag - 4 Pack;2.199.000;2.799.000;2.799.000;not trading;not trading;2.230.000;2.230.000;2.249.000;2.199.000;2390000;2390000;2.390.000;2.390.000;2.490.000;2.500.000;;2540000;not trading;Yes;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-01
AirTag - 1 Pack;611.100;799.000;799.000;630.000;611.100;630.000;630.000;649.000;616.550;690000;690000;690.000;690.000;750.000;790.000;;802.000;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-01
iPhone 13 Pro Max 128GB;26.490.000;27.990.000;27.790.000;28.290.000;28.290.000;27.590.000;27.090.000;27.990.000;26.990.000;27.390.000;27.390.000;26.990.000;26.490.000;27.390.000;27.590.000;;not trading;33.990.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;No;2022-08-02
iPhone 13 Pro Max 256GB;28.890.000;30.490.000;29.990.000;30.790.000;30.790.000;29.590.000;29.090.000;30.490.000;29.490.000;29.190.000;29.190.000;29.390.000;28.890.000;29.390.000;29.990.000;;not trading;29.390.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;No;2022-08-02
iPhone 13 Pro Max 512GB;33.990.000;34.990.000;34.490.000;35.290.000;35.290.000;35.190.000;34.690.000;temporary OOS;temporary OOS;33.990.000;33.990.000;34.990.000;34.490.000;34.990.000;34.990.000;;not trading;43.990.000;No;Yes;Yes;No;Yes;Yes;Yes;Yes;not trading;No;2022-08-02
iPhone 13 Pro Max 1TB;37.990.000;39.990.000;39.790.000;40.290.000;40.290.000;40.190.000;39.690.000;38.990.000;37.990.000;39.990.000;39.990.000;40.290.000;39.790.000;41.990.000;39.990.000;;not trading;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;not trading;2022-08-02
iPhone 13 Pro 128GB;23.990.000;25.990.000;25.490.000;26.290.000;26.290.000;24.790.000;24.290.000;24.990.000;23.990.000;24.590.000;24.590.000;24.490.000;23.990.000;24.390.000;24.590.000;;24.820.000;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
iPhone 13 Pro 256GB;26.190.000;27.490.000;26.990.000;27.290.000;27.290.000;27.190.000;26.690.000;27.490.000;26.490.000;26.990.000;26.990.000;26.690.000;26.190.000;26.890.000;26.790.000;;not trading;34.990.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;No;2022-08-02
iPhone 13 Pro 512GB;30.790.000;31.990.000;31.490.000;31.990.000;31.490.000;31.990.000;31.490.000;31.790.000;30.790.000;31.990.000;31.990.000;32.490.000;31.990.000;31.990.000;32.500.000;;not trading;40.990.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;not trading;No;2022-08-02
iPhone 13 Pro 1TB;35.490.000;36.990.000;36.490.000;36.990.000;36.490.000;36.990.000;36.490.000;36.490.000;35.490.000;36.990.000;36.990.000;37.490.000;36.990.000;37.990.000;38.000.000;;not trading;not trading;Yes;Yes;Yes;Yes;Yes;Yes;No;No;not trading;not trading;2022-08-02
iPhone 13 128GB;18.340.000;19.990.000;19.490.000;20.290.000;20.290.000;19.690.000;19.190.000;19.990.000;18.990.500;18.990.000;18.490.000;18.590.000;18.340.000;19.390.000;19.990.000;;19.280.000;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
iPhone 13 256GB;20.990.000;21.990.000;21.490.000;23.090.000;22.590.000;22.990.000;22.490.000;21.990.000;20.990.000;21.690.000;21.190.000;21.690.000;21.190.000;22.490.000;21.990.000;;21.980.000;21.090.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;2022-08-02
iPhone 13 512GB;25.490.000;26.490.000;25.990.000;26.790.000;26.790.000;27.690.000;27.190.000;not trading;not trading;26.990.000;26.490.000;26.590.000;26.090.000;26.990.000;25.500.000;;not trading;25.490.000;Yes;Yes;Yes;not trading;Yes;Yes;No;No;not trading;Yes;2022-08-02
iPhone 13 mini 128GB;16.740.000;18.490.000;17.990.000;18.290.000;18.290.000;18.190.000;17.690.000;17.990.000;17.090.500;18.590.000;18.590.000;16.990.000;16.740.000;16.990.000;17.490.000;;17430000;not trading;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;not trading;2022-08-02
iPhone 13 mini 256GB;18.740.000;19.990.000;19.790.000;20.990.000;20.490.000;20.990.000;20.490.000;20.990.000;19.990.000;19.990.000;19.990.000;18.990.000;18.740.000;19.990.000;19990000;;not trading;not trading;No;Yes;Yes;Yes;Yes;Yes;No;No;not trading;not trading;2022-08-02
iPhone 13 mini 512GB;21.990.000;25.490.000;24.990.000;23.990.000;23.490.000;23.990.000;23.490.000;not trading;not trading;24.990.000;24.990.000;26.790.000;26.290.000;21.990.000;23.000.000;;not trading;not trading;No;Yes;Yes;not trading;Yes;Yes;No;No;not trading;not trading;2022-08-02
iPhone 12 Pro Max 128GB;25.590.000;not trading;not trading;not trading;not trading;not trading;not trading;temporary OOS;temporary OOS;not trading;not trading;not trading;not trading;not trading;25.590.000;;not trading;not trading;not trading;not trading;No;No;not trading;not trading;not trading;No;not trading;not trading;2022-08-02
iPhone 12 Pro Max 256GB;27.590.000;not trading;not trading;not trading;not trading;not trading;not trading;temporary OOS;temporary OOS;not trading;not trading;not trading;not trading;28.990.000;27.590.000;;not trading;not trading;not trading;not trading;No;No;not trading;not trading;No;Yes;not trading;not trading;2022-08-02
iPhone 12 Pro Max 512GB;31.000.000;not trading;not trading;not trading;not trading;not trading;not trading;temporary OOS;temporary OOS;not trading;not trading;not trading;not trading;36.990.000;31.000.000;;not trading;not trading;not trading;not trading;No;No;not trading;not trading;No;Yes;not trading;not trading;2022-08-02
iPhone 12 Pro 128GB;24.990.000;not trading;not trading;not trading;not trading;not trading;not trading;temporary OOS;temporary OOS;25.450.000;25.450.000;not trading;not trading;25.990.000;24.990.000;;not trading;not trading;not trading;not trading;No;No;Yes;not trading;No;No;not trading;not trading;2022-08-02
iPhone 12 Pro 256GB;24.990.000;not trading;not trading;not trading;not trading;not trading;not trading;temporary OOS;temporary OOS;26.950.000;26.950.000;not trading;not trading;not trading;24.990.000;;not trading;not trading;not trading;not trading;No;No;Yes;not trading;not trading;Yes;not trading;not trading;2022-08-02
iPhone 12 Pro 512GB;25.990.000;not trading;not trading;not trading;not trading;26490000;25990000;temporary OOS;temporary OOS;28.950.000;28.950.000;not trading;not trading;28.490.000;27.500.000;;not trading;not trading;not trading;not trading;Yes;No;Yes;not trading;No;No;not trading;not trading;2022-08-02
iPhone 12 64GB;15.140.000;17.499.000;16.999.000;17.790.000;17.790.000;16.990.000;16.490.000;17.490.000;16.615.500;14.990.000;14.990.000;15.390.000;15.140.000;15.790.000;15.990.000;;15.720.000;15.590.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2022-08-02
iPhone 12 128GB;17.090.000;19.999.000;19.499.000;19.990.000;19.490.000;18.690.000;18.190.000;19.190.000;18.230.500;17.590.000;17.090.000;17.590.000;17.340.000;18.290.000;17.990.000;;17.780.000;not trading;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
iPhone 12 mini 64GB;14.490.000;16.999.000;16.499.000;14.990.000;14.990.000;14.990.000;14.490.000;temporary OOS;temporary OOS;not trading;not trading;14.990.000;14.740.000;14.990.000;15.000.000;;not trading;not trading;No;No;Yes;No;not trading;Yes;No;No;not trading;not trading;2022-08-02
iPhone 12 mini 128GB;15.740.000;20.999.000;20.999.000;16.490.000;15.990.000;16.490.000;15.990.000;temporary OOS;temporary OOS;not trading;not trading;15.990.000;15.740.000;17.590.000;16.000.000;;not trading;not trading;No;Yes;Yes;No;not trading;Yes;No;No;not trading;not trading;2022-08-02
iPhone 11 64GB;10.340.000;11.999.000;11.499.000;12.290.000;12.290.000;10.990.000;10.490.000;10.990.000;10.490.000;10.590.000;10.490.000;10.590.000;10.340.000;10.790.000;10.790.000;;11.060.000;10.999.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2022-08-02
iPhone 11 128GB;11.990.000;13.999.000;13.499.000;14.290.000;14.290.000;13.590.000;13.090.000;12.490.000;11.990.000;12.290.000;12.190.000;12.290.000;12.040.000;13.290.000;13.490.000;;12.740.000;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
iPhone SE 2022 64GB;9.740.000;11.990.000;11.490.000;12.790.000;12.790.000;11.590.000;11.090.000;11.990.000;11.390.500;10.990.000;10.990.000;9.990.000;9.740.000;10.290.000;10.290.000;;11.890.000;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
iPhone SE 2022 128GB;10.740.000;12.990.000;12.490.000;13.790.000;13.790.000;12.490.000;11.990.000;temporary OOS;temporary OOS;11.990.000;11.990.000;10.990.000;10.740.000;11.990.000;11.990.000;;12.470.000;not trading;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
iPhone SE 2022 256GB;14.490.000;14.990.000;14.490.000;not trading;not trading;not trading;not trading;not trading;not trading;14.990.000;14.990.000;not trading;not trading;14.490.000;15.990.000;;not trading;not trading;No;not trading;No;not trading;Yes;not trading;Yes;No;not trading;not trading;2022-08-02
iPad Pro 12.9 2021 M1 WiFi 5G 128GB;27.790.000;29.299.000;29.099.000;29.290.000;28.790.000;29.290.000;28.790.000;28.490.000;28.490.000;27.790.000;27.790.000;29.290.000;28.790.000;30.190.000;27.990.000;;not trading;not trading;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;not trading;not trading;2022-08-02
iPad Pro 12.9 2021 M1 WiFi 5G 256GB;30.390.000;31.399.000;30.999.000;31.390.000;30.890.000;31.390.000;30.890.000;temporary OOS;temporary OOS;30.990.000;30.990.000;30.890.000;30.390.000;not trading;30.990.000;;not trading;not trading;No;Yes;Yes;No;Yes;Yes;not trading;Yes;not trading;not trading;2022-08-02
iPad Pro 12.9 2021 M1 WiFi 128GB;23.590.000;25.499.000;25.099.000;25.490.000;24.990.000;25.490.000;24.990.000;24.290.000;24.290.000;23.590.000;23.590.000;24.490.000;23.990.000;23.990.000;23.990.000;;not trading;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;not trading;2022-08-02
iPad Pro 12.9 2021 M1 WiFi 256GB;25.590.000;27.999.000;27.599.000;27.990.000;27.490.000;27.990.000;27.490.000;not trading;not trading;25.590.000;25.590.000;26.890.000;26.390.000;not trading;25.990.000;;not trading;not trading;Yes;Yes;Yes;not trading;Yes;Yes;not trading;Yes;not trading;not trading;2022-08-02
iPad Pro 11 2021 M1 WiFi 5G 128GB;23.450.000;25.299.000;25.099.000;26.090.000;26.090.000;26.090.000;25.590.000;temporary OOS;temporary OOS;23.950.000;23.450.000;23.990.000;23.490.000;not trading;25.190.000;;not trading;not trading;No;No;Yes;No;Yes;No;not trading;No;not trading;not trading;2022-08-02
iPad Pro 11 2021 M1 WiFi 5G 256GB;25.950.000;29.499.000;29.299.000;29.690.000;29.690.000;29.690.000;29.690.000;temporary OOS;temporary OOS;26.450.000;25.950.000;26.490.000;25.990.000;not trading;28.590.000;;not trading;40.000.000;No;No;No;No;Yes;Yes;not trading;No;not trading;No;2022-08-02
iPad Pro 11 2021 M1 WiFi 128GB;18.990.000;19.999.000;19.799.000;20.290.000;20.290.000;19.790.000;19.290.000;temporary OOS;temporary OOS;19.490.000;18.990.000;19.590.000;19.340.000;19.690.000;19.590.000;;19.570.000;not trading;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
iPad Pro 11 2021 M1 WiFi 256GB;21.990.000;23.999.000;23.599.000;24.290.000;24.290.000;24.090.000;23.590.000;temporary OOS;temporary OOS;22.990.000;22.490.000;22.490.000;21.990.000;not trading;23.290.000;;not trading;not trading;No;Yes;Yes;No;Yes;Yes;not trading;Yes;not trading;not trading;2022-08-02
iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB;17.740.000;19.990.000;19.590.000;20.790.000;20.790.000;19.190.000;18.690.000;18.890.000;17.945.500;18.790.000;18.290.000;17.990.000;17.740.000;18.890.000;18.990.000;;18.850.000;not trading;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB;21.490.000;23.990.000;23.590.000;24.290.000;24.290.000;24.290.000;24.290.000;temporary OOS;temporary OOS;22.990.000;22.490.000;21.990.000;21.490.000;23.490.000;22.990.000;;not trading;not trading;No;No;No;No;Yes;No;No;No;not trading;not trading;2022-08-02
iPad Air 5 2022 10.9 inch M1 WiFi 64GB;14.620.500;15.990.000;15.590.000;16.790.000;16.790.000;15.790.000;15.290.000;15.390.000;14.620.500;15.490.000;14.990.000;14.990.000;14.740.000;15.490.000;15.590.000;;15.450.000;not trading;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
iPad Air 5 2022 10.9 inch M1 WiFi 256GB;17.740.000;19.990.000;19.590.000;20.790.000;20.790.000;20.190.000;19.690.000;not trading;not trading;18.790.000;18.290.000;17.990.000;17.740.000;18.890.000;18.590.000;;not trading;not trading;Yes;No;Yes;not trading;Yes;Yes;Yes;Yes;not trading;not trading;2022-08-02
iPad Air 10.9 2020 WiFi + Cellular 64GB;15.190.000;16.499.000;16.099.000;16.490.000;16.490.000;16.490.000;16.490.000;15190000;15190000;15.990.000;15.890.000;15.990.000;15.740.000;21.790.000;15.990.000;;not trading;not trading;No;No;No;Yes;Yes;Yes;No;Yes;not trading;not trading;2022-08-02
iPad Air 10.9 2020 WiFi + Cellular 256GB;18.490.000;not trading;not trading;18.990.000;18.490.000;18.990.000;18.490.000;not trading;not trading;18.990.000;18.890.000;19.490.000;19.240.000;26.290.000;18.990.000;;not trading;not trading;not trading;Yes;Yes;not trading;Yes;Yes;No;Yes;not trading;not trading;2022-08-02
iPad Air 10.9 2020 WiFi 64GB;13.290.000;not trading;not trading;13.590.000;13.590.000;13.590.000;13.590.000;temporary OOS;temporary OOS;13.590.000;13.490.000;13.890.000;13.640.000;13.290.000;14.190.000;;not trading;not trading;not trading;No;No;No;Yes;Yes;No;Yes;not trading;not trading;2022-08-02
iPad Air 10.9 2020 WiFi 256GB;15.740.000;not trading;not trading;17.990.000;17.990.000;17.990.000;17.990.000;not trading;not trading;15.990.000;15.890.000;15.990.000;15.740.000;22.390.000;17.590.000;;not trading;not trading;not trading;No;No;not trading;Yes;No;No;No;not trading;not trading;2022-08-02
iPad 10.2 2021 WiFi + Cellular 64GB;10.940.000;11.890.000;11.490.000;12.190.000;11.690.000;11.590.000;11.090.000;11.690.000;11.105.500;11.190.000;11.190.000;11.190.000;10.940.000;11.890.000;11.390.000;;11.480.000;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
iPad 10.2 2021 WiFi + Cellular 256GB;14.740.000;15.990.000;15.590.000;16.290.000;16.290.000;16.190.000;15.690.000;16.290.000;15.475.500;14.990.000;14.890.000;14.990.000;14.740.000;16.390.000;15.990.000;;not trading;not trading;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;not trading;not trading;2022-08-02
iPad 10.2 2021 WiFi 64GB;8.090.000;8.990.000;8.590.000;9.290.000;9.290.000;8.690.000;8.190.000;8.590.000;8.160.500;8.190.000;8.190.000;8.490.000;8.240.000;8.590.000;8.490.000;;8.580.000;8.090.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2022-08-02
iPad 10.2 2021 WiFi 256GB;11.690.000;12.490.000;12.090.000;12.790.000;12.790.000;12.190.000;11.690.000;12.390.000;11.890.000;12.390.000;12.290.000;12.490.000;12.240.000;12.590.000;11.990.000;;not trading;13.990.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;No;2022-08-02
iPad mini 8.3 2021 WiFi 5G 64GB;15.240.000;17.390.000;16.990.000;17.690.000;17.690.000;15.890.000;15.390.000;16.490.000;15.665.500;15.990.000;15.890.000;15.490.000;15.240.000;15.990.000;15.290.000;;16.420.000;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
iPad mini 8.3 2021 WiFi 5G 256GB;17.990.000;20.190.000;19.790.000;19.790.000;19.290.000;19.790.000;19.790.000;22.990.000;22.990.000;19.590.000;19.490.000;19.690.000;19.440.000;19.290.000;17.990.000;;not trading;not trading;No;Yes;No;Yes;Yes;No;No;Yes;not trading;not trading;2022-08-02
iPad mini 8.3 2021 WiFi 64GB;12.530.500;13.690.000;13.290.000;13.990.000;13.490.000;13.990.000;13.490.000;13.190.000;12.530.500;13.190.000;13.090.000;13.190.000;12.940.000;13.190.000;13.190.000;;13.190.000;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
iPad mini 8.3 2021 WiFi 256GB;15.690.000;18.490.000;18.090.000;18.490.000;17.990.000;16.190.000;15.690.000;18.990.000;18.990.000;16.290.000;16.190.000;16.690.000;16.440.000;16.790.000;15.990.000;;not trading;not trading;Yes;Yes;Yes;Yes;Yes;No;No;Yes;not trading;not trading;2022-08-02
"MacBook Pro 16"" 2021 M1 Pro 512GB";57.990.000;59.490.000;59.090.000;62.190.000;61.890.000;61.990.000;61.690.000;update later;update later;58.990.000;57.990.000;59.000.000;58.500.000;62.590.000;57.990.000;;59680000;not trading;Yes;Yes;Yes;update later;Yes;Yes;No;Yes;Yes;not trading;2022-08-02
"MacBook Pro 16"" 2021 M1 Pro 1TB";61.990.000;64.490.000;64.090.000;67.190.000;67.190.000;66.990.000;66.690.000;update later;update later;63.990.000;62.990.000;64.000.000;63.500.000;63.590.000;61.990.000;;65560000;not trading;Yes;No;Yes;update later;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
"MacBook Pro 14"" 2021 M1 Pro 512GB";46.490.000;48.690.000;48.290.000;50.190.000;49.890.000;49.990.000;49.690.000;update later;update later;47.490.000;46.490.000;48.000.000;47.500.000;47.590.000;47.690.000;;48.210.000;not trading;Yes;Yes;Yes;update later;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
"MacBook Pro 14"" 2021 M1 Pro 1TB";56.590.000;60.490.000;60.090.000;62.190.000;61.890.000;61.990.000;61.690.000;update later;update later;57.590.000;56.590.000;59.000.000;58.500.000;58.790.000;59.990.000;;57.760.000;not trading;Yes;Yes;Yes;update later;Yes;No;Yes;Yes;Yes;not trading;2022-08-02
MacBook Pro M2 2022 13 inch 8CPU 10GPU 8GB 256GB;30.790.000;33.990.000;33.590.000;33.490.000;33.190.000;33.290.000;32.990.000;not trading;not trading;31.990.000;31.990.000;31.290.000;30.790.000;30.890.000;31.590.000;;31.890.000;not trading;Yes;Yes;Yes;not trading;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
MacBook Pro M2 2022 13 inch 8CPU 10GPU 8GB 512GB;35.790.000;38.990.000;38.590.000;39.190.000;38.890.000;38.990.000;38.690.000;not trading;not trading;36.990.000;36.990.000;36.290.000;35.790.000;36.290.000;37.990.000;;37.160.000;not trading;Yes;Yes;Yes;not trading;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
MacBook Air M2 2022 13 inch 8CPU 8GPU 8GB 256GB;29.490.000;32.990.000;32.590.000;32.990.000;32.990.000;30.290.000;29.990.000;not trading;not trading;31.490.000;31.490.000;29.990.000;29.490.000;32.990.000;31.490.000;;not trading;not trading;Yes;No;Yes;not trading;No;No;No;No;not trading;not trading;2022-08-02
MacBook Air M2 2022 13 inch 8CPU 10GPU 8GB 512GB;36.490.000;39.990.000;39.590.000;39.990.000;39.990.000;36.990.000;36.690.000;not trading;not trading;38.490.000;38.490.000;36.990.000;36.490.000;38.990.000;38.490.000;;not trading;not trading;No;No;Yes;not trading;No;No;No;No;not trading;not trading;2022-08-02
"MacBook Pro 13"" 2020 Touch Bar M1 256GB";27.790.000;29.499.000;29.099.000;31.490.000;31.190.000;31.290.000;30.990.000;update later;update later;28.290.000;27.790.000;29.490.000;28.990.000;28.290.000;28.290.000;;28.940.000;29.900.000;Yes;Yes;Yes;update later;Yes;Yes;Yes;Yes;Yes;No;2022-08-02
"MacBook Pro 13"" 2020 Touch Bar M1 512GB";33.490.000;34.999.000;34.799.000;36.990.000;36.690.000;36.790.000;36.490.000;update later;update later;33.990.000;33.490.000;34.490.000;33.990.000;37.490.000;33.990.000;;33.990.000;35.500.000;Yes;Yes;Yes;update later;Yes;Yes;No;Yes;Yes;Yes;2022-08-02
"MacBook Air 13"" 2020 M1 256GB";21.490.000;22.999.000;22.599.000;24.990.000;24.690.000;24.790.000;24.490.000;update later;update later;22.490.000;21.990.000;21.990.000;21.490.000;22.590.000;22.890.000;;22.670.000;22.600.000;Yes;Yes;Yes;update later;Yes;Yes;Yes;Yes;Yes;Yes;2022-08-02
"MacBook Air 13"" 2020 M1 512GB";28.990.000;29.499.000;29.099.000;31.990.000;31.690.000;31.790.000;31.490.000;update later;update later;29.990.000;29.490.000;30.590.000;30.090.000;29.990.000;28.990.000;;28.990.000;35.990.000;No;Yes;Yes;update later;Yes;Yes;No;Yes;Yes;No;2022-08-02
Apple Watch Series 7 GPS + Cellular 45mm viền nhôm dây cao su;12.690.000;13.490.000;13.190.000;14.490.000;14.090.000;13.690.000;13.290.000;13.490.000;12.815.500;12.790.000;12.690.000;13.490.000;13.240.000;12.990.000;12.990.000;;not trading;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;not trading;2022-08-02
Apple Watch Series 7 GPS + Cellular 41mm viền nhôm dây cao su;11.865.500;12.890.000;12.590.000;13.490.000;13.090.000;13.490.000;13.090.000;12.490.000;11.865.500;11.990.000;11.890.000;12.990.000;12.740.000;11.990.000;12.190.000;;not trading;14.990.000;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;No;2022-08-02
Apple Watch Series 7 GPS 45mm viền nhôm dây cao su;9.965.500;10.990.000;10.690.000;11.290.000;10.890.000;11.290.000;10.890.000;10.490.000;9.965.500;10.390.000;10.290.000;10.890.000;10.640.000;10.790.000;10.990.000;;11.760.000;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-08-02
Apple Watch Series 7 GPS 41mm viền nhôm dây cao su;9.300.500;9.990.000;9.690.000;10.290.000;9.890.000;10.290.000;9.890.000;9.790.000;9.300.500;9.590.000;9.490.000;9.590.000;9.340.000;9.590.000;9.950.000;;10.040.000;10.590.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2022-08-02
Apple Watch SE GPS + Cellular 44mm viền nhôm dây cao su;7.890.000;8.899.000;8.599.000;9.490.000;9.090.000;8.990.000;8.590.000;temporary OOS;temporary OOS;7.990.000;7.890.000;8.690.000;8.440.000;9.590.000;8.390.000;;not trading;not trading;Yes;Yes;Yes;No;Yes;Yes;No;Yes;not trading;not trading;2022-08-02
Apple Watch SE GPS + Cellular 40mm viền nhôm dây cao su;7.590.000;8.399.000;8.099.000;not trading;not trading;not trading;not trading;temporary OOS;temporary OOS;8.290.000;8.190.000;7.690.000;7.590.000;8.590.000;7.890.000;;not trading;not trading;Yes;not trading;No;No;Yes;Yes;No;Yes;not trading;not trading;2022-08-02
Apple Watch SE GPS 44mm viền nhôm dây cao su;7.390.000;7.999.000;7.699.000;8.190.000;7.790.000;7.990.000;7.590.000;temporary OOS;temporary OOS;7.490.000;7.390.000;7.490.000;7.390.000;8.590.000;7.690.000;;not trading;7.990.000;Yes;Yes;Yes;No;Yes;Yes;No;Yes;not trading;Yes;2022-08-02
Apple Watch SE GPS 40mm viền nhôm dây cao su;6.390.000;6.999.000;6.699.000;7.190.000;6.790.000;6.890.000;6.490.000;6990000;6640500;6.890.000;6.790.000;6.590.000;6.490.000;6.490.000;6.390.000;;not trading;6.990.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;No;2022-08-02
Apple Watch Series 3 GPS 42mm viền nhôm dây cao su;5.290.000;5.749.000;5.449.000;5.890.000;5.490.000;5.790.000;5.390.000;not trading;not trading;5.390.000;5.290.000;5.590.000;5.490.000;update later;5.400.000;;5.410.000;5290000;Yes;Yes;Yes;not trading;Yes;Yes;update later;No;Yes;Yes;2022-08-02
