retailer,original_name,original_specs,product_key,product_name,category,variant_storage,variant_color,price,stock,url,Promotion Details,Payment Promo,Other Promo,Voucher
Di Động Việt,MacBook Air M4 13-inch 24GB/512GB Chính Hãng,,macbook_air_13_m4,MacBook Air 13 inch (M4) 24GB 512GB,Mac,512GB,,32390000.0,Yes,https://didongviet.vn/apple-macbook-imac/macbook-air-m4-13-inch-24gb-512gb.html,"Khuyến mãi

Giá và khuyến mãi có thể kết thúc sớm hơn dự kiến

Ưu đãi đãi độc quyền:

Tặng thêm đến 1.200.000đ khi thu cũ đổi mới
Giảm thêm đến 200.000đ đối với Học Sinh – Sinh Viên

Trả góp 30: Cam kết 0% lãi suất, 0đ trả trước, 0 phí ẩn (Xem chi tiết)
Tiết kiệm đến 1% với D.MEMBER (Xem chi tiết)","Giảm 5% tối đa 200.000đ khi thanh toán qua Kredivo (cho kỳ hạn 6, 9, 12 tháng) (Xem chi tiết)
Giảm 500K đơn hàng 10 triệu khi thanh toán qua thẻ OCB (Xem chi tiết)
Giảm 38% giá gói VieON khi mua kèm máy (Xem chi tiết)
Giảm thêm 600.000đ mở thẻ qua VIB (Xem chi tiết)
Giảm thêm đến 6% cho thành viên của Di Động Việt (Xem chi tiết)
Hư lỗi đổi mới trong 12 tháng chỉ từ 2K/ ngày (Xem chi tiết)
Miễn phí Giao hàng siêu tốc trong 1 giờ (Xem chi tiết)",,
Di Động Việt,iPhone 14 128GB Chính hãng (VN/A),,iphone_14,iPhone 14 128GB,iPhone,128GB,,13690000.0,Yes,https://didongviet.vn/dien-thoai/iphone-14-128gb.html,"Khuyến mãi

Giá và khuyến mãi có thể kết thúc sớm hơn dự kiến

1. Ưu đãi độc quyền:

Tặng thêm đến 2.500.000đ khi thu cũ đổi mới (Xem chi tiết)

Tiết kiệm đến 1% với D.MEMBER (Xem chi tiết)
Trả góp 30: Cam kết 0% lãi suất, 0đ trả trước, 0 phí ẩn (Xem chi tiết)

2. Ưu đãi mua kèm cùng máy:

Combo Củ sạc - Cáp sạc giảm thêm 50.000đ (từ ngày 1.3 - 31.3)
Mua kèm phụ kiện có tổng giá trị từ 500K trở lên giảm thêm 50.000đ (Không áp dụng đồng thời với chương trình combo Củ sạc – Cáp sạc)
Apple Watch giảm thêm 200.000đ
AirPods giảm thêm 100.000đ
Củ sạc nhanh Apple giảm thêm 50.000đ

Thu gọn","Giảm 5% tối đa 200.000đ khi thanh toán qua Kredivo (cho kỳ hạn 6, 9, 12 tháng) (Xem chi tiết)
Giảm 500K đơn hàng 10 triệu khi thanh toán qua thẻ OCB (Xem chi tiết)
Giảm 38% giá gói VieON khi mua kèm máy (Xem chi tiết)
Giảm thêm 600.000đ mở thẻ qua VIB (Xem chi tiết)
Giảm thêm đến 6% cho thành viên của Di Động Việt (Xem chi tiết)",,
Di Động Việt,Mac mini M4 10‑Core CPU | 10‑Core GPU 16GB/512GB Chính Hãng,,mac_mini_m4,Mac mini (M4) 16GB 512GB,Mac,512GB,,18490000.0,Yes,https://didongviet.vn/apple-macbook-imac/mac-mini-m4-10core-cpu-10core-gpu-16gb-512gb.html,"Khuyến mãi

Giá và khuyến mãi có thể kết thúc sớm hơn dự kiến

1. Ưu đãi độc quyền:

Tiết kiệm đến 1% với D.MEMBER (Xem chi tiết)
Trả góp 30: Cam kết 0% lãi suất, 0đ trả trước, 0 phí ẩn (Xem chi tiết)

2. Ưu đãi mua kèm cùng máy:

Apple Watch giảm thêm 200.000đ
AirPods  - Magic Mouse giảm thêm 100.000đ","Giảm 5% tối đa 200.000đ khi thanh toán qua Kredivo (cho kỳ hạn 6, 9, 12 tháng) (Xem chi tiết)
Giảm 500K đơn hàng 10 triệu khi thanh toán qua thẻ OCB (Xem chi tiết)
Giảm 38% giá gói VieON khi mua kèm máy (Xem chi tiết)
Giảm thêm 600.000đ mở thẻ qua VIB (Xem chi tiết)
Giảm thêm đến 6% cho thành viên của Di Động Việt (Xem chi tiết)
Hư lỗi đổi mới trong 12 tháng chỉ từ 2K/ ngày (Xem chi tiết)
Miễn phí Giao hàng siêu tốc trong 1 giờ (Xem chi tiết)",,
Di Động Việt,MacBook Air M2 2024 13-inch 16GB/256GB Chính Hãng,,macbook_air_13_m2,MacBook Air 13 inch (M2) 16GB 256GB Xanh Dương,Mac,256GB,Xanh Dương,19490000.0,Yes,https://didongviet.vn/apple-macbook-imac/macbook-air-m2-2024-13-inch-16gb-256gb.html,"Khuyến mãi

Giá và khuyến mãi có thể kết thúc sớm hơn dự kiến

1. Ưu đãi độc quyền:

Tặng thêm đến 1.000.000đ khi thu cũ đổi mới (Xem chi tiết)
Tiết kiệm đến 1% với D.MEMBER (Xem chi tiết)
Giảm thêm đến 200.000đ đối với Học Sinh - Sinh Viên

Trả góp 30: Cam kết 0% lãi suất, 0đ trả trước, 0 phí ẩn (Xem chi tiết)

2. Ưu đãi mua kèm cùng máy:

Apple Watch giảm thêm 200.000đ
AirPods  - Magic Mouse giảm thêm 100.000đ","Giảm 5% tối đa 200.000đ khi thanh toán qua Kredivo (cho kỳ hạn 6, 9, 12 tháng) (Xem chi tiết)
Giảm 500K đơn hàng 10 triệu khi thanh toán qua thẻ OCB (Xem chi tiết)
Giảm 38% giá gói VieON khi mua kèm máy (Xem chi tiết)
Giảm thêm 600.000đ mở thẻ qua VIB (Xem chi tiết)
Giảm thêm đến 6% cho thành viên của Di Động Việt (Xem chi tiết)
Hư lỗi đổi mới trong 12 tháng chỉ từ 2K/ ngày (Xem chi tiết)
Miễn phí Giao hàng siêu tốc trong 1 giờ (Xem chi tiết)",,
Di Động Việt,iPhone 13 128GB Chính Hãng (VN/A),,iphone_13,iPhone 13 128GB,iPhone,128GB,,12190000.0,Yes,https://didongviet.vn/dien-thoai/iphone-13-128gb.html,"Khuyến mãi

Giá và khuyến mãi có thể kết thúc sớm hơn dự kiến

1. Ưu đãi độc quyền:

Tặng thêm đến 2.500.000đ khi thu cũ đổi mới (Xem chi tiết)
Tiết kiệm đến 1% với D.MEMBER (Xem chi tiết)
Trả góp 30: Cam kết 0% lãi suất, 0đ trả trước, 0 phí ẩn (Xem chi tiết)

2. Ưu đãi mua kèm cùng máy:

Combo Củ sạc - Cáp sạc giảm thêm 50.000đ (từ ngày 1.3 - 31.3)
Mua kèm phụ kiện có tổng giá trị từ 500K trở lên giảm thêm 50.000đ (Không áp dụng đồng thời với chương trình combo Củ sạc – Cáp sạc)
Apple Watch giảm thêm 200.000đ
AirPods giảm thêm 100.000đ
Củ sạc nhanh Apple giảm thêm 50.000đ

Thu gọn","Giảm 5% tối đa 200.000đ khi thanh toán qua Kredivo (cho kỳ hạn 6, 9, 12 tháng) (Xem chi tiết)
Giảm 500K đơn hàng 10 triệu khi thanh toán qua thẻ OCB (Xem chi tiết)
Giảm 38% giá gói VieON khi mua kèm máy (Xem chi tiết)
Giảm thêm 600.000đ mở thẻ qua VIB (Xem chi tiết)
Giảm thêm đến 6% cho thành viên của Di Động Việt (Xem chi tiết)",,
Di Động Việt,MacBook Pro 2025 14 inch M5 10‑core CPU | 10‑core GPU 16GB/512GB Chính Hãng,,macbook_pro_14_m5,MacBook Pro 14 inch (M5) 16GB 512GB,Mac,512GB,,40190000.0,Yes,https://didongviet.vn/apple-macbook-imac/macbook-pro-2025-14-inch-m5-10core-cpu-10core-gpu-16gb-512gb.html,"Khuyến mãi

Giá và khuyến mãi có thể kết thúc sớm hơn dự kiến

1. Ưu đãi độc quyền:

Tiết kiệm đến 1% với D.MEMBER (Xem chi tiết)

Giảm thêm đến 500.000đ đối với Học Sinh - Sinh Viên
Trả góp 30: Cam kết 0% lãi suất, 0đ trả trước, 0 phí ẩn (Xem chi tiết)

2. Ưu đãi mua kèm cùng máy:

Apple Watch giảm thêm 200.000đ
AirPods  - Magic Mouse giảm thêm 100.000đ","Giảm 5% tối đa 200.000đ khi thanh toán qua Kredivo (cho kỳ hạn 6, 9, 12 tháng) (Xem chi tiết)
Giảm 500K đơn hàng 10 triệu khi thanh toán qua thẻ OCB (Xem chi tiết)
Giảm 38% giá gói VieON khi mua kèm máy (Xem chi tiết)
Giảm thêm 600.000đ mở thẻ qua VIB (Xem chi tiết)
Giảm thêm đến 6% cho thành viên của Di Động Việt (Xem chi tiết)
Hư lỗi đổi mới trong 12 tháng chỉ từ 2K/ ngày (Xem chi tiết)
Miễn phí Giao hàng siêu tốc trong 1 giờ (Xem chi tiết)",,
Di Động Việt,iPhone 14 128GB Chính hãng (VN/A),,iphone_14,iPhone 14 128GB,iPhone,128GB,,13790000.0,Yes,https://didongviet.vn/dien-thoai/iphone-14-128gb.html,"Khuyến mãi

Giá và khuyến mãi có thể kết thúc sớm hơn dự kiến

1. Ưu đãi độc quyền:

Tặng thêm đến 2.500.000đ khi thu cũ đổi mới (Xem chi tiết)

Tiết kiệm đến 1% với D.MEMBER (Xem chi tiết)
Trả góp 30: Cam kết 0% lãi suất, 0đ trả trước, 0 phí ẩn (Xem chi tiết)

2. Ưu đãi mua kèm cùng máy:

Combo Củ sạc - Cáp sạc giảm thêm 50.000đ (từ ngày 1.3 - 31.3)
Mua kèm phụ kiện có tổng giá trị từ 500K trở lên giảm thêm 50.000đ (Không áp dụng đồng thời với chương trình combo Củ sạc – Cáp sạc)
Apple Watch giảm thêm 200.000đ
AirPods giảm thêm 100.000đ
Củ sạc nhanh Apple giảm thêm 50.000đ

Thu gọn","Giảm 5% tối đa 200.000đ khi thanh toán qua Kredivo (cho kỳ hạn 6, 9, 12 tháng) (Xem chi tiết)
Giảm 500K đơn hàng 10 triệu khi thanh toán qua thẻ OCB (Xem chi tiết)
Giảm 38% giá gói VieON khi mua kèm máy (Xem chi tiết)
Giảm thêm 600.000đ mở thẻ qua VIB (Xem chi tiết)
Giảm thêm đến 6% cho thành viên của Di Động Việt (Xem chi tiết)
Hư lỗi đổi mới trong 12 tháng chỉ từ 2K/ ngày (Xem chi tiết)
Miễn phí Giao hàng siêu tốc trong 1 giờ (Xem chi tiết)",,
Di Động Việt,MacBook Air M4 13-inch 16GB/256GB Chính Hãng,,macbook_air_13_m4,MacBook Air 13 inch (M4) 16GB 256GB Bạc,Mac,256GB,Bạc,24990000.0,Yes,https://didongviet.vn/apple-macbook-imac/macbook-air-m4-13-inch-16gb-256gb.html,"Khuyến mãi

Giá và khuyến mãi có thể kết thúc sớm hơn dự kiến

1. Ưu đãi độc quyền:

Tặng thêm đến 1.000.000đ khi thu cũ đổi mới (Xem chi tiết)
Tiết kiệm đến 1% với D.MEMBER (Xem chi tiết)
Giảm thêm đến 200.000đ đối với Học Sinh - Sinh Viên

Trả góp 30: Cam kết 0% lãi suất, 0đ trả trước, 0 phí ẩn (Xem chi tiết)

2. Ưu đãi mua kèm cùng máy:

Apple Watch giảm thêm 200.000đ
AirPods  - Magic Mouse giảm thêm 100.000đ

 

Thu gọn","Giảm 5% tối đa 200.000đ khi thanh toán qua Kredivo (cho kỳ hạn 6, 9, 12 tháng) (Xem chi tiết)
Giảm 500K đơn hàng 10 triệu khi thanh toán qua thẻ OCB (Xem chi tiết)
Giảm 38% giá gói VieON khi mua kèm máy (Xem chi tiết)
Giảm thêm 600.000đ mở thẻ qua VIB (Xem chi tiết)
Giảm thêm đến 6% cho thành viên của Di Động Việt (Xem chi tiết)",,
Di Động Việt,iPhone 14 256GB Chính Hãng (VN/A),,iphone_14,iPhone 14 256GB,iPhone,256GB,,16990000.0,Yes,https://didongviet.vn/dien-thoai/iphone-14-256gb.html,"Khuyến mãi

Giá và khuyến mãi có thể kết thúc sớm hơn dự kiến

1. Duy nhất 30.1 - 31.1: Chốt Lộc Cuối Tháng

08H - 12H: Giảm thêm  300.000đ (số lượng giới hạn)
12H - 22H: Giảm thêm 200.000đ  

*Áp dụng trực tiếp tại các cửa hàng dưới đây, không áp dụng đồng thời CTKM khác.

2. Từ 15.1 - 28.2: Tết Đỏ Đủ Đầy (xem chi tiết)

Combo Tết Đủ AN – CHILL – SMART giảm thêm đến 1.000.000đ

*Lưu ý: Chỉ áp dụng trực tiếp tại cửa hàng và một số sản phẩm nhất định.

3. Ưu đãi độc quyền:

Thu cũ đổi mới tặng đến 2.500.000đ
Trả góp 0% lãi suất (Xem chi tiết)
Mua kèm AirPods Pro 2 | AirPods 4 | AirPods 4 ANC giảm thêm 100K
Mua kèm Apple Watch giảm thêm 200K

 

Thu gọn","Giảm 5% tối đa 200.000đ khi thanh toán qua Kredivo (cho kỳ hạn 6, 9, 12 tháng) (Xem chi tiết)
Giảm 500K đơn hàng 10 triệu khi thanh toán qua thẻ OCB (Xem chi tiết)
Giảm 38% giá gói VieON khi mua kèm máy (Xem chi tiết)
Giảm thêm 600.000đ mở thẻ qua VIB (Xem chi tiết)
Giảm thêm đến 6% cho thành viên của Di Động Việt (Xem chi tiết)",,
Di Động Việt,iPhone 13 128GB Chính Hãng (VN/A),,iphone_13,iPhone 13 128GB,iPhone,128GB,,12190000.0,Yes,https://didongviet.vn/dien-thoai/iphone-13-128gb.html,"Khuyến mãi

Giá và khuyến mãi có thể kết thúc sớm hơn dự kiến

1. Ưu đãi độc quyền:

Tặng thêm đến 2.500.000đ khi thu cũ đổi mới (Xem chi tiết)
Tiết kiệm đến 1% với D.MEMBER (Xem chi tiết)
Trả góp 30: Cam kết 0% lãi suất, 0đ trả trước, 0 phí ẩn (Xem chi tiết)

2. Ưu đãi mua kèm cùng máy:

Combo Củ sạc - Cáp sạc giảm thêm 50.000đ (từ ngày 1.3 - 31.3)
Mua kèm phụ kiện có tổng giá trị từ 500K trở lên giảm thêm 50.000đ (Không áp dụng đồng thời với chương trình combo Củ sạc – Cáp sạc)
Apple Watch giảm thêm 200.000đ
AirPods giảm thêm 100.000đ
Củ sạc nhanh Apple giảm thêm 50.000đ

Thu gọn","Giảm 5% tối đa 200.000đ khi thanh toán qua Kredivo (cho kỳ hạn 6, 9, 12 tháng) (Xem chi tiết)
Giảm 500K đơn hàng 10 triệu khi thanh toán qua thẻ OCB (Xem chi tiết)
Giảm 38% giá gói VieON khi mua kèm máy (Xem chi tiết)
Giảm thêm 600.000đ mở thẻ qua VIB (Xem chi tiết)
Giảm thêm đến 6% cho thành viên của Di Động Việt (Xem chi tiết)
Hư lỗi đổi mới trong 12 tháng chỉ từ 2K/ ngày (Xem chi tiết)
Miễn phí Giao hàng siêu tốc trong 1 giờ (Xem chi tiết)",,
