retailer,original_name,original_specs,price,stock,url
CellphoneS,,,0,No,https://cellphones.com.vn/ipad-air-6-m2-13-inch-5g.html
CellphoneS,,,0,No,https://cellphones.com.vn/ipad-air-6-m2-13-inch-5g.html
CellphoneS,Địa chỉ hệ thống cửa hàng điện thoại CellphoneS gần đây,,0,No,https://cellphones.com.vn/dia-chi-cua-hang
CellphoneS,,,0,No,https://cellphones.com.vn/ipad-air-6-m2-13-inch.html
CellphoneS,,,0,No,https://cellphones.com.vn/ipad-air-6-m2-13-inch.html
