date,retailer,product_key,product_name,category,variant_color,variant_storage,variant_size,variant_connectivity,band,price,stock,url,original_name,method
2026-02-03,Viettel Store,iphone_16_pro_max,iPhone 16 Pro Max 512GB,iPhone,Unknown,512GB,,,,36490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16-pro-max-512gb-pid339631.html,iPhone 16 Pro Max 512GB,smart_match
2026-02-03,Viettel Store,iphone_16_pro_max,iPhone 16 Pro Max 256GB Titan Sa Mạc,iPhone,Titan Sa Mạc,256GB,,,,30890000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16-pro-max-pid339630.html,iPhone 16 Pro Max 256GB,smart_match
2026-02-03,Viettel Store,iphone_16_pro,iPhone 16 Pro 128GB Titan Trắng,iPhone,Titan Trắng,128GB,,,,24990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16-pro-pid339623.html,iPhone 16 Pro 128GB,smart_match
2026-02-03,Viettel Store,iphone_16_pro_max,iPhone 16 Pro Max 1TB Titan Sa Mạc,iPhone,Titan Sa Mạc,1TB,,,,48490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16-pro-max-1tb-pid339632.html,iPhone 16 Pro Max 1TB,smart_match
2026-02-03,Viettel Store,iphone_16_plus,iPhone 16 Plus 128GB Hồng,iPhone,Hồng,128GB,,,,23490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16-plus-pid339618.html,iPhone 16 Plus 128GB,smart_match
2026-02-03,Viettel Store,iphone_13,iPhone 13 128GB,iPhone,Unknown,128GB,,,,12090000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-13-128gb-pid288660.html,iPhone 13 128GB,smart_match
2026-02-03,Viettel Store,iphone_16e,iPhone 16e 256GB Đen,iPhone,Đen,256GB,,,,15490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16e-256gb-pid347207.html,iPhone 16e 256GB,smart_match
2026-02-03,Viettel Store,iphone_16e,iPhone 16e 128GB Đen,iPhone,Đen,128GB,,,,12490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16e-pid347205.html,iPhone 16e 128GB,smart_match
2026-02-03,Viettel Store,iphone_15,iPhone 15 256GB Vàng,iPhone,Vàng,256GB,,,,19490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-15-256gb-pid317054.html,iPhone 15 256GB,smart_match
2026-02-03,Viettel Store,iphone_13,iPhone 13 128GB,iPhone,Unknown,128GB,,,,12090000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-13-128gb-pid288660.html,iPhone 13 128GB,smart_match
2026-02-03,Viettel Store,iphone_13,iPhone 13 128GB,iPhone,Unknown,128GB,,,,12090000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-13-128gb-pid288660.html,iPhone 13 128GB,smart_match
2026-02-03,Viettel Store,iphone_17_pro,iPhone 17 Pro 1TB Bạc,iPhone,Bạc,1TB,,,,46990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-1tb-pid355085.html,iPhone 17 Pro 1TB,smart_match
2026-02-03,Viettel Store,iphone_16_plus,iPhone 16 Plus 128GB,iPhone,Unknown,128GB,,,,23490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16-plus-pid339618.html,iPhone 16 Plus 128GB,smart_match
2026-02-03,Viettel Store,iphone_17,iPhone 17 256GB Xanh Lá Xô Thơm,iPhone,Xanh Lá Xô Thơm,256GB,,,,24690000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-256gb-pid355077.html,iPhone 17 256GB,smart_match
2026-02-03,Viettel Store,iphone_16e,iPhone 16e 256GB Trắng,iPhone,Trắng,256GB,,,,15490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16e-256gb-pid347207.html,iPhone 16e 256GB,smart_match
2026-02-03,Viettel Store,iphone_16e,iPhone 16e 128GB Trắng,iPhone,Trắng,128GB,,,,12490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16e-pid347205.html,iPhone 16e 128GB,smart_match
2026-02-03,Viettel Store,iphone_15,iPhone 15 256GB Xanh Lá,iPhone,Xanh Lá,256GB,,,,19990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-15-256gb-pid317054.html,iPhone 15 256GB,smart_match
2026-02-03,Viettel Store,iphone_17,iPhone 17 512GB Xanh Lá Xô Thơm,iPhone,Xanh Lá Xô Thơm,512GB,,,,30490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-512gb-pid355078.html,iPhone 17 512GB,smart_match
2026-02-03,Viettel Store,iphone_17_pro_max,iPhone 17 Pro Max 1TB Bạc,iPhone,Bạc,1TB,,,,50990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-1tb-pid355089.html,iPhone 17 Pro Max 1TB,smart_match
2026-02-03,Viettel Store,iphone_17_pro,iPhone 17 Pro 512GB Bạc,iPhone,Bạc,512GB,,,,40690000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-512gb-pid355084.html,iPhone 17 Pro 512GB,smart_match
2026-02-03,Viettel Store,iphone_17_pro,iPhone 17 Pro 1TB Cam Vũ Trụ,iPhone,Cam Vũ Trụ,1TB,,,,46390000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-1tb-pid355085.html,iPhone 17 Pro 1TB,smart_match
2026-02-03,Viettel Store,iphone_16_plus,iPhone 16 Plus 128GB Xanh Lưu Ly,iPhone,Xanh Lưu Ly,128GB,,,,23490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16-plus-pid339618.html,iPhone 16 Plus 128GB,smart_match
2026-02-03,Viettel Store,iphone_17,iPhone 17 256GB Tím Oải Hương,iPhone,Tím Oải Hương,256GB,,,,24690000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-256gb-pid355077.html,iPhone 17 256GB,smart_match
2026-02-03,Viettel Store,iphone_15,iPhone 15 256GB,iPhone,Unknown,256GB,,,,19990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-15-256gb-pid317054.html,iPhone 15 256GB,smart_match
2026-02-03,Viettel Store,iphone_17,iPhone 17 512GB Tím Oải Hương,iPhone,Tím Oải Hương,512GB,,,,30490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-512gb-pid355078.html,iPhone 17 512GB,smart_match
2026-02-03,Viettel Store,iphone_17_pro_max,iPhone 17 Pro Max 1TB Cam Vũ Trụ,iPhone,Cam Vũ Trụ,1TB,,,,50990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-1tb-pid355089.html,iPhone 17 Pro Max 1TB,smart_match
2026-02-03,Viettel Store,iphone_17_pro,iPhone 17 Pro 512GB Cam Vũ Trụ,iPhone,Cam Vũ Trụ,512GB,,,,40090000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-512gb-pid355084.html,iPhone 17 Pro 512GB,smart_match
2026-02-03,Viettel Store,iphone_17_pro,iPhone 17 Pro 1TB Xanh Đậm,iPhone,Xanh Đậm,1TB,,,,46390000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-1tb-pid355085.html,iPhone 17 Pro 1TB,smart_match
2026-02-03,Viettel Store,iphone_17_pro_max,iPhone 17 Pro Max 2TB Bạc,iPhone,Bạc,2TB,,,,63490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-2tb-pid355578.html,iPhone 17 Pro Max 2TB,smart_match
2026-02-03,Viettel Store,iphone_16_plus,iPhone 16 Plus 128GB Xanh Mòng Két,iPhone,Xanh Mòng Két,128GB,,,,23490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16-plus-pid339618.html,iPhone 16 Plus 128GB,smart_match
2026-02-03,Viettel Store,iphone_15,iPhone 15 256GB Xanh Dương,iPhone,Xanh Dương,256GB,,,,19990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-15-256gb-pid317054.html,iPhone 15 256GB,smart_match
2026-02-03,Viettel Store,iphone_17,iPhone 17 256GB Xanh Lam Khói,iPhone,Xanh Lam Khói,256GB,,,,24690000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-256gb-pid355077.html,iPhone 17 256GB,smart_match
2026-02-03,Viettel Store,iphone_17,iPhone 17 512GB Xanh Lam Khói,iPhone,Xanh Lam Khói,512GB,,,,30490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-512gb-pid355078.html,iPhone 17 512GB,smart_match
2026-02-03,Viettel Store,iphone_17_pro_max,iPhone 17 Pro Max 1TB,iPhone,Unknown,1TB,,,,50990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-1tb-pid355089.html,iPhone 17 Pro Max 1TB,smart_match
2026-02-03,Viettel Store,iphone_17_pro_max,iPhone 17 Pro Max 512GB Bạc,iPhone,Bạc,512GB,,,,43990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-512gb-pid355088.html,iPhone 17 Pro Max 512GB,smart_match
2026-02-03,Viettel Store,iphone_17_pro_max,iPhone 17 Pro Max 256GB Bạc,iPhone,Bạc,256GB,,,,37490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-pid355086.html,iPhone 17 Pro Max 256GB,smart_match
2026-02-03,Viettel Store,iphone_17_pro_max,iPhone 17 Pro Max 2TB Cam Vũ Trụ,iPhone,Cam Vũ Trụ,2TB,,,,62490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-2tb-pid355578.html,iPhone 17 Pro Max 2TB,smart_match
2026-02-03,Viettel Store,iphone_17_pro,iPhone 17 Pro 512GB Xanh Đậm,iPhone,Xanh Đậm,512GB,,,,40090000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-512gb-pid355084.html,iPhone 17 Pro 512GB,smart_match
2026-02-03,Viettel Store,iphone_17_pro_max,iPhone 17 Pro Max 2TB,iPhone,Unknown,2TB,,,,62490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-2tb-pid355578.html,iPhone 17 Pro Max 2TB,smart_match
2026-02-03,Viettel Store,iphone_16_plus,iPhone 16 Plus 128GB Trắng,iPhone,Trắng,128GB,,,,23490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16-plus-pid339618.html,iPhone 16 Plus 128GB,smart_match
2026-02-03,Viettel Store,iphone_17,iPhone 17 256GB Đen,iPhone,Đen,256GB,,,,24690000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-256gb-pid355077.html,iPhone 17 256GB,smart_match
2026-02-03,Viettel Store,iphone_17,iPhone 17 512GB Đen,iPhone,Đen,512GB,,,,30490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-512gb-pid355078.html,iPhone 17 512GB,smart_match
2026-02-03,Viettel Store,iphone_17_pro_max,iPhone 17 Pro Max 512GB Cam Vũ Trụ,iPhone,Cam Vũ Trụ,512GB,,,,42990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-512gb-pid355088.html,iPhone 17 Pro Max 512GB,smart_match
2026-02-03,Viettel Store,iphone_17_pro_max,iPhone 17 Pro Max 256GB Cam Vũ Trụ,iPhone,Cam Vũ Trụ,256GB,,,,36990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-pid355086.html,iPhone 17 Pro Max 256GB,smart_match
2026-02-03,Viettel Store,apple_watch_se_3_lte_40mm,Apple Watch SE 3 (GPS + Cellular) 40mm (Cellular),Watch,Unknown,Unknown,40mm,Cellular,,4490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-cellular-40mm-sport-band-s-m-pid347394.html,Apple Watch SE 2 Cellular 40mm Sport Band S/M,smart_match
2026-02-03,Viettel Store,apple_watch_se_3_lte_40mm,Apple Watch SE 3 (GPS + Cellular) 40mm (Cellular),Watch,Unknown,Unknown,40mm,Cellular,,4490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-cellular-40mm-sport-band-s-m-pid347394.html,Apple Watch SE 2 Cellular 40mm Sport Band S/M,smart_match
2026-02-03,Viettel Store,apple_watch_se_3_lte_40mm,Apple Watch SE 3 (GPS + Cellular) 40mm (Cellular),Watch,Unknown,Unknown,40mm,Cellular,,4490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-cellular-40mm-sport-band-s-m-pid347394.html,Apple Watch SE 2 Cellular 40mm Sport Band S/M,smart_match
2026-02-03,Viettel Store,iphone_17_pro_max,iPhone 17 Pro Max 512GB,iPhone,Unknown,512GB,,,,42990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-512gb-pid355088.html,iPhone 17 Pro Max 512GB,smart_match
2026-02-03,Viettel Store,iphone_17_pro_max,iPhone 17 Pro Max 256GB,iPhone,Unknown,256GB,,,,36990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-pid355086.html,iPhone 17 Pro Max 256GB,smart_match
2026-02-03,Viettel Store,iphone_17,iPhone 17 512GB Trắng,iPhone,Trắng,512GB,,,,30490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-512gb-pid355078.html,iPhone 17 512GB,smart_match
2026-02-03,Viettel Store,iphone_17,iPhone 17 256GB Trắng,iPhone,Trắng,256GB,,,,24690000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-256gb-pid355077.html,iPhone 17 256GB,smart_match
2026-02-03,Viettel Store,iphone_air,iPhone Air 256GB Xanh Da Trời,iPhone,Xanh Da Trời,256GB,,,,25990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-pid355092.html,iPhone Air 256GB,smart_match
2026-02-03,Viettel Store,apple_watch_se_3_lte_40mm,Apple Watch SE 3 (GPS + Cellular) 40mm (Cellular),Watch,Unknown,Unknown,40mm,Cellular,,4490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-cellular-40mm-sport-loop-pid347395.html,Apple Watch SE 2 Cellular 40mm Sport Loop,smart_match
2026-02-03,Viettel Store,apple_watch_se_3_lte_40mm,Apple Watch SE 3 (GPS + Cellular) 40mm (Cellular),Watch,Unknown,Unknown,40mm,Cellular,,4490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-cellular-40mm-sport-loop-pid347395.html,Apple Watch SE 2 Cellular 40mm Sport Loop,smart_match
2026-02-03,Viettel Store,apple_watch_se_3_lte_40mm,Apple Watch SE 3 (GPS + Cellular) 40mm (Cellular),Watch,Unknown,Unknown,40mm,Cellular,,4490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-cellular-40mm-sport-loop-pid347395.html,Apple Watch SE 2 Cellular 40mm Sport Loop,smart_match
2026-02-03,Viettel Store,iphone_air,iPhone Air 256GB Vàng Nhạt,iPhone,Vàng Nhạt,256GB,,,,25990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-pid355092.html,iPhone Air 256GB,smart_match
2026-02-03,Viettel Store,apple_watch_se_3_gps_40mm,Apple Watch SE 3 (GPS) 40mm (GPS),Watch,Unknown,Unknown,40mm,GPS,,4690000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-gps-40mm-sport-band-s-m-pid347390.html,Apple Watch SE 2 GPS 40mm Sport Band S/M,smart_match
2026-02-03,Viettel Store,apple_watch_se_3_gps_40mm,Apple Watch SE 3 (GPS) 40mm (GPS),Watch,Unknown,Unknown,40mm,GPS,,4690000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-gps-40mm-sport-band-s-m-pid347390.html,Apple Watch SE 2 GPS 40mm Sport Band S/M,smart_match
2026-02-03,Viettel Store,apple_watch_se_3_gps_40mm,Apple Watch SE 3 (GPS) 40mm (GPS),Watch,Unknown,Unknown,44mm,GPS,,3490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-gps-44mm-sport-band-s-m-pid347392.html,Apple Watch SE 2 GPS 44mm Sport Band S/M,smart_match
2026-02-03,Viettel Store,apple_watch_se_3_gps_40mm,Apple Watch SE 3 (GPS) 40mm (GPS),Watch,Unknown,Unknown,40mm,GPS,,4290000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-gps-40mm-sport-loop-pid347391.html,Apple Watch SE 2 GPS 40mm Sport Loop,smart_match
2026-02-03,Viettel Store,apple_watch_se_3_gps_40mm,Apple Watch SE 3 (GPS) 40mm (GPS),Watch,Unknown,Unknown,40mm,GPS,,4290000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-gps-40mm-sport-loop-pid347391.html,Apple Watch SE 2 GPS 40mm Sport Loop,smart_match
2026-02-03,Viettel Store,iphone_air,iPhone Air 256GB Trắng Mây,iPhone,Trắng Mây,256GB,,,,25990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-pid355092.html,iPhone Air 256GB,smart_match
2026-02-03,Viettel Store,apple_watch_se_3_gps_40mm,Apple Watch SE 3 (GPS) 40mm (GPS),Watch,Unknown,Unknown,40mm,GPS,,4290000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-gps-40mm-sport-loop-pid347391.html,Apple Watch SE 2 GPS 40mm Sport Loop,smart_match
2026-02-03,Viettel Store,iphone_air,iPhone Air 256GB Đen Không Gian,iPhone,Đen Không Gian,256GB,,,,25990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-pid355092.html,iPhone Air 256GB,smart_match
2026-02-03,Viettel Store,apple_watch_se_3_gps_40mm,Apple Watch SE 3 (GPS) 40mm (GPS),Watch,Unknown,Unknown,44mm,GPS,,3490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-gps-44mm-sport-loop-pid347393.html,Apple Watch SE 2 GPS 44mm Sport Loop,smart_match
2026-02-03,Viettel Store,apple_watch_se_3_gps_40mm,Apple Watch SE 3 (GPS) 40mm (GPS),Watch,Unknown,Unknown,44mm,GPS,,3490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-gps-44mm-sport-loop-pid347393.html,Apple Watch SE 2 GPS 44mm Sport Loop,smart_match
2026-02-03,Viettel Store,iphone_air,iPhone Air 1TB Xanh Da Trời,iPhone,Xanh Da Trời,1TB,,,,37990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-1tb-pid355095.html,iPhone Air 1TB,smart_match
2026-02-03,Viettel Store,iphone_air,iPhone Air 512GB Xanh Da Trời,iPhone,Xanh Da Trời,512GB,,,,32290000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-512gb-pid355094.html,iPhone Air 512GB,smart_match
2026-02-03,Viettel Store,iphone_air,iPhone Air 1TB Vàng Nhạt,iPhone,Vàng Nhạt,1TB,,,,37990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-1tb-pid355095.html,iPhone Air 1TB,smart_match
2026-02-03,Viettel Store,iphone_air,iPhone Air 512GB Vàng Nhạt,iPhone,Vàng Nhạt,512GB,,,,32290000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-512gb-pid355094.html,iPhone Air 512GB,smart_match
2026-02-03,Viettel Store,iphone_air,iPhone Air 512GB Trắng Mây,iPhone,Trắng Mây,512GB,,,,32290000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-512gb-pid355094.html,iPhone Air 512GB,smart_match
2026-02-03,Viettel Store,iphone_air,iPhone Air 1TB Trắng Mây,iPhone,Trắng Mây,1TB,,,,37990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-1tb-pid355095.html,iPhone Air 1TB,smart_match
2026-02-03,Viettel Store,iphone_air,iPhone Air 512GB Đen Không Gian,iPhone,Đen Không Gian,512GB,,,,32290000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-512gb-pid355094.html,iPhone Air 512GB,smart_match
2026-02-03,Viettel Store,iphone_air,iPhone Air 1TB Đen Không Gian,iPhone,Đen Không Gian,1TB,,,,37990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-1tb-pid355095.html,iPhone Air 1TB,smart_match
2026-02-03,Viettel Store,apple_watch_series_10_lte_42mm,Apple Watch Series 10 (Nhôm) (GPS + Cellular) 42mm (GPS),Watch,Unknown,Unknown,46mm,GPS,Dây Cao Su,10590000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-gps-46mm-day-cao-su-s-m-pid340027.html,Apple Watch Series 10 GPS 46mm Dây Cao Su S/M,smart_match
2026-02-03,Viettel Store,apple_watch_series_10_lte_42mm,Apple Watch Series 10 (Nhôm) (GPS + Cellular) 42mm (Cellular),Watch,Unknown,Unknown,42mm,Cellular,Dây Cao Su,17690000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-vien-titan-cellular-42mm-day-cao-su-s-m-pid340034.html,Apple Watch Series 10 Viền Titan Cellular 42mm Dây Cao Su S/M,smart_match
2026-02-03,Viettel Store,apple_watch_series_10_lte_42mm,Apple Watch Series 10 (Nhôm) (GPS + Cellular) 42mm (GPS),Watch,Unknown,Unknown,46mm,GPS,Dây Cao Su,10590000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-gps-46mm-day-cao-su-s-m-pid340027.html,Apple Watch Series 10 GPS 46mm Dây Cao Su S/M,smart_match
2026-02-03,Viettel Store,apple_watch_series_10_lte_42mm,Apple Watch Series 10 (Nhôm) (GPS + Cellular) 42mm (Cellular),Watch,Unknown,Unknown,42mm,Cellular,Dây Cao Su,17690000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-vien-titan-cellular-42mm-day-cao-su-s-m-pid340034.html,Apple Watch Series 10 Viền Titan Cellular 42mm Dây Cao Su S/M,smart_match
2026-02-03,Viettel Store,apple_watch_series_10_lte_42mm,Apple Watch Series 10 (Nhôm) (GPS + Cellular) 42mm (GPS),Watch,Unknown,Unknown,46mm,GPS,Dây Cao Su,10590000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-gps-46mm-day-cao-su-s-m-pid340027.html,Apple Watch Series 10 GPS 46mm Dây Cao Su S/M,smart_match
