SKU,Days_Tracked,First_Price_Avg,Last_Price_Avg,Change_Pct,Volatility,Min_Price_Seen,Max_Price_Seen
iPad Air 11 inch M2 2024 Wifi + Cellular 256GB - Xanh dương,13,17690000.0,19106666.666666668,8.01,1418195.5,11190000.0,28490000.0
iPad Air 11 inch M2 2024 Wifi + Cellular 256GB - Xám,12,17690000.0,19456666.666666668,9.99,1825991.01,0.0,28490000.0
iPad Air 11 inch M2 2024 Wifi + Cellular 512GB - Trắng,7,15241666.666666666,20673333.333333332,35.64,5755646.88,0.0,34490000.0
iPad Air 11 inch M2 2024 Wifi + Cellular 512GB - Tím,7,15241666.666666666,20673333.333333332,35.64,5838803.34,0.0,34490000.0
iPad Air 11 inch M2 2024 Wifi + Cellular 512GB - Xanh dương,7,20073333.333333332,20623333.333333332,2.74,1755901.8,13490000.0,34490000.0
iPad Air 11 inch M2 2024 Wifi + Cellular 512GB - Xám,7,20073333.333333332,20623333.333333332,2.74,1755901.8,13490000.0,34490000.0
iPad Air 11 inch M2 2024 Wifi 128GB - Hài lòng,7,10591666.666666666,14190000.0,33.97,1923390.07,0.0,16990000.0
iPad Air 11 inch M2 2024 Wifi 128GB - Không hài lòng,8,9341666.666666666,12940000.0,38.52,1923390.07,0.0,16990000.0
iPad Air 11 inch M2 2024 Wifi 128GB - Trắng,18,14440000.0,14356666.666666666,-0.58,1107454.33,8690000.0,29990000.0
iPad Air 11 inch M2 2024 Wifi 128GB - Tím,12,15390000.0,15506666.666666666,0.76,556517.78,11990000.0,24490000.0
iPad Air 11 inch M2 2024 Wifi 128GB - Xanh dương,18,11575000.0,14306666.666666666,23.6,1220169.55,0.0,29990000.0
iPad Air 11 inch M2 2024 Wifi 128GB - Xám,18,11608333.333333334,14290000.0,23.1,1018130.6,0.0,29990000.0
iPad Air 11 inch M2 2024 Wifi 1TB - Trắng,6,16208333.333333334,19973333.333333332,23.23,3351719.13,0.0,35990000.0
iPad Air 11 inch M2 2024 Wifi 1TB - Tím,6,16691666.666666666,22773333.333333332,36.44,3463257.24,0.0,35990000.0
iPad Air 11 inch M2 2024 Wifi 1TB - Xanh dương,6,16208333.333333334,19940000.0,23.02,3342726.6,0.0,35990000.0
iPad Air 11 inch M2 2024 Wifi 1TB - Xám,6,16191666.666666666,19956666.666666668,23.25,3350015.59,0.0,35990000.0
iPad Air 11 inch M2 2024 Wifi 256GB - Trắng,27,15840000.0,17540000.0,10.73,1188198.02,8690000.0,29990000.0
iPad Air 11 inch M2 2024 Wifi 256GB - Tím,27,17606666.666666668,17940000.0,1.89,1153215.76,11190000.0,29990000.0
iPad Air 11 inch M2 2024 Wifi 256GB - Xanh dương,27,15840000.0,17540000.0,10.73,1212994.12,11190000.0,29990000.0
iPad Air 11 inch M2 2024 Wifi 256GB - Xám,27,17606666.666666668,17890000.0,1.61,1221461.22,11190000.0,29990000.0
iPad Air 11 inch M2 2024 Wifi 512GB - Trắng,8,18906666.666666668,19756666.666666668,4.5,711616.17,12790000.0,24990000.0
iPad Air 11 inch M2 2024 Wifi 512GB - Tím,8,20106666.666666668,21823333.333333332,8.54,1278942.22,12790000.0,24990000.0
iPad Air 11 inch M2 2024 Wifi 512GB - Xanh dương,8,15241666.666666666,19706666.666666668,29.29,2345205.98,0.0,24990000.0
iPad Air 11 inch M2 2024 Wifi 512GB - Xám,8,20106666.666666668,21823333.333333332,8.54,1118756.37,12790000.0,24990000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 128GB - Hài lòng,5,13850000.0,17090000.0,23.39,1448972.05,12790000.0,29990000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 128GB - Không hài lòng,5,13850000.0,17090000.0,23.39,1448972.05,12790000.0,29990000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 128GB - Tím,26,14640000.0,17540000.0,19.81,1340230.6,8690000.0,24490000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 128GB - Xanh dương,26,14623333.333333334,17540000.0,19.95,1319070.1,8690000.0,24490000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 128GB - Xám không gian,21,15090000.0,15990000.0,5.96,1330673.6,8690000.0,28490000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 128GB - Ánh Sao,26,14606666.666666666,17490000.0,19.74,1211895.96,8690000.0,24990000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 1TB - Tím,7,22490000.0,23490000.0,4.45,1536990.63,12790000.0,35990000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 1TB - Xanh dương,7,22006666.666666668,22940000.0,4.24,1691982.03,12790000.0,35990000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 1TB - Xám không gian,7,22906666.666666668,22723333.333333332,-0.8,1412654.07,12790000.0,35990000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 1TB - Ánh Sao,7,22006666.666666668,24390000.0,10.83,2074376.05,12790000.0,35990000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 256GB - Tím,17,17690000.0,18573333.333333332,4.99,1378640.37,12790000.0,28490000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 256GB - Xanh dương,17,17690000.0,18573333.333333332,4.99,1372846.56,12790000.0,28490000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 256GB - Xám không gian,17,16890000.0,18573333.333333332,9.97,1583153.01,12790000.0,28490000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 256GB - Ánh Sao,17,17690000.0,18573333.333333332,4.99,1360879.04,12790000.0,28490000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 512GB - Tím,9,21306666.666666668,23023333.333333332,8.06,1931230.9,11990000.0,34490000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 512GB - Xanh dương,9,21306666.666666668,22906666.666666668,7.51,1500959.06,11990000.0,34490000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 512GB - Xám không gian,9,20773333.333333332,22206666.666666668,6.9,1445597.83,11990000.0,34490000.0
iPad Air 11 inch M3 2025 WiFi + Cellular 512GB - Ánh Sao,9,21306666.666666668,23023333.333333332,8.06,1405875.68,12790000.0,34490000.0
iPad Air 11 inch M3 2025 WiFi 128GB - Tím,66,19840000.0,16790000.0,-15.37,1806269.73,8690000.0,30990000.0
iPad Air 11 inch M3 2025 WiFi 128GB - Xanh dương,65,19840000.0,16723333.333333334,-15.71,1761122.83,8690000.0,30990000.0
iPad Air 11 inch M3 2025 WiFi 128GB - Xám không gian,65,19840000.0,15773333.333333334,-20.5,2054788.02,8690000.0,30990000.0
iPad Air 11 inch M3 2025 WiFi 128GB - Ánh Sao,65,19840000.0,16773333.333333334,-15.46,2028047.6,8690000.0,30990000.0
iPad Air 11 inch M3 2025 WiFi 1TB - Tím,7,23240000.0,19790000.0,-14.85,2368400.66,13190000.0,41990000.0
iPad Air 11 inch M3 2025 WiFi 1TB - Xanh dương,7,23240000.0,18806666.666666668,-19.08,1760807.59,12890000.0,30990000.0
iPad Air 11 inch M3 2025 WiFi 1TB - Xám không gian,7,23240000.0,19940000.0,-14.2,1743177.82,12890000.0,36490000.0
iPad Air 11 inch M3 2025 WiFi 1TB - Ánh Sao,8,24615000.0,18806666.666666668,-23.6,2488191.39,12890000.0,41990000.0
iPad Air 11 inch M3 2025 WiFi 256GB - Tím,8,21140000.0,16173333.333333334,-23.49,2149715.19,13190000.0,30990000.0
iPad Air 11 inch M3 2025 WiFi 256GB - Xanh dương,8,19540000.0,16173333.333333334,-17.23,1679571.0,8690000.0,30990000.0
iPad Air 11 inch M3 2025 WiFi 256GB - Xám không gian,8,21140000.0,16173333.333333334,-23.49,2302705.79,13190000.0,30990000.0
iPad Air 11 inch M3 2025 WiFi 256GB - Ánh Sao,8,19540000.0,16173333.333333334,-17.23,1807815.48,8690000.0,30990000.0
iPad Air 11 inch M3 2025 WiFi 512GB - Tím,8,23965000.0,20498333.333333332,-14.47,1458200.67,13190000.0,36490000.0
iPad Air 11 inch M3 2025 WiFi 512GB - Xanh dương,8,23315000.0,20498333.333333332,-12.08,1166896.24,13190000.0,36490000.0
iPad Air 11 inch M3 2025 WiFi 512GB - Xám không gian,8,23965000.0,19515000.0,-18.57,1918962.13,13190000.0,36490000.0
iPad Air 11 inch M3 2025 WiFi 512GB - Ánh Sao,8,23315000.0,20498333.333333332,-12.08,1274844.22,13190000.0,36490000.0
"iPad Air 13 M3 WiFi + Cellular 128GB 2025 góp 0%, giá rẻ - Ánh Sao",3,19723333.333333332,21240000.0,7.69,875647.91,13790000.0,25990000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 128GB - Hài lòng,4,18590000.0,18590000.0,0.0,0.0,13190000.0,23390000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 128GB - Không hài lòng,4,17450000.0,17450000.0,0.0,0.0,13190000.0,23390000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 128GB - Tím,47,19773333.333333332,21156666.666666668,7.0,1132398.0,8690000.0,29990000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 128GB - Xanh dương,47,19773333.333333332,21240000.0,7.42,1184820.86,8690000.0,29990000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 128GB - Xám không gian,47,19523333.333333332,20990000.0,7.51,1185256.14,8690000.0,29990000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 128GB - Ánh Sao,44,18740000.0,20190000.0,7.74,1186290.4,8690000.0,29990000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 1TB - Tím,3,25523333.333333332,24373333.333333332,-4.51,1611963.38,13190000.0,40190000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 1TB - Xanh dương,3,26506666.666666668,25373333.333333332,-4.28,1613513.53,13190000.0,40190000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 1TB - Xám không gian,3,25740000.0,24040000.0,-6.6,1186303.0,13290000.0,40190000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 1TB - Ánh Sao,3,23856666.666666668,23456666.666666668,-1.68,795356.9,13190000.0,40190000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 256GB - Tím,6,23123333.333333332,21856666.666666668,-5.48,881518.26,12790000.0,34490000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 256GB - Xanh dương,6,23123333.333333332,21840000.0,-5.55,897539.02,12790000.0,34490000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 256GB - Xám không gian,6,21240000.0,21856666.666666668,2.9,941446.68,12790000.0,28790000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 256GB - Ánh Sao,6,22156666.666666668,21790000.0,-1.65,982336.59,12690000.0,34490000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 512GB - Tím,7,22206666.666666668,23923333.333333332,7.73,1654812.01,13790000.0,34590000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 512GB - Xanh dương,7,22206666.666666668,23923333.333333332,7.73,1454436.97,13790000.0,34590000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 512GB - Xám không gian,7,21673333.333333332,23106666.666666668,6.61,750905.54,13790000.0,34590000.0
iPad Air 13 inch M3 2025 WiFi + Cellular 512GB - Ánh Sao,7,22206666.666666668,23923333.333333332,7.73,1454436.97,13790000.0,34590000.0
iPad Air 13 inch M3 2025 WiFi 128GB - Hài lòng,5,18123333.333333332,17650000.0,-2.61,211681.1,13190000.0,20490000.0
iPad Air 13 inch M3 2025 WiFi 128GB - Không hài lòng,5,18123333.333333332,17650000.0,-2.61,211681.1,13190000.0,20490000.0
iPad Air 13 inch M3 2025 WiFi 128GB - Tím,60,22390000.0,20440000.0,-8.71,1353965.77,8690000.0,30990000.0
iPad Air 13 inch M3 2025 WiFi 128GB - Xanh dương,60,22390000.0,20390000.0,-8.93,1460839.73,8690000.0,30990000.0
iPad Air 13 inch M3 2025 WiFi 128GB - Xám không gian,61,22290000.0,20190000.0,-9.42,1457006.9,8690000.0,30990000.0
iPad Air 13 inch M3 2025 WiFi 128GB - Ánh Sao,60,22390000.0,20140000.0,-10.05,1397517.41,8690000.0,30990000.0
iPad Air 13 inch M3 2025 WiFi 1TB - Tím,5,28665000.0,22623333.333333332,-21.08,2436214.05,13190000.0,41990000.0
iPad Air 13 inch M3 2025 WiFi 1TB - Xanh dương,5,25915000.0,22623333.333333332,-12.7,1466718.75,13190000.0,35990000.0
iPad Air 13 inch M3 2025 WiFi 1TB - Xám không gian,5,25915000.0,22290000.0,-13.99,1543575.39,13190000.0,35990000.0
iPad Air 13 inch M3 2025 WiFi 1TB - Ánh Sao,5,25915000.0,21623333.333333332,-16.56,1814184.08,13190000.0,35990000.0
iPad Air 13 inch M3 2025 WiFi 256GB - Tím,10,23715000.0,17730000.0,-25.24,2552933.29,13190000.0,30990000.0
iPad Air 13 inch M3 2025 WiFi 256GB - Xanh dương,10,23715000.0,17730000.0,-25.24,2557610.14,13190000.0,30990000.0
iPad Air 13 inch M3 2025 WiFi 256GB - Xám không gian,10,23715000.0,17730000.0,-25.24,2600302.9,13190000.0,30990000.0
iPad Air 13 inch M3 2025 WiFi 256GB - Ánh Sao,10,23715000.0,17730000.0,-25.24,2557610.14,13190000.0,30990000.0
iPad Air 13 inch M3 2025 WiFi 512GB - Tím,8,24440000.0,22281666.666666668,-8.83,1412110.58,13190000.0,36490000.0
iPad Air 13 inch M3 2025 WiFi 512GB - Xanh dương,8,24440000.0,21798333.333333332,-10.81,1483048.65,13190000.0,36490000.0
iPad Air 13 inch M3 2025 WiFi 512GB - Xám không gian,8,25090000.0,20348333.333333332,-18.9,2349602.88,13190000.0,36490000.0
iPad Air 13 inch M3 2025 WiFi 512GB - Ánh Sao,8,24440000.0,21798333.333333332,-10.81,1449339.05,13190000.0,36490000.0
iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB - Hồng,12,13691666.666666666,20373333.333333332,48.8,2881499.71,0.0,29990000.0
iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB - Trắng,12,14058333.333333334,19973333.333333332,42.07,3090167.17,0.0,34490000.0
iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB - Tím,12,14058333.333333334,19790000.0,40.77,3060509.68,0.0,34490000.0
iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB - Xanh dương,9,18223333.333333332,19973333.333333332,9.6,1410386.52,12490000.0,34490000.0
iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB - Xám,12,14058333.333333334,19973333.333333332,42.07,3136328.04,0.0,34490000.0
iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB - Hài lòng,3,16898333.333333332,19780000.0,17.05,1663731.03,8690000.0,26190000.0
iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB - Hồng,16,19156666.666666668,21590000.0,12.7,1073699.98,12490000.0,35790000.0
iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB - Không hài lòng,3,15223333.333333334,17390000.0,14.23,1250925.58,8690000.0,22890000.0
iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB - Trắng,15,18990000.0,21240000.0,11.85,1187923.27,12790000.0,34490000.0
iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB - Tím,16,19606666.666666668,22156666.666666668,13.01,1465595.25,12790000.0,34490000.0
iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB - Xanh dương,15,16341666.666666666,22156666.666666668,35.58,2314632.19,0.0,34490000.0
iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB - Xám,16,19840000.0,21490000.0,8.32,1263567.84,12790000.0,34490000.0
"iPad Air 5 M1 2022 (Wifi 5G) 64GB | Trả góp 0%, quà siêu khủng - Xanh dương",3,20323333.333333332,21490000.0,5.74,1727661.66,12490000.0,34490000.0
iPad Air M2 11 inch 2024 Wifi - Tím,3,15770000.0,16330000.0,3.55,932165.94,12790000.0,29990000.0
"iPad Air M2 11 inch 2024 Wifi | Mạnh mẽ, sang trọng - Tím",3,17506666.666666668,19673333.333333332,12.38,2326796.4,13790000.0,35990000.0
iPad Pro 11 M5 2025 WiFi + Cellular 12GB 256GB - Bạc,21,24490000.0,22990000.0,-6.12,2032819.17,8690000.0,38990000.0
iPad Pro 11 M5 2025 WiFi + Cellular 12GB 256GB - Đen,15,31606666.666666668,27240000.0,-13.82,2662040.69,8690000.0,36290000.0
iPad Pro 11 M5 2025 WiFi + Cellular 12GB 512GB - Bạc,4,27273333.333333332,21156666.666666668,-22.43,3872203.29,10990000.0,44990000.0
iPad Pro 11 M5 2025 WiFi + Cellular 12GB 512GB - Đen,4,32856666.666666668,26123333.333333332,-20.49,3704091.68,11990000.0,44990000.0
iPad Pro 11 M5 2025 WiFi 12GB 256GB - Bạc,15,27673333.333333332,26240000.0,-5.18,1996876.63,8690000.0,38990000.0
iPad Pro 11 M5 2025 WiFi 12GB 256GB - Đen,15,30673333.333333332,31440000.0,2.5,2521105.69,8690000.0,36290000.0
iPad Pro 11 M5 2025 WiFi 12GB 512GB - Bạc,3,33990000.0,28130000.0,-17.24,3383272.58,10990000.0,45590000.0
iPad Pro 11 M5 2025 WiFi 12GB 512GB - Đen,3,36240000.0,25615000.0,-29.32,6134346.61,12090000.0,44990000.0
iPad Pro 11 inch M4 2024 Wifi 1TB - Bạc,6,34556666.666666664,36090000.0,4.44,1827495.76,8690000.0,59990000.0
iPad Pro 11 inch M4 2024 Wifi 1TB - Ðen,6,35290000.0,35156666.666666664,-0.38,3221645.54,8690000.0,59990000.0
iPad Pro 11 inch M4 2024 Wifi 256GB - Bạc,29,27340000.0,25940000.0,-5.12,1334930.11,8690000.0,38990000.0
iPad Pro 11 inch M4 2024 Wifi 256GB - Ðen,32,29006666.666666668,25940000.0,-10.57,1940473.46,8690000.0,39990000.0
iPad Pro 11 inch M4 2024 Wifi 2TB - Bạc,6,37806666.666666664,39506666.666666664,4.5,2885859.52,11390000.0,59990000.0
iPad Pro 11 inch M4 2024 Wifi 2TB - Ðen,6,41973333.333333336,39523333.333333336,-5.84,5884892.77,8490000.0,59990000.0
iPad Pro 11 inch M4 2024 Wifi 512GB - Bạc,19,30290000.0,27223333.333333332,-10.12,3255856.92,10990000.0,44990000.0
iPad Pro 11 inch M4 2024 Wifi 512GB - Ðen,19,31956666.666666668,28890000.0,-9.6,3295189.41,10990000.0,45590000.0
iPad Pro 13 M5 2025 WiFi + Cellular 12GB 256GB - Bạc,15,38273333.333333336,35140000.0,-8.19,2984619.4,8690000.0,45590000.0
iPad Pro 13 M5 2025 WiFi + Cellular 12GB 256GB - Đen,16,38273333.333333336,38173333.333333336,-0.26,2917557.64,8690000.0,45590000.0
iPad Pro 13 M5 2025 WiFi + Cellular 12GB 512GB - Bạc,3,34923333.333333336,36290000.0,3.91,789045.37,10990000.0,51190000.0
iPad Pro 13 M5 2025 WiFi + Cellular 12GB 512GB - Đen,3,42256666.666666664,36290000.0,-14.12,3444856.61,12090000.0,51190000.0
iPad Pro 13 M5 2025 WiFi 12GB 256GB - Bạc,20,37340000.0,34273333.333333336,-8.21,2776699.71,8690000.0,44990000.0
iPad Pro 13 M5 2025 WiFi 12GB 256GB - Đen,11,37340000.0,34106666.666666664,-8.66,3446281.8,8690000.0,45590000.0
iPad Pro 13 M5 2025 WiFi 12GB 512GB - Bạc,3,35656666.666666664,36556666.666666664,2.52,3193815.78,10990000.0,45590000.0
iPad Pro 13 M5 2025 WiFi 12GB 512GB - Đen,3,41323333.333333336,38773333.333333336,-6.17,5593587.18,12090000.0,45590000.0
iPad mini 7 2024 Wifi + Cellular 128GB - Tím,28,12566666.666666666,11866666.666666666,-5.57,803004.84,8690000.0,29990000.0
iPad mini 7 2024 Wifi + Cellular 128GB - Xanh dương,28,12673333.333333334,12240000.0,-3.42,687247.44,8690000.0,29990000.0
iPad mini 7 2024 Wifi + Cellular 128GB - Xám không gian,29,13540000.0,13573333.333333334,0.25,549374.38,8690000.0,29990000.0
iPad mini 7 2024 Wifi + Cellular 128GB - Ánh Sao,28,12673333.333333334,12240000.0,-3.42,753315.27,8690000.0,29990000.0
iPad mini 7 2024 Wifi + Cellular 256GB - Tím,4,15940000.0,18140000.0,13.8,2048576.74,11490000.0,44990000.0
iPad mini 7 2024 Wifi + Cellular 256GB - Xanh dương,4,15940000.0,18140000.0,13.8,1270170.59,11490000.0,33990000.0
iPad mini 7 2024 Wifi + Cellular 256GB - Xám không gian,4,19106666.666666668,18140000.0,-5.06,1320037.88,11490000.0,44990000.0
iPad mini 7 2024 Wifi + Cellular 256GB - Ánh Sao,4,14573333.333333334,17306666.666666668,18.76,1578090.74,11490000.0,28990000.0
iPad mini 7 2024 Wifi + Cellular 512GB - Tím,3,18540000.0,16830000.0,-9.22,857146.43,11490000.0,24190000.0
iPad mini 7 2024 Wifi + Cellular 512GB - Xanh dương,3,18540000.0,16970000.0,-8.47,785260.04,11490000.0,24190000.0
iPad mini 7 2024 Wifi + Cellular 512GB - Xám không gian,3,23623333.333333332,16830000.0,-28.76,3922132.83,11490000.0,49990000.0
iPad mini 7 2024 Wifi + Cellular 512GB - Ánh Sao,3,17790000.0,16830000.0,-5.4,554256.26,11490000.0,24190000.0
iPad mini 7 2024 Wifi 128GB - Tím,42,13390000.0,11216666.666666666,-16.23,1114574.12,8590000.0,29990000.0
iPad mini 7 2024 Wifi 128GB - Xanh dương,43,13390000.0,11216666.666666666,-16.23,1026160.2,8590000.0,29990000.0
iPad mini 7 2024 Wifi 128GB - Xám không gian,42,13390000.0,12473333.333333334,-6.85,788588.26,8690000.0,29990000.0
iPad mini 7 2024 Wifi 128GB - Ánh Sao,42,13390000.0,11216666.666666666,-16.23,1115101.82,8590000.0,29990000.0
iPad mini 7 2024 Wifi 256GB - Tím,7,17565000.0,13856666.666666666,-21.11,2053041.1,8690000.0,30990000.0
iPad mini 7 2024 Wifi 256GB - Xanh dương,7,17565000.0,15223333.333333334,-13.33,1514039.76,8690000.0,30990000.0
iPad mini 7 2024 Wifi 256GB - Xám không gian,7,14065000.0,19223333.333333332,36.67,2552168.44,8690000.0,38990000.0
iPad mini 7 2024 Wifi 256GB - Ánh Sao,7,17565000.0,13223333.333333334,-24.72,2325414.91,8690000.0,30990000.0
iPad mini 7 2024 Wifi 512GB - Tím,4,20115000.0,17090000.0,-15.04,2083366.83,8690000.0,36490000.0
iPad mini 7 2024 Wifi 512GB - Xanh dương,4,20115000.0,17090000.0,-15.04,2083366.83,8690000.0,36490000.0
iPad mini 7 2024 Wifi 512GB - Xám không gian,4,15240000.0,22090000.0,44.95,3488110.36,8690000.0,44990000.0
iPad mini 7 2024 Wifi 512GB - Ánh Sao,4,20115000.0,17090000.0,-15.04,2083366.83,8690000.0,36490000.0
iPhone 13 128GB - Hồng,23,10967500.0,15490000.0,41.24,1910617.68,0.0,24990000.0
iPhone 13 128GB - Trắng,25,11965000.0,12223333.333333334,2.16,1433125.78,0.0,24990000.0
iPhone 13 128GB - Xanh,21,9167500.0,13690000.0,49.33,2043584.49,0.0,24990000.0
iPhone 13 128GB - Xanh lá,20,12315000.0,13690000.0,11.17,1166027.07,0.0,24990000.0
iPhone 13 128GB - Đen,25,13415000.0,12223333.333333334,-8.88,1119022.81,0.0,24990000.0
iPhone 13 128GB - Đỏ,24,10967500.0,14123333.333333334,28.77,1623926.67,0.0,24990000.0
iPhone 13 256GB - Hồng,20,10967500.0,19323333.333333332,76.19,3260099.36,0.0,24990000.0
iPhone 13 256GB - Trắng,20,8867500.0,18590000.0,109.64,3984903.02,0.0,24990000.0
iPhone 13 256GB - Xanh,20,14115000.0,19273333.333333332,36.55,2338598.67,0.0,24990000.0
iPhone 13 256GB - Xanh rêu,20,14115000.0,19273333.333333332,36.55,2424335.54,0.0,24990000.0
iPhone 13 256GB - Đen,20,13542500.0,20123333.333333332,48.59,3311592.37,0.0,24990000.0
iPhone 13 256GB - Đỏ,20,15015000.0,18706666.666666668,24.59,2130434.22,0.0,24990000.0
iPhone 13 512GB - Đen,18,10417500.0,28406666.666666668,172.68,5974333.9,0.0,31490000.0
"iPhone 13 chính hãng | Đủ màu, giá tốt nhất hôm nay - Xanh lá",3,18973333.333333332,18956666.666666668,-0.09,9622.5,12590000.0,23790000.0
iPhone 14 128GB - Trắng,26,12565000.0,13423333.333333334,6.83,1245558.15,0.0,24990000.0
iPhone 14 128GB - Tím,23,9167500.0,13490000.0,47.15,2110708.27,0.0,24990000.0
iPhone 14 128GB - Vàng,26,10067500.0,15740000.0,56.34,2297934.68,0.0,27990000.0
iPhone 14 128GB - Xanh dương,26,12540000.0,13423333.333333334,7.04,1094772.02,0.0,24990000.0
iPhone 14 128GB - Đen,26,14115000.0,13423333.333333334,-4.9,960815.08,0.0,24990000.0
iPhone 14 128GB - Đỏ,22,10967500.0,14956666.666666666,36.37,1680592.47,0.0,24990000.0
iPhone 14 256GB - Trắng,20,11992500.0,17956666.666666668,49.73,3457489.76,0.0,24990000.0
iPhone 14 256GB - Tím,20,9992500.0,20473333.333333332,104.89,4154911.86,0.0,24990000.0
iPhone 14 256GB - Vàng,19,14140000.0,19140000.0,35.36,1894160.72,0.0,27990000.0
iPhone 14 256GB - Xanh dương,20,9992500.0,19223333.333333332,92.38,3615165.7,0.0,24990000.0
iPhone 14 256GB - Đen,20,17740000.0,20556666.666666668,15.88,2209980.32,0.0,24990000.0
iPhone 14 256GB - Đỏ,20,15090000.0,19140000.0,26.84,1720895.87,0.0,24990000.0
iPhone 14 512GB - Trắng,20,11742500.0,26573333.333333332,126.3,5879776.16,0.0,31490000.0
iPhone 14 512GB - Tím,19,13617500.0,26473333.333333332,94.41,4993161.92,0.0,31490000.0
iPhone 14 512GB - Vàng,20,11742500.0,21140000.0,80.03,4217108.63,0.0,27990000.0
iPhone 14 512GB - Xanh dương,20,11742500.0,25156666.666666668,114.24,5355609.63,0.0,31490000.0
iPhone 14 512GB - Đen,20,11592500.0,28490000.0,145.76,5835786.02,0.0,31490000.0
iPhone 14 512GB - Đỏ,20,11742500.0,19356666.666666668,64.84,3348838.05,0.0,27990000.0
iPhone 15 128GB - Hồng,34,15190000.0,17840000.0,17.45,1315599.86,0.0,24990000.0
iPhone 15 128GB - Vàng,35,14315000.0,17273333.333333332,20.67,1447740.82,0.0,24990000.0
iPhone 15 128GB - Xanh dương,35,14290000.0,15556666.666666666,8.86,1228366.08,0.0,24990000.0
iPhone 15 128GB - Xanh lá,35,13415000.0,16290000.0,21.43,1324626.32,0.0,24990000.0
iPhone 15 128GB - Đen,35,15840000.0,17490000.0,10.42,1266048.34,0.0,24990000.0
iPhone 15 256GB - Hồng,17,16090000.0,19606666.666666668,21.86,1910136.3,0.0,24990000.0
iPhone 15 256GB - Vàng,17,15215000.0,19106666.666666668,25.58,1781436.99,0.0,24990000.0
iPhone 15 256GB - Xanh dương,17,15115000.0,20040000.0,32.58,2151311.69,0.0,24990000.0
iPhone 15 256GB - Xanh lá,17,15140000.0,19140000.0,26.42,2008537.72,0.0,24990000.0
iPhone 15 256GB - Đen,17,18665000.0,21673333.333333332,16.12,2092011.92,0.0,24990000.0
iPhone 15 512GB - Hồng,13,10967500.0,23656666.666666668,115.7,4786045.16,0.0,28390000.0
iPhone 15 512GB - Vàng,13,17740000.0,23656666.666666668,33.35,2090996.26,0.0,28390000.0
iPhone 15 512GB - Xanh dương,13,11742500.0,26290000.0,123.89,6094292.57,0.0,31490000.0
iPhone 15 512GB - Xanh lá,13,12742500.0,27190000.0,113.38,5787928.04,0.0,31490000.0
iPhone 15 512GB - Đen,12,11592500.0,27756666.666666668,139.44,5930834.11,0.0,31490000.0
iPhone 16 128GB - Hồng,39,16190000.0,19790000.0,22.24,1596229.51,0.0,24990000.0
iPhone 16 128GB - Trắng,39,16140000.0,18623333.333333332,15.39,1935212.39,0.0,24990000.0
iPhone 16 128GB - Xanh Lưu Ly,38,16190000.0,20456666.666666668,26.35,1639414.3,0.0,24990000.0
