Anchor_Name,Anchor_Color,FPT_Price,FPT_Stock,Date,CPS_Price,CPS_Stock,MW_Price,MW_Stock,Viettel_Price,Viettel_Stock,HoangHa_Price,HoangHa_Stock,DDV_Price,DDV_Stock
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Đêm Xanh Thẳm,33990000,No,2025-12-25,34990000.0,Yes,33990000.0,Yes,20490000.0,Yes,38890000.0,Yes,29790000.0,Yes
MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB,Đen,56990000,Yes,2025-12-25,49990000.0,Yes,79090000.0,No,,,51790000.0,Yes,40590000.0,Yes
Macbook Air 15 M4 2025 10CPU/ 10GPU/ 24GB/ 512GB,Đêm Xanh Thẳm,38990000,Yes,2025-12-25,34990000.0,Yes,25490000.0,Yes,35790000.0,Yes,28590000.0,Yes,29790000.0,Yes
Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/512GB,Bạc,41990000,Yes,2025-12-25,41990000.0,Yes,41990000.0,Yes,33990000.0,No,36890000.0,No,54990000.0,Yes
Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/1TB Nano,Đen,50490000,No,2025-12-25,63590000.0,Yes,79090000.0,No,46990000.0,No,43990000.0,No,54990000.0,Yes
Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/1TB,Đen,46890000,Yes,2025-12-25,44090000.0,Yes,41990000.0,Yes,,,43990000.0,No,19190000.0,Yes
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/256GB,Xanh Da Trời,29990000,Yes,2025-12-25,29790000.0,Yes,26090000.0,Yes,29990000.0,Yes,28590000.0,Yes,19190000.0,Yes
Macbook Air 13 M2 2024 8CPU/8GPU/16GB/256GB,Xám,20190000,No,2025-12-25,19490000.0,No,25490000.0,Yes,29990000.0,Yes,26690000.0,Yes,19190000.0,Yes
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Xanh Da Trời,33990000,No,2025-12-25,30990000.0,Yes,26090000.0,Yes,35790000.0,Yes,38890000.0,Yes,33590000.0,Yes
Macbook Air 15 M4 2025 10CPU/ 10GPU/ 24GB/ 512GB,Xanh Da Trời,38990000,Yes,2025-12-25,35190000.0,Yes,25490000.0,Yes,35790000.0,Yes,28590000.0,Yes,33590000.0,Yes
Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/512GB,Đen,41990000,Yes,2025-12-25,49990000.0,Yes,41990000.0,Yes,,,36890000.0,No,54990000.0,Yes
Macbook Air 13 M2 2024 8CPU/8GPU/16GB/256GB,Xanh Đen,20190000,No,2025-12-25,19490000.0,No,25490000.0,Yes,22990000.0,Yes,26690000.0,Yes,19190000.0,Yes
Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/512GB Nano,Bạc,45590000,No,2025-12-25,45660000.0,Yes,79090000.0,No,58990000.0,Yes,41990000.0,Yes,54990000.0,Yes
Macbook Pro 14 M5 2025 10CPU/10GPU/24GB/1TB Nano,Bạc,55390000,No,2025-12-25,63590000.0,Yes,79090000.0,No,58990000.0,Yes,51790000.0,Yes,54990000.0,Yes
MacBook Pro 16 M4 Max 2024 16CPU/40GPU/48GB/1TB,Bạc,103690000,No,2025-12-25,99990000.0,Yes,79090000.0,No,37490000.0,Yes,99990000.0,Yes,54990000.0,Yes
MacBook Pro 14 M4 Pro 2024 12CPU/16GPU/24GB/512GB,Bạc,49990000,Yes,2025-12-25,49990000.0,No,49990000.0,Yes,33990000.0,No,63990000.0,No,54990000.0,Yes
Apple Watch SE 2024 GPS 40mm Viền Nhôm Dây Cao Su S/M,Ánh Sao,4590000,Yes,2025-12-25,4790000.0,No,5590000.0,Yes,8690000.0,Yes,5290000.0,Yes,8990000.0,Yes
Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/512GB Nano,Đen,45590000,Yes,2025-12-25,59590000.0,Yes,49990000.0,Yes,58990000.0,Yes,36890000.0,No,54990000.0,Yes
Macbook Pro 14 M5 2025 10CPU/10GPU/24GB/1TB Nano,Đen,55390000,No,2025-12-25,63590000.0,Yes,79090000.0,No,58990000.0,Yes,43990000.0,No,54990000.0,Yes
MacBook Pro 16 M4 Max 2024 16CPU/40GPU/48GB/1TB,Xanh Đen,103690000,No,2025-12-25,99990000.0,Yes,79090000.0,No,30490000.0,Yes,99990000.0,Yes,19190000.0,Yes
Apple Watch SE 2024 GPS 40mm Viền Nhôm Dây Vải,Ánh Sao,4590000,Yes,2025-12-25,4790000.0,No,5590000.0,Yes,6390000.0,Yes,19990000.0,No,5890000.0,Yes
Apple Watch SE 2024 GPS 44mm Viền Nhôm Dây Cao Su S/M,Ánh Sao,5390000,Yes,2025-12-25,5590000.0,No,9990000.0,Yes,8690000.0,Yes,5290000.0,Yes,8990000.0,Yes
Apple Watch SE 2024 GPS 40mm Viền Nhôm Dây Cao Su S/M,Bạc,4590000,Yes,2025-12-25,4790000.0,No,5590000.0,Yes,8690000.0,Yes,6250000.0,Yes,8990000.0,Yes
MacBook Pro 14 M4 Pro 2024 12CPU/16GPU/24GB/512GB,Đen,49990000,Yes,2025-12-25,63990000.0,Yes,49990000.0,Yes,33990000.0,No,46890000.0,No,54990000.0,Yes
Apple Watch SE 3 GPS 40mm Viền nhôm dây cao su,Ánh sao,5490000,Yes,2025-12-25,4790000.0,No,5590000.0,Yes,8690000.0,Yes,19990000.0,No,5890000.0,Yes
Apple Watch SE 2024 GPS 40mm Viền Nhôm Dây Vải,Bạc,4590000,Yes,2025-12-25,4790000.0,No,5590000.0,Yes,8690000.0,Yes,5290000.0,Yes,5890000.0,Yes
Apple Watch SE 2024 GPS 44mm Viền Nhôm Dây Cao Su S/M,Bạc,5390000,Yes,2025-12-25,5590000.0,No,9990000.0,Yes,8690000.0,Yes,6250000.0,Yes,8990000.0,Yes
Apple Watch SE 2024 GPS 40mm Viền Nhôm Dây Cao Su S/M,Đêm Xanh Thẳm,4590000,Yes,2025-12-25,4790000.0,No,6990000.0,Yes,6390000.0,Yes,19990000.0,No,8990000.0,Yes
Apple Watch SE 3 GPS 44mm Viền nhôm dây cao su,Đen,6990000,Yes,2025-12-25,7190000.0,No,6990000.0,Yes,10190000.0,Yes,19990000.0,No,6990000.0,Yes
Apple Watch SE 2024 GPS 40mm Viền Nhôm Dây Vải,Đêm Xanh Thẳm,4590000,Yes,2025-12-25,4790000.0,No,6990000.0,Yes,6390000.0,Yes,19990000.0,Yes,5890000.0,Yes
Apple Watch SE 3 GPS + Cellular 40mm Viền nhôm dây cao su,Ánh sao,7590000,Yes,2025-12-25,4790000.0,No,7790000.0,Yes,6390000.0,Yes,19990000.0,No,5890000.0,Yes
Apple Watch SE 2024 GPS 44mm Viền Nhôm Dây Cao Su S/M,Đêm Xanh Thẳm,5390000,Yes,2025-12-25,5590000.0,No,6990000.0,Yes,8990000.0,Yes,19990000.0,No,8990000.0,Yes
Apple Watch SE 3 GPS + Cellular 44mm Viền nhôm dây cao su,Ánh sao,8290000,Yes,2025-12-25,5590000.0,No,8390000.0,Yes,6990000.0,Yes,19990000.0,No,5890000.0,Yes
Apple Watch Series 11 GPS 42mm Viền nhôm dây cao su,Tím sương khói,9190000,Yes,2025-12-25,10490000.0,Yes,9190000.0,Yes,8690000.0,Yes,19490000.0,Yes,8990000.0,Yes
Apple Watch Series 11 GPS 46mm Viền nhôm dây cao su,Tím sương khói,9990000,Yes,2025-12-25,10490000.0,Yes,9990000.0,Yes,9690000.0,Yes,19490000.0,Yes,10250000.0,Yes
Apple Watch SE 3 GPS + Cellular 40mm Viền nhôm dây cao su,Đen,7590000,Yes,2025-12-25,4790000.0,Yes,8390000.0,Yes,8690000.0,Yes,19990000.0,No,5890000.0,Yes
Apple Watch Series 11 GPS + Cellular 46mm Viền nhôm dây cao su,Đen,13090000,Yes,2025-12-25,10490000.0,Yes,13150000.0,Yes,9690000.0,Yes,19990000.0,No,10250000.0,Yes
Apple Watch Series 11 GPS + Cellular 42mm Viền titan dây Milan,Tự nhiên,19590000,Yes,2025-12-25,10490000.0,Yes,18190000.0,Yes,8690000.0,Yes,20990000.0,Yes,10250000.0,Yes
Apple Watch Series 11 GPS + Cellular 42mm Viền nhôm dây cao su,Tím sương khói,12190000,Yes,2025-12-25,10490000.0,Yes,12190000.0,Yes,9690000.0,Yes,19990000.0,No,8990000.0,Yes
Apple Watch SE 3 GPS + Cellular 44mm Viền nhôm dây cao su,Đen,8290000,Yes,2025-12-25,5890000.0,Yes,8390000.0,Yes,6990000.0,Yes,19990000.0,No,6990000.0,Yes
Apple Watch Series 11 GPS 42mm Viền nhôm dây cao su,Đen,9190000,Yes,2025-12-25,9190000.0,Yes,9990000.0,Yes,9490000.0,Yes,19990000.0,No,10250000.0,Yes
Apple Watch Series 11 GPS 46mm Viền nhôm dây cao su,Đen,9990000,Yes,2025-12-25,9990000.0,No,9990000.0,Yes,9490000.0,Yes,19490000.0,Yes,10250000.0,Yes
Apple Watch Series 11 GPS + Cellular 46mm Viền titan dây Milan,Tự nhiên,21190000,Yes,2025-12-25,10490000.0,Yes,21190000.0,Yes,9490000.0,Yes,20990000.0,Yes,10250000.0,Yes
Apple Watch Series 11 GPS + Cellular 42mm Viền titan dây Milan,Vàng,19590000,Yes,2025-12-25,10490000.0,Yes,17990000.0,Yes,8690000.0,Yes,20990000.0,Yes,10250000.0,Yes
Apple Watch Series 11 GPS + Cellular 42mm Viền nhôm dây cao su,Đen,12190000,Yes,2025-12-25,10490000.0,Yes,13150000.0,Yes,9490000.0,Yes,19990000.0,No,10250000.0,Yes
Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây quấn Alpine,Đen,23190000,Yes,2025-12-25,23190000.0,No,23190000.0,Yes,22490000.0,Yes,21990000.0,No,8990000.0,Yes
Apple Watch Series 11 GPS 42mm Viền nhôm dây cao su,Phớt hồng,9190000,Yes,2025-12-25,10490000.0,Yes,9990000.0,Yes,8690000.0,Yes,19990000.0,No,10250000.0,Yes
Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây Ocean,Đen,22490000,Yes,2025-12-25,22990000.0,Yes,23190000.0,Yes,22490000.0,Yes,21990000.0,No,5890000.0,Yes
Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây quấn Milan Titan,Đen,25990000,Yes,2025-12-25,26290000.0,Yes,26290000.0,Yes,24990000.0,Yes,21990000.0,No,10250000.0,Yes
Apple Watch Series 11 GPS 46mm Viền nhôm dây cao su,Phớt hồng,9990000,Yes,2025-12-25,10490000.0,Yes,9990000.0,Yes,9490000.0,Yes,19490000.0,Yes,10250000.0,Yes
Apple Watch Series 11 GPS + Cellular 46mm Viền titan dây Milan,Vàng,21190000,Yes,2025-12-25,10490000.0,Yes,21190000.0,Yes,9490000.0,Yes,20990000.0,Yes,10250000.0,Yes
Apple Watch Series 11 GPS + Cellular 42mm Viền titan dây Milan,Xám,19590000,Yes,2025-12-25,10490000.0,Yes,18190000.0,Yes,9690000.0,Yes,20990000.0,Yes,10250000.0,Yes
Apple Watch Series 11 GPS + Cellular 42mm Viền nhôm dây cao su,Phớt hồng,12190000,Yes,2025-12-25,10490000.0,Yes,12190000.0,Yes,8690000.0,Yes,19990000.0,No,10250000.0,Yes
Apple Watch Series 11 GPS 42mm Viền nhôm dây cao su,Đen,9190000,Yes,2025-12-25,9190000.0,Yes,9990000.0,Yes,9490000.0,Yes,19990000.0,No,10250000.0,Yes
Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây quấn Milan Titan,Đen,25990000,Yes,2025-12-25,26290000.0,Yes,26290000.0,Yes,24990000.0,Yes,21990000.0,No,10250000.0,Yes
Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây Ocean,Đen,22490000,Yes,2025-12-25,22990000.0,Yes,23190000.0,Yes,22490000.0,Yes,21990000.0,No,5890000.0,Yes
Apple Watch Series 11 GPS + Cellular 46mm Viền titan dây Milan,Vàng,21190000,Yes,2025-12-25,10490000.0,Yes,21190000.0,Yes,9490000.0,Yes,20990000.0,Yes,10250000.0,Yes
Apple Watch Series 11 GPS 46mm Viền nhôm dây cao su,Đen,9990000,Yes,2025-12-25,9990000.0,No,9990000.0,Yes,9490000.0,Yes,19490000.0,Yes,10250000.0,Yes
Apple Watch Series 11 GPS + Cellular 42mm Viền nhôm dây cao su,Đen,12190000,Yes,2025-12-25,10490000.0,Yes,13150000.0,Yes,9490000.0,Yes,19990000.0,No,10250000.0,Yes
iPhone 16 Pro 128GB,Titan Tự nhiên,25490000,Yes,2025-12-26,25490000.0,Yes,25590000.0,Yes,,,24990000.0,Yes,30390000.0,Yes
iPhone 14 128GB,Xanh dương,13590000,Yes,2025-12-26,13590000.0,Yes,13790000.0,Yes,,,13490000.0,Yes,13490000.0,Yes
iPhone 16 Pro Max 256GB,Titan Sa Mạc,30990000,Yes,2025-12-26,31190000.0,Yes,31290000.0,Yes,,,30490000.0,Yes,30390000.0,Yes
iPhone 16 Plus 128GB,Hồng,24490000,Yes,2025-12-26,24490000.0,Yes,24890000.0,Yes,,,24290000.0,Yes,24390000.0,Yes
iPhone 16 128GB,Trắng,20890000,Yes,2025-12-26,20890000.0,Yes,21190000.0,Yes,,,20790000.0,Yes,24990000.0,No
iPhone 16e 128GB,Trắng,15190000,Yes,2025-12-26,12490000.0,Yes,15190000.0,Yes,,,15250000.0,Yes,24990000.0,No
iPhone 13 128GB,Trắng,12090000,Yes,2025-12-26,12090000.0,Yes,12390000.0,Yes,,,11990000.0,Yes,12190000.0,Yes
iPhone 15 128GB,Hồng,16990000,Yes,2025-12-26,16990000.0,Yes,21190000.0,Yes,,,17090000.0,Yes,16890000.0,Yes
iPhone 14 128GB,Trắng,13990000,No,2025-12-26,13590000.0,Yes,13890000.0,Yes,,,13490000.0,Yes,13490000.0,Yes
iPhone 16 Pro Max 256GB,Titan Đen,31590000,No,2025-12-26,31590000.0,Yes,31590000.0,Yes,,,30490000.0,Yes,30590000.0,Yes
iPhone 16 Pro 128GB,Titan Đen,25590000,Yes,2025-12-26,25590000.0,Yes,25590000.0,Yes,,,24990000.0,Yes,30590000.0,Yes
iPhone 16 Plus 128GB,Trắng,24490000,Yes,2025-12-26,24490000.0,Yes,24890000.0,Yes,,,24290000.0,Yes,24190000.0,Yes
iPhone 16 128GB,Xanh Mòng Két,21190000,Yes,2025-12-26,20890000.0,Yes,21190000.0,Yes,,,20790000.0,Yes,13490000.0,Yes
iPhone 16e 128GB,Đen,15190000,Yes,2025-12-26,12490000.0,Yes,15190000.0,Yes,,,15250000.0,Yes,16890000.0,Yes
iPhone 13 128GB,Đen,12390000,Yes,2025-12-26,12090000.0,Yes,12390000.0,Yes,,,11990000.0,Yes,12190000.0,Yes
iPhone 15 128GB,Xanh dương,16990000,Yes,2025-12-26,16990000.0,Yes,17290000.0,Yes,,,13490000.0,Yes,16890000.0,Yes
iPhone 14 128GB,Đen,13890000,Yes,2025-12-26,13590000.0,Yes,13890000.0,Yes,,,13490000.0,Yes,13490000.0,Yes
iPhone 13 128GB,Đỏ,12590000,No,2025-12-26,12090000.0,No,21190000.0,Yes,,,11990000.0,Yes,16890000.0,Yes
iPhone 16 Pro Max 256GB,Titan Trắng,31590000,No,2025-12-26,31590000.0,Yes,31290000.0,Yes,,,30490000.0,Yes,30390000.0,Yes
iPhone 16 Pro 128GB,Titan Trắng,25590000,Yes,2025-12-26,25590000.0,Yes,25590000.0,Yes,,,24990000.0,Yes,30390000.0,Yes
iPhone 16 Plus 128GB,Đen,24890000,Yes,2025-12-26,24490000.0,Yes,24890000.0,Yes,,,24290000.0,Yes,23990000.0,Yes
iPhone 16 128GB,Hồng,21190000,Yes,2025-12-26,20890000.0,Yes,21190000.0,Yes,,,20790000.0,Yes,20790000.0,Yes
iPhone 14 128GB,Đỏ,13990000,No,2025-12-26,13590000.0,No,21190000.0,Yes,,,11990000.0,Yes,16890000.0,Yes
iPhone 15 128GB,Đen,16990000,Yes,2025-12-26,16990000.0,Yes,17290000.0,Yes,,,17090000.0,Yes,16890000.0,Yes
iPhone 13 128GB,Hồng,12590000,No,2025-12-26,12290000.0,No,21190000.0,Yes,,,11990000.0,Yes,16890000.0,Yes
iPhone 16e 128GB,Trắng,15190000,Yes,2025-12-26,12490000.0,Yes,15190000.0,Yes,,,15250000.0,Yes,24990000.0,No
iPhone 16 Pro Max 256GB,Titan Tự nhiên,31590000,No,2025-12-26,31190000.0,Yes,31590000.0,No,,,30490000.0,Yes,30390000.0,Yes
iPhone 14 128GB,Tím,13990000,No,2025-12-26,13590000.0,No,13790000.0,Yes,,,13490000.0,Yes,13490000.0,Yes
iPhone 16 Pro 128GB,Titan Sa Mạc,25590000,Yes,2025-12-26,25590000.0,Yes,25590000.0,Yes,,,24990000.0,Yes,30390000.0,Yes
iPhone 16 Plus 128GB,Xanh Lưu Ly,24890000,Yes,2025-12-26,24490000.0,Yes,24890000.0,Yes,,,24290000.0,Yes,24390000.0,Yes
iPhone 16 128GB,Xanh Lưu Ly,21190000,Yes,2025-12-26,20890000.0,Yes,21190000.0,Yes,,,20790000.0,Yes,20590000.0,Yes
iPhone 13 128GB,Xanh,12590000,No,2025-12-26,11990000.0,No,13790000.0,Yes,,,13490000.0,Yes,13490000.0,Yes
iPhone 15 128GB,Vàng,16990000,Yes,2025-12-26,16990000.0,Yes,17990000.0,No,,,16690000.0,Yes,16890000.0,Yes
iPhone 14 128GB,Vàng,13990000,No,2025-12-26,13590000.0,No,17990000.0,No,,,16690000.0,Yes,13490000.0,Yes
iPhone 16e 128GB,Đen,15190000,Yes,2025-12-26,12490000.0,Yes,15190000.0,Yes,,,15250000.0,Yes,16890000.0,Yes
iPhone 16 Plus 128GB,Xanh Mòng Két,24890000,Yes,2025-12-26,24490000.0,Yes,24890000.0,Yes,,,24290000.0,Yes,24390000.0,Yes
iPhone 13 chính hãng,Xanh lá,12590000,No,2025-12-26,11990000.0,No,19590000.0,Yes,,,11990000.0,Yes,46790000.0,Yes
iPhone 16 128GB,Đen,21190000,Yes,2025-12-26,20890000.0,Yes,21290000.0,Yes,,,20790000.0,Yes,20790000.0,Yes
iPhone 16 Pro Max 512GB,Titan Đen,40190000,No,2025-12-26,37990000.0,Yes,37990000.0,No,,,36690000.0,Yes,30590000.0,Yes
iPhone 16 Pro 256GB,Titan Đen,28590000,No,2025-12-26,25590000.0,Yes,25590000.0,Yes,,,27890000.0,Yes,30590000.0,Yes
iPhone 15 128GB,Xanh lá,16990000,Yes,2025-12-26,16990000.0,Yes,13790000.0,Yes,,,13490000.0,Yes,16890000.0,Yes
iPhone 16 Pro Max 512GB,Titan Sa Mạc,40190000,No,2025-12-26,37990000.0,Yes,37990000.0,Yes,,,36690000.0,Yes,30390000.0,Yes
iPhone 16e 128GB,Trắng,15190000,Yes,2025-12-26,12490000.0,Yes,15190000.0,Yes,,,15250000.0,Yes,24990000.0,No
iPhone 14 256GB,Đỏ,20590000,No,2025-12-26,16290000.0,No,20690000.0,Yes,,,18490000.0,Yes,20490000.0,Yes
iPhone 16 Pro 256GB,Titan Sa Mạc,28590000,No,2025-12-26,25590000.0,Yes,25590000.0,Yes,,,27890000.0,Yes,30390000.0,Yes
iPhone 16 Plus 128GB,Hồng,24490000,Yes,2025-12-26,24490000.0,Yes,24890000.0,Yes,,,24290000.0,Yes,24390000.0,Yes
iPhone 16 128GB,Trắng,20890000,Yes,2025-12-26,20890000.0,Yes,21190000.0,Yes,,,20790000.0,Yes,24990000.0,No
iPhone 13 128GB,Trắng,12090000,Yes,2025-12-26,12090000.0,Yes,12390000.0,Yes,,,11990000.0,Yes,12190000.0,Yes
iPhone 16 Pro Max 512GB,Titan Trắng,40190000,No,2025-12-26,37990000.0,Yes,37990000.0,Yes,,,36690000.0,Yes,30390000.0,Yes
iPhone 15 128GB,Hồng,16990000,Yes,2025-12-26,16990000.0,Yes,21190000.0,Yes,,,17090000.0,Yes,16890000.0,Yes
iPhone 16e 128GB,Đen,15190000,Yes,2025-12-26,12490000.0,Yes,15190000.0,Yes,,,15250000.0,Yes,16890000.0,Yes
iPhone 14 256GB,Vàng,20590000,No,2025-12-26,16290000.0,No,20990000.0,No,,,18490000.0,Yes,20490000.0,Yes
iPhone 16 Pro 256GB,Titan Trắng,28590000,No,2025-12-26,25590000.0,Yes,31290000.0,Yes,,,27890000.0,Yes,30390000.0,Yes
iPhone 13 128GB,Đen,12590000,No,2025-12-26,12090000.0,Yes,12390000.0,Yes,,,11990000.0,Yes,12190000.0,Yes
iPhone 16 Plus 128GB,Trắng,24490000,Yes,2025-12-26,24490000.0,Yes,24890000.0,Yes,,,24290000.0,Yes,24190000.0,Yes
iPhone 16 128GB,Xanh Mòng Két,21190000,Yes,2025-12-26,20890000.0,Yes,21190000.0,Yes,,,20790000.0,Yes,13490000.0,Yes
iPhone 16 Pro Max 512GB,Titan Tự nhiên,40190000,No,2025-12-26,37990000.0,No,37990000.0,Yes,,,30490000.0,Yes,30390000.0,Yes
iPhone 14 256GB,Đen,20590000,No,2025-12-26,16290000.0,Yes,16990000.0,Yes,,,24790000.0,Yes,20190000.0,Yes
iPhone 15 128GB,Xanh dương,16990000,Yes,2025-12-26,16990000.0,Yes,17290000.0,Yes,,,13490000.0,Yes,16890000.0,Yes
iPhone 16 Pro 256GB,Titan Tự nhiên,28590000,No,2025-12-26,25490000.0,Yes,25590000.0,Yes,,,27890000.0,Yes,30390000.0,Yes
iPhone 13 128GB,Đỏ,12590000,No,2025-12-26,12090000.0,No,21190000.0,Yes,,,11990000.0,Yes,16890000.0,Yes
iPhone 16 Plus 128GB,Đen,24490000,Yes,2025-12-26,24490000.0,Yes,24890000.0,Yes,,,24290000.0,Yes,23990000.0,Yes
iPhone 16 128GB,Hồng,21190000,Yes,2025-12-26,20890000.0,Yes,21190000.0,Yes,,,20790000.0,Yes,20790000.0,Yes
iPhone 14 256GB,Tím,20590000,No,2025-12-26,16290000.0,No,16990000.0,Yes,,,24790000.0,Yes,24990000.0,No
iPhone 16 Pro Max 512GB,Titan Đen,40190000,No,2025-12-26,37990000.0,Yes,37990000.0,No,,,36690000.0,Yes,30590000.0,Yes
iPhone 17 256GB,Tím Oải Hương,24690000,Yes,2025-12-26,24690000.0,Yes,24990000.0,Yes,,,24790000.0,Yes,24990000.0,No
iPhone 15 128GB,Đen,16990000,Yes,2025-12-26,16990000.0,Yes,17290000.0,Yes,,,17090000.0,Yes,16890000.0,Yes
iPhone 14 256GB,Trắng,20590000,No,2025-12-26,16290000.0,Yes,16990000.0,Yes,,,24790000.0,Yes,24990000.0,No
iPhone 13 128GB,Hồng,12590000,No,2025-12-26,12290000.0,No,21190000.0,Yes,,,11990000.0,Yes,16890000.0,Yes
iPhone 16 Pro 256GB,Titan Đen,28590000,No,2025-12-26,25590000.0,Yes,25590000.0,Yes,,,27890000.0,Yes,30590000.0,Yes
iPhone 16 Plus 128GB,Xanh Lưu Ly,24890000,Yes,2025-12-26,24490000.0,Yes,24890000.0,Yes,,,24290000.0,Yes,24390000.0,Yes
iPhone 16 128GB,Xanh Lưu Ly,21190000,Yes,2025-12-26,20890000.0,Yes,21190000.0,Yes,,,20790000.0,Yes,20590000.0,Yes
iPhone 16 Pro Max 512GB,Titan Sa Mạc,40190000,No,2025-12-26,37990000.0,Yes,37990000.0,Yes,,,36690000.0,Yes,30390000.0,Yes
iPhone 14 256GB,Xanh dương,20590000,No,2025-12-26,16290000.0,Yes,16990000.0,Yes,,,24790000.0,Yes,16990000.0,No
iPhone 17 256GB,Xanh Lá Xô Thơm,24690000,Yes,2025-12-26,24990000.0,Yes,24990000.0,Yes,,,24790000.0,Yes,19890000.0,Yes
iPhone 15 128GB,Vàng,16990000,Yes,2025-12-26,16990000.0,Yes,17990000.0,No,,,16690000.0,Yes,16890000.0,Yes
iPhone 13 128GB,Xanh,12590000,No,2025-12-26,11990000.0,No,13790000.0,Yes,,,13490000.0,Yes,13490000.0,Yes
iPhone 16 Pro 256GB,Titan Sa Mạc,28590000,No,2025-12-26,25590000.0,Yes,25590000.0,Yes,,,27890000.0,Yes,30390000.0,Yes
iPhone 16 Plus 128GB,Xanh Mòng Két,24890000,Yes,2025-12-26,24490000.0,Yes,24890000.0,Yes,,,24290000.0,Yes,24390000.0,Yes
iPhone 16 128GB,Đen,21190000,Yes,2025-12-26,20890000.0,Yes,21290000.0,Yes,,,20790000.0,Yes,20790000.0,Yes
iPhone 16 Pro Max 512GB,Titan Trắng,40190000,No,2025-12-26,37990000.0,Yes,37990000.0,Yes,,,36690000.0,Yes,30390000.0,Yes
iPhone 14 512GB,Đen,24990000,No,2025-12-26,27990000.0,No,31490000.0,No,,,30490000.0,Yes,13490000.0,Yes
iPhone 17 256GB,Trắng,24990000,Yes,2025-12-26,24990000.0,Yes,24990000.0,Yes,,,24790000.0,Yes,24990000.0,No
iPhone 13 128GB,Xanh lá,12590000,No,2025-12-26,11990000.0,No,13790000.0,Yes,,,13490000.0,Yes,13490000.0,Yes
iPhone 15 128GB,Xanh lá,16990000,Yes,2025-12-26,16990000.0,Yes,13790000.0,Yes,,,13490000.0,Yes,16890000.0,Yes
iPhone 16 Pro 256GB,Titan Trắng,28590000,No,2025-12-26,25590000.0,Yes,31290000.0,Yes,,,27890000.0,Yes,30390000.0,Yes
iPhone 16 Pro Max 512GB,Titan Tự nhiên,40190000,No,2025-12-26,37990000.0,No,37990000.0,Yes,,,30490000.0,Yes,30390000.0,Yes
iPhone 14 512GB,Đỏ,24990000,No,2025-12-26,13590000.0,No,21190000.0,Yes,,,20990000.0,Yes,16890000.0,Yes
iPhone 16 Plus 512GB,Đen,34290000,No,2025-12-26,27990000.0,No,29990000.0,No,,,29390000.0,Yes,23990000.0,Yes
iPhone 16 512GB,Đen,31390000,No,2025-12-26,27990000.0,No,23990000.0,No,,,30490000.0,Yes,20190000.0,Yes
iPhone 17 256GB,Xanh Lam Khói,24990000,Yes,2025-12-26,24990000.0,Yes,24990000.0,Yes,,,24790000.0,Yes,24790000.0,No
iPhone 13 512GB,Đen,24490000,No,2025-12-26,27990000.0,No,31490000.0,No,,,30490000.0,Yes,12190000.0,Yes
iPhone 14 512GB,Tím,24990000,No,2025-12-26,16290000.0,No,31490000.0,Yes,,,30490000.0,Yes,13490000.0,Yes
iPhone 16 Pro 256GB,Titan Tự nhiên,28590000,No,2025-12-26,25490000.0,Yes,25590000.0,Yes,,,27890000.0,Yes,30390000.0,Yes
iPhone 15 128GB,Hồng,16990000,Yes,2025-12-26,16990000.0,Yes,21190000.0,Yes,,,17090000.0,Yes,16890000.0,Yes
iPhone 16 Plus 512GB,Hồng,34290000,No,2025-12-26,27990000.0,No,29990000.0,Yes,,,29390000.0,Yes,27190000.0,Yes
iPhone 16 512GB,Hồng,31390000,No,2025-12-26,27990000.0,No,29990000.0,Yes,,,29990000.0,Yes,20490000.0,Yes
iPhone 17 256GB,Đen,24990000,Yes,2025-12-26,24990000.0,Yes,24990000.0,No,,,24790000.0,Yes,20190000.0,Yes
iPhone 14 512GB,Trắng,24990000,No,2025-12-26,27990000.0,Yes,31490000.0,No,,,30490000.0,Yes,24990000.0,No
iPhone 16 Plus 512GB,Trắng,34290000,No,2025-12-26,27990000.0,Yes,29990000.0,No,,,29390000.0,Yes,24990000.0,No
iPhone 16 512GB,Trắng,31390000,No,2025-12-26,27990000.0,Yes,22990000.0,Yes,,,30490000.0,Yes,24990000.0,No
iPhone 17 Pro 256GB,Bạc,34990000,Yes,2025-12-26,34390000.0,Yes,34990000.0,Yes,,,34790000.0,Yes,34590000.0,No
iPhone 14 512GB,Vàng,24990000,No,2025-12-26,16290000.0,No,27990000.0,Yes,,,20990000.0,Yes,16890000.0,Yes
