Anchor_Name,Anchor_Color,FPT_Price,FPT_Stock,Date,CPS_Price,CPS_Stock,MW_Price,MW_Stock,Viettel_Price,Viettel_Stock,HoangHa_Price,HoangHa_Stock,DDV_Price,DDV_Stock
iPhone 17 256GB,Xanh Lam Khói,24990000,Yes,2025-11-29,,,,,,,,,,
iPhone 17 Pro 256GB,Cam Vũ Trụ,34790000,Yes,2025-11-29,,,,,,,,,,
iPhone 17 Pro Max 256GB,Xanh Đậm,37990000,Yes,2025-11-29,,,,,,,,,,
iPhone Air 256GB,Xanh Da Trời,30390000,Yes,2025-11-29,,,,,,,,,,
iPhone 17 256GB,Đen,24990000,No,2025-11-29,,,,,,,,,,
iPhone 17 256GB,Tím Oải Hương,24990000,No,2025-11-29,,,,,,,,,,
iPhone 17 Pro 256GB,Bạc,34990000,Yes,2025-11-29,,,,,,,,,,
iPhone 17 Pro Max 256GB,Cam Vũ Trụ,37990000,Yes,2025-11-29,,,,,,,,,,
iPhone Air 256GB,Đen Không Gian,30990000,Yes,2025-11-29,,,,,,,,,,
iPhone 17 256GB,Xanh Lá Xô Thơm,24990000,No,2025-11-29,,,,,,,,,,
iPhone 17 Pro Max 256GB,Xanh Đậm,37990000,Yes,2025-12-01,13590000.0,Yes,37990000.0,Yes,9390000.0,Yes,,,,
iPhone 17 Pro 256GB,Cam Vũ Trụ,33990000,Yes,2025-12-01,13590000.0,Yes,34990000.0,Yes,9390000.0,Yes,,,,
iPhone Air 256GB,Xanh Da Trời,30390000,Yes,2025-12-01,18790000.0,Yes,30990000.0,Yes,20490000.0,Yes,,,,
iPhone 17 256GB,Xanh Lam Khói,24990000,Yes,2025-12-01,13590000.0,Yes,24990000.0,Yes,9390000.0,Yes,,,,
iPhone 17 256GB,Đen,24990000,No,2025-12-01,19790000.0,Yes,24990000.0,Yes,9390000.0,Yes,,,,
iPhone 17 256GB,Xanh Lá Xô Thơm,24990000,No,2025-12-01,13590000.0,Yes,24990000.0,Yes,9390000.0,Yes,,,,
iPhone 17 Pro Max 256GB,Cam Vũ Trụ,37990000,Yes,2025-12-01,13590000.0,Yes,37990000.0,Yes,,,,,,
iPhone 17 Pro 256GB,Bạc,34990000,Yes,2025-12-01,13590000.0,Yes,34990000.0,Yes,9390000.0,Yes,,,,
iPhone Air 256GB,Đen Không Gian,30990000,Yes,2025-12-01,18790000.0,Yes,30990000.0,Yes,15790000.0,Yes,,,,
iPhone 17 256GB,Trắng,24990000,No,2025-12-01,13590000.0,Yes,24990000.0,Yes,9390000.0,Yes,,,,
iPhone 17 256GB,Tím Oải Hương,24990000,No,2025-12-01,13590000.0,Yes,24990000.0,Yes,9390000.0,Yes,,,,
iPhone 17 512GB,Đen,31490000,Yes,2025-12-01,19790000.0,Yes,24990000.0,Yes,9390000.0,Yes,,,,
iPhone 17 512GB,Trắng,31490000,Yes,2025-12-01,13590000.0,Yes,23990000.0,Yes,9390000.0,Yes,,,,
iPhone 17 512GB,Xanh Lam Khói,31490000,No,2025-12-01,13590000.0,Yes,24990000.0,Yes,9390000.0,Yes,,,,
iPhone 17 Pro Max 256GB,Bạc,37990000,Yes,2025-12-01,13590000.0,Yes,37990000.0,Yes,9390000.0,Yes,,,,
iPhone 17 Pro 256GB,Xanh Đậm,34990000,Yes,2025-12-01,13590000.0,Yes,34990000.0,Yes,9390000.0,Yes,,,,
iPhone Air 256GB,Trắng Mây,30990000,Yes,2025-12-01,18790000.0,Yes,30990000.0,Yes,20490000.0,Yes,,,,
iPhone 17 512GB,Xanh Lá Xô Thơm,31490000,No,2025-12-01,13590000.0,Yes,24990000.0,Yes,9390000.0,Yes,,,,
iPhone 17 512GB,Tím Oải Hương,31490000,No,2025-12-01,13590000.0,Yes,31490000.0,Yes,9390000.0,Yes,,,,
iPhone 15 128GB,Hồng,16890000,Yes,2025-12-01,13590000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
iPhone Air 256GB,Vàng Nhạt,30990000,Yes,2025-12-01,18790000.0,Yes,30990000.0,Yes,20490000.0,Yes,,,,
iPhone 15 128GB,Xanh dương,16990000,Yes,2025-12-01,13590000.0,Yes,17190000.0,Yes,9390000.0,Yes,,,,
iPhone 17 Pro Max 512GB,Cam Vũ Trụ,43490000,Yes,2025-12-01,13590000.0,Yes,44490000.0,Yes,,,,,,
iPhone 17 Pro 512GB,Cam Vũ Trụ,40990000,Yes,2025-12-01,13590000.0,Yes,41490000.0,Yes,,,,,,
iPhone 15 128GB,Đen,16990000,Yes,2025-12-01,19790000.0,Yes,17190000.0,Yes,9390000.0,Yes,,,,
iPhone Air 512GB,Xanh Da Trời,35990000,No,2025-12-01,18790000.0,Yes,36490000.0,Yes,15790000.0,Yes,,,,
iPhone Air 512GB,Vàng Nhạt,36490000,Yes,2025-12-01,18790000.0,Yes,36490000.0,Yes,15790000.0,Yes,,,,
iPhone Air 512GB,Đen Không Gian,36490000,No,2025-12-01,16190000.0,Yes,30990000.0,Yes,15790000.0,Yes,,,,
iPhone 15 128GB,Vàng,16990000,Yes,2025-12-01,13590000.0,Yes,17290000.0,Yes,9390000.0,Yes,,,,
iPhone 15 128GB,Xanh lá,16990000,No,2025-12-01,13590000.0,Yes,13690000.0,Yes,9390000.0,Yes,,,,
iPhone Air 512GB,Trắng Mây,36490000,No,2025-12-01,18790000.0,Yes,36490000.0,Yes,15790000.0,Yes,,,,
iPhone Air 1TB,Vàng Nhạt,41490000,Yes,2025-12-01,16190000.0,Yes,41990000.0,Yes,15790000.0,Yes,,,,
iPhone 17 Pro Max 512GB,Bạc,44490000,No,2025-12-01,13590000.0,Yes,37990000.0,Yes,,,,,,
iPhone 17 Pro 512GB,Bạc,41490000,Yes,2025-12-01,13590000.0,Yes,34990000.0,Yes,9390000.0,Yes,,,,
iPhone Air 1TB,Xanh Da Trời,41490000,Yes,2025-12-01,16190000.0,Yes,41990000.0,Yes,15790000.0,Yes,,,,
iPhone Air 1TB,Đen Không Gian,41490000,Yes,2025-12-01,16190000.0,Yes,41990000.0,Yes,15790000.0,Yes,,,,
iPhone 15 256GB,Xanh dương,20490000,Yes,2025-12-01,13590000.0,Yes,16990000.0,Yes,9390000.0,Yes,,,,
iPhone Air 1TB,Trắng Mây,41490000,Yes,2025-12-01,16190000.0,Yes,41990000.0,Yes,15790000.0,Yes,,,,
iPhone 17 Pro Max 512GB,Xanh Đậm,44490000,Yes,2025-12-01,13590000.0,Yes,44490000.0,Yes,9390000.0,Yes,,,,
iPhone 17 Pro 512GB,Xanh Đậm,41490000,Yes,2025-12-01,13590000.0,Yes,24990000.0,Yes,9390000.0,Yes,,,,
iPhone 14 128GB,Xanh dương,13490000,Yes,2025-12-01,13590000.0,Yes,13690000.0,Yes,9390000.0,Yes,,,,
iPhone 15 256GB,Đen,20490000,Yes,2025-12-01,19790000.0,Yes,24990000.0,Yes,9390000.0,Yes,,,,
iPhone 15 256GB,Hồng,20490000,Yes,2025-12-01,13590000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
iPhone 15 256GB,Xanh lá,20590000,No,2025-12-01,13590000.0,Yes,16990000.0,Yes,9390000.0,Yes,,,,
iPhone 14 128GB,Đen,13590000,Yes,2025-12-01,19790000.0,Yes,13690000.0,Yes,9390000.0,Yes,,,,
iPhone 15 256GB,Vàng,20590000,No,2025-12-01,13590000.0,Yes,17290000.0,Yes,9390000.0,Yes,,,,
iPhone 15 512GB,Hồng,0,No,2025-12-01,13590000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
iPhone 15 512GB,Xanh dương,0,No,2025-12-01,13590000.0,Yes,23990000.0,Yes,9390000.0,Yes,,,,
iPhone 15 512GB,Đen,0,No,2025-12-01,19790000.0,Yes,17190000.0,Yes,9390000.0,Yes,,,,
iPhone 15 512GB,Vàng,23990000,No,2025-12-01,13590000.0,Yes,23990000.0,Yes,9390000.0,Yes,,,,
iPhone 15 512GB,Xanh lá,0,No,2025-12-01,13590000.0,Yes,27990000.0,Yes,9390000.0,Yes,,,,
iPhone 17 Pro Max 1TB,Cam Vũ Trụ,50990000,Yes,2025-12-01,,,63990000.0,Yes,,,,,,
iPhone 17 Pro 1TB,Cam Vũ Trụ,47990000,Yes,2025-12-01,,,47990000.0,Yes,,,,,,
iPhone 16 Pro Max 256GB,Titan Sa Mạc,30190000,Yes,2025-12-01,13590000.0,Yes,30190000.0,Yes,20690000.0,Yes,,,,
iPhone 14 128GB,Trắng,13590000,Yes,2025-12-01,13590000.0,Yes,13690000.0,Yes,9390000.0,Yes,,,,
iPhone 14 128GB,Vàng,0,No,2025-12-01,13590000.0,Yes,17290000.0,Yes,9390000.0,Yes,,,,
iPhone 17 Pro Max 1TB,Xanh Đậm,50990000,Yes,2025-12-01,,,50990000.0,Yes,,,,,,
iPhone 17 Pro 1TB,Bạc,47990000,Yes,2025-12-01,13590000.0,Yes,34990000.0,Yes,,,,,,
iPhone 16 Pro Max 256GB,Titan Đen,30190000,Yes,2025-12-01,23490000.0,Yes,30190000.0,Yes,25990000.0,Yes,,,,
iPhone 14 128GB,Đỏ,0,No,2025-12-01,13590000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
iPhone 14 128GB,Tím,0,No,2025-12-01,13590000.0,Yes,13690000.0,Yes,9390000.0,Yes,,,,
iPhone 14 256GB,Vàng,16290000,No,2025-12-01,13590000.0,Yes,17290000.0,Yes,9390000.0,Yes,,,,
iPhone 14 256GB,Đỏ,16790000,No,2025-12-01,13590000.0,Yes,20590000.0,Yes,9390000.0,Yes,,,,
iPhone 14 256GB,Xanh dương,0,No,2025-12-01,13590000.0,Yes,16990000.0,Yes,9390000.0,Yes,,,,
iPhone 14 256GB,Đen,16790000,No,2025-12-01,19790000.0,Yes,24990000.0,Yes,9390000.0,Yes,,,,
iPhone 14 256GB,Trắng,0,No,2025-12-01,13590000.0,Yes,24990000.0,Yes,9390000.0,Yes,,,,
iPhone 14 256GB,Tím,0,No,2025-12-01,13590000.0,Yes,16990000.0,Yes,9390000.0,Yes,,,,
iPhone 14 512GB,Xanh dương,0,No,2025-12-01,13590000.0,Yes,23990000.0,Yes,9390000.0,Yes,,,,
iPhone 14 512GB,Đen,0,No,2025-12-01,19790000.0,Yes,17190000.0,Yes,9390000.0,Yes,,,,
iPhone 17 Pro Max 1TB,Bạc,50990000,No,2025-12-01,13590000.0,Yes,37990000.0,Yes,,,,,,
iPhone 17 Pro 1TB,Xanh Đậm,47990000,Yes,2025-12-01,,,47990000.0,Yes,,,,,,
iPhone 14 512GB,Trắng,0,No,2025-12-01,13590000.0,Yes,23990000.0,Yes,9390000.0,Yes,,,,
iPhone 14 512GB,Vàng,0,No,2025-12-01,13590000.0,Yes,23990000.0,Yes,9390000.0,Yes,,,,
iPhone 14 512GB,Đỏ,0,No,2025-12-01,13590000.0,Yes,23990000.0,Yes,9390000.0,Yes,,,,
iPhone 14 512GB,Tím,0,No,2025-12-01,13590000.0,Yes,31490000.0,Yes,9390000.0,Yes,,,,
iPhone 16 128GB,Trắng,20690000,Yes,2025-12-01,13590000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Plus 128GB,Hồng,24690000,Yes,2025-12-01,13590000.0,Yes,25590000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Pro Max 256GB,Titan Trắng,30190000,Yes,2025-12-01,13590000.0,Yes,30190000.0,Yes,20690000.0,Yes,,,,
iPhone 17 Pro Max 2TB,Cam Vũ Trụ,63990000,Yes,2025-12-01,,,63990000.0,Yes,,,,,,
iPhone 17 Pro Max 2TB,Xanh Đậm,63990000,No,2025-12-01,,,50990000.0,Yes,,,,,,
iPhone 16 Pro Max 256GB,Titan Tự nhiên,30190000,No,2025-12-01,13590000.0,Yes,30190000.0,Yes,20690000.0,Yes,,,,
iPhone 17 Pro Max 2TB,Bạc,63990000,No,2025-12-01,,,37990000.0,Yes,,,,,,
iPhone 16e 128GB,Trắng,14990000,Yes,2025-12-01,13590000.0,Yes,14990000.0,Yes,9390000.0,Yes,,,,
iPhone 16 128GB,Xanh Mòng Két,20890000,Yes,2025-12-01,13590000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Plus 128GB,Trắng,24890000,Yes,2025-12-01,13590000.0,Yes,25590000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Pro Max 512GB,Titan Sa Mạc,36990000,No,2025-12-01,13590000.0,Yes,36990000.0,Yes,20690000.0,Yes,,,,
iPhone 16e 128GB,Đen,14990000,Yes,2025-12-01,19790000.0,Yes,14990000.0,Yes,9390000.0,Yes,,,,
iPhone 16e 256GB,Đen,18990000,No,2025-12-01,13590000.0,Yes,14990000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Pro Max 512GB,Titan Đen,36990000,No,2025-12-01,23490000.0,Yes,30190000.0,Yes,25990000.0,Yes,,,,
iPhone 16e 256GB,Trắng,18990000,No,2025-12-01,13590000.0,Yes,24990000.0,Yes,9390000.0,Yes,,,,
iPhone 16 128GB,Đen,20890000,Yes,2025-12-01,19790000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Plus 128GB,Đen,24890000,Yes,2025-12-01,13590000.0,Yes,25590000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Pro Max 512GB,Titan Trắng,36990000,No,2025-12-01,13590000.0,Yes,36990000.0,Yes,20690000.0,Yes,,,,
iPhone 16e 512GB,Trắng,23990000,No,2025-12-01,13590000.0,Yes,23990000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Pro Max 512GB,Titan Tự nhiên,36990000,No,2025-12-01,13590000.0,Yes,36990000.0,Yes,20690000.0,Yes,,,,
iPhone 16e 512GB,Đen,23990000,No,2025-12-01,19790000.0,Yes,14990000.0,Yes,9390000.0,Yes,,,,
iPhone 16 128GB,Hồng,20890000,Yes,2025-12-01,13590000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
iPhone 13 128GB,Đen,11990000,Yes,2025-12-01,19790000.0,Yes,12490000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Plus 128GB,Xanh Lưu Ly,24890000,Yes,2025-12-01,13590000.0,Yes,25590000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Pro Max 1TB,Titan Sa Mạc,42990000,No,2025-12-01,23490000.0,Yes,30190000.0,Yes,20690000.0,Yes,,,,
iPhone 16 Pro Max 1TB,Titan Đen,42990000,No,2025-12-01,23490000.0,Yes,30190000.0,Yes,25990000.0,Yes,,,,
iPhone 13 128GB,Trắng,12390000,Yes,2025-12-01,13590000.0,Yes,12490000.0,Yes,9390000.0,Yes,,,,
iPhone 16 128GB,Xanh Lưu Ly,20890000,Yes,2025-12-01,13590000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Plus 128GB,Xanh Mòng Két,24990000,Yes,2025-12-01,13590000.0,Yes,25590000.0,Yes,9390000.0,Yes,,,,
iPhone 13 128GB,Hồng,0,No,2025-12-01,13590000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
iPhone 13 128GB,Xanh lá,12590000,No,2025-12-01,13590000.0,Yes,13690000.0,Yes,9390000.0,Yes,,,,
iPhone 13 128GB,Đỏ,0,No,2025-12-01,13590000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Pro Max 1TB,Titan Trắng,42990000,No,2025-12-01,23490000.0,Yes,30190000.0,Yes,20690000.0,Yes,,,,
iPhone 13 128GB,Xanh,0,No,2025-12-01,13590000.0,Yes,13690000.0,Yes,9390000.0,Yes,,,,
iPhone 13 256GB,Đen,0,No,2025-12-01,19790000.0,Yes,24990000.0,Yes,9390000.0,Yes,,,,
iPhone 13 256GB,Trắng,0,No,2025-12-01,13590000.0,Yes,12490000.0,Yes,9390000.0,Yes,,,,
iPhone 13 256GB,Hồng,0,No,2025-12-01,13590000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
iPhone 13 256GB,Đỏ,16490000,No,2025-12-01,13590000.0,Yes,20590000.0,Yes,9390000.0,Yes,,,,
iPhone 16 256GB,Xanh Lưu Ly,22990000,No,2025-12-01,13590000.0,Yes,28590000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Pro Max 1TB,Titan Tự nhiên,42990000,No,2025-12-01,23490000.0,Yes,39990000.0,Yes,22190000.0,Yes,,,,
iPhone 16 Pro 128GB,Titan Tự nhiên,25590000,Yes,2025-12-01,23490000.0,Yes,25590000.0,Yes,22190000.0,Yes,,,,
iPhone 13 256GB,Xanh,16490000,No,2025-12-01,13590000.0,Yes,16990000.0,Yes,9390000.0,Yes,,,,
iPhone 16 256GB,Trắng,22990000,No,2025-12-01,13590000.0,Yes,24990000.0,Yes,9390000.0,Yes,,,,
iPhone 13 256GB,Xanh rêu,16490000,No,2025-12-01,13590000.0,Yes,16990000.0,Yes,9390000.0,Yes,,,,
iPhone 13 512GB,Đen,0,No,2025-12-01,19790000.0,Yes,12490000.0,Yes,9390000.0,Yes,,,,
iPhone 16 256GB,Xanh Mòng Két,22990000,No,2025-12-01,13590000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
Apple AirPods Pro 3 2025 USB-C,Trắng,6790000,Yes,2025-12-01,5190000.0,Yes,,,6490000.0,Yes,,,,
iPhone 16 Pro 128GB,Titan Sa Mạc,25590000,Yes,2025-12-01,13590000.0,Yes,25590000.0,Yes,20690000.0,Yes,,,,
Apple AirPods 4,Trắng,3390000,Yes,2025-12-01,3550000.0,Yes,,,3390000.0,Yes,,,,
Apple AirPods 4 - Chủ Động Khử Tiếng Ồn,Trắng,4490000,Yes,2025-12-01,3550000.0,Yes,,,3390000.0,Yes,,,,
iPhone 16 Plus 256GB,Hồng,27890000,Yes,2025-12-01,13590000.0,Yes,25590000.0,Yes,9390000.0,Yes,,,,
Apple AirPods Pro 2023 USB-C,Trắng,5390000,Yes,2025-12-01,5190000.0,Yes,,,6490000.0,Yes,,,,
Macbook Air 13 M2 2024 8CPU/8GPU/16GB/256GB,Xanh Đen,19690000,Yes,2025-12-01,24990000.0,Yes,19690000.0,Yes,20490000.0,Yes,,,,
iPhone 16 256GB,Đen,22990000,No,2025-12-01,19790000.0,Yes,24990000.0,Yes,9390000.0,Yes,,,,
Macbook Air 13 M2 2024 8CPU/8GPU/16GB/256GB,Vàng,19790000,Yes,2025-12-01,24990000.0,Yes,19790000.0,Yes,20490000.0,Yes,,,,
Macbook Air 13 M2 2024 8CPU/8GPU/16GB/256GB,Xám,20190000,No,2025-12-01,25190000.0,Yes,26090000.0,Yes,20490000.0,Yes,,,,
iPhone 16 256GB,Hồng,22990000,No,2025-12-01,13590000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Pro 128GB,Titan Đen,25590000,Yes,2025-12-01,23490000.0,Yes,25590000.0,Yes,25990000.0,Yes,,,,
iPhone 16 Plus 256GB,Xanh Mòng Két,28090000,Yes,2025-12-01,13590000.0,Yes,25590000.0,Yes,9390000.0,Yes,,,,
Macbook Air 13 M2 2024 8CPU/8GPU/16GB/256GB,Bạc,20190000,No,2025-12-01,25190000.0,Yes,34490000.0,Yes,20490000.0,Yes,,,,
iPhone 16 512GB,Trắng,28090000,No,2025-12-01,13590000.0,Yes,23990000.0,Yes,9390000.0,Yes,,,,
Macbook Air 13 M4 2025 10CPU/8GPU/16GB/256GB,Xanh Da Trời,24990000,Yes,2025-12-01,24990000.0,Yes,26090000.0,Yes,20490000.0,Yes,,,,
iPhone 16 512GB,Xanh Mòng Két,28090000,No,2025-12-01,13590000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
Macbook Air 13 M4 2025 10CPU/8GPU/16GB/256GB,Đêm Xanh Thẳm,25290000,Yes,2025-12-01,24990000.0,Yes,34490000.0,Yes,20490000.0,Yes,,,,
iPhone 16 Pro 128GB,Titan Trắng,25590000,Yes,2025-12-01,13590000.0,Yes,25590000.0,Yes,20690000.0,Yes,,,,
iPhone 16 Plus 256GB,Trắng,28190000,Yes,2025-12-01,13590000.0,Yes,25590000.0,Yes,9390000.0,Yes,,,,
iPhone 16 512GB,Đen,28090000,No,2025-12-01,19790000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
Macbook Air 13 M4 2025 10CPU/8GPU/16GB/256GB,Ánh Sao,25290000,Yes,2025-12-01,25190000.0,Yes,26090000.0,Yes,,,,,,
iPhone 16 Pro 256GB,Titan Sa Mạc,28590000,No,2025-12-01,13590000.0,Yes,28590000.0,Yes,20690000.0,Yes,,,,
iPhone 16 512GB,Hồng,28090000,No,2025-12-01,13590000.0,Yes,29990000.0,Yes,9390000.0,Yes,,,,
Macbook Air 13 M4 2025 10CPU/8GPU/16GB/256GB,Bạc,25290000,Yes,2025-12-01,25190000.0,Yes,25290000.0,Yes,,,,,,
iPhone 16 Pro 256GB,Titan Tự nhiên,28590000,No,2025-12-01,13590000.0,Yes,25590000.0,Yes,22190000.0,Yes,,,,
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/256GB,Đêm Xanh Thẳm,28990000,Yes,2025-12-01,30490000.0,Yes,29990000.0,Yes,20490000.0,Yes,,,,
iPhone 16 Plus 256GB,Đen,28190000,Yes,2025-12-01,13590000.0,Yes,25590000.0,Yes,9390000.0,Yes,,,,
iPhone 16 512GB,Xanh Lưu Ly,28090000,No,2025-12-01,13590000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Pro 256GB,Titan Đen,28590000,No,2025-12-01,23490000.0,Yes,25590000.0,Yes,25990000.0,Yes,,,,
MacBook Air 15 inch M2 2023 8CPU 10GPU 8GB/256GB,Xanh dương,24990000,Yes,2025-12-01,25190000.0,Yes,19690000.0,Yes,20490000.0,Yes,,,,
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/256GB,Bạc,29590000,Yes,2025-12-01,25190000.0,Yes,29990000.0,Yes,,,,,,
MacBook Air 15 inch M2 2023 8CPU 10GPU 8GB/256GB,Vàng,25990000,No,2025-12-01,25190000.0,Yes,19790000.0,Yes,20490000.0,Yes,,,,
MacBook Air 15 inch M2 2023 8CPU 10GPU 8GB/256GB,Xám,0,No,2025-12-01,25190000.0,Yes,19690000.0,Yes,20490000.0,Yes,,,,
MacBook Air 15 inch M2 2023 8CPU 10GPU 8GB/256GB,Bạc,0,No,2025-12-01,25190000.0,Yes,25290000.0,Yes,20490000.0,Yes,,,,
MacBook Air 13 M3 2024 8CPU/8GPU/16GB/256GB,Xanh Đen,23990000,Yes,2025-12-01,19790000.0,Yes,19690000.0,Yes,20490000.0,Yes,,,,
MacBook Air 13 M3 2024 8CPU/8GPU/16GB/256GB,Xám,23990000,No,2025-12-01,25190000.0,Yes,34490000.0,Yes,20490000.0,Yes,,,,
iPhone 16 Pro 256GB,Titan Trắng,28590000,No,2025-12-01,13590000.0,Yes,28590000.0,Yes,22190000.0,Yes,,,,
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/256GB,Xanh Da Trời,29590000,Yes,2025-12-01,30490000.0,Yes,26090000.0,Yes,20490000.0,Yes,,,,
MacBook Air 13 M3 2024 8CPU/8GPU/16GB/256GB,Vàng,23990000,No,2025-12-01,25190000.0,Yes,25290000.0,Yes,20490000.0,Yes,,,,
MacBook Air 13 M3 2024 8CPU/8GPU/16GB/256GB,Bạc,0,No,2025-12-01,25190000.0,Yes,25290000.0,Yes,20490000.0,Yes,,,,
iPhone 16 Plus 256GB,Xanh Lưu Ly,28190000,Yes,2025-12-01,13590000.0,Yes,28590000.0,Yes,9390000.0,Yes,,,,
iPad A16 WiFi 128GB,Bạc,9490000,Yes,2025-12-01,9490000.0,Yes,16990000.0,Yes,9390000.0,Yes,,,,
Macbook Air 15 M4 2025 10CPU/10GPU/16GB/256GB,Ánh Sao,29590000,Yes,2025-12-01,31390000.0,Yes,26090000.0,Yes,,,,,,
iPhone 16 Pro 512GB,Titan Tự nhiên,34690000,No,2025-12-01,13590000.0,Yes,25590000.0,Yes,22190000.0,Yes,,,,
iPad A16 5G 128GB,Xanh dương,13890000,Yes,2025-12-01,13590000.0,Yes,16990000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Plus 512GB,Đen,29990000,No,2025-12-01,13590000.0,Yes,25590000.0,Yes,9390000.0,Yes,,,,
iPad A16 WiFi 128GB,Xanh dương,9490000,Yes,2025-12-01,9490000.0,Yes,16990000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Pro 512GB,Titan Sa Mạc,34690000,No,2025-12-01,13590000.0,Yes,28590000.0,Yes,20690000.0,Yes,,,,
iPad A16 5G 128GB,Bạc,13590000,Yes,2025-12-01,13590000.0,Yes,16990000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Plus 512GB,Hồng,29990000,No,2025-12-01,13590000.0,Yes,29990000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Plus 512GB,Trắng,0,No,2025-12-01,13590000.0,Yes,23990000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Plus 512GB,Xanh Mòng Két,29990000,No,2025-12-01,13590000.0,Yes,25590000.0,Yes,9390000.0,Yes,,,,
iPad A16 WiFi 128GB,Hồng,9490000,Yes,2025-12-01,9490000.0,Yes,30990000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Pro 512GB,Titan Đen,34690000,No,2025-12-01,23490000.0,Yes,25590000.0,Yes,25990000.0,Yes,,,,
iPad A16 5G 128GB,Hồng,13890000,Yes,2025-12-01,13590000.0,Yes,20890000.0,Yes,9390000.0,Yes,,,,
iPhone 16 Plus 512GB,Xanh Lưu Ly,29990000,No,2025-12-01,13590000.0,Yes,28590000.0,Yes,9390000.0,Yes,,,,
iPad A16 WiFi 128GB,Vàng,9490000,Yes,2025-12-01,9490000.0,Yes,30990000.0,Yes,9390000.0,Yes,,,,
iPad Air 11 inch M3 2025 WiFi 128GB,Xám không gian,16390000,Yes,2025-12-01,16190000.0,Yes,30990000.0,Yes,15790000.0,Yes,,,,
iPhone 16 Pro 512GB,Titan Trắng,34690000,No,2025-12-01,13590000.0,Yes,36990000.0,Yes,22190000.0,Yes,,,,
iPad A16 5G 128GB,Vàng,13890000,Yes,2025-12-01,13590000.0,Yes,23990000.0,Yes,9390000.0,Yes,,,,
iPad A16 WiFi 256GB,Bạc,12490000,Yes,2025-12-01,9490000.0,Yes,30990000.0,Yes,9390000.0,Yes,,,,
iPad Air 11 inch M3 2025 WiFi 128GB,Tím,16390000,Yes,2025-12-01,16190000.0,Yes,30990000.0,Yes,15790000.0,Yes,,,,
iPhone 16 Pro 1TB,Titan Sa Mạc,39890000,No,2025-12-01,23490000.0,Yes,39990000.0,Yes,23490000.0,Yes,,,,
iPad A16 5G 256GB,Vàng,16690000,Yes,2025-12-01,13590000.0,Yes,16990000.0,Yes,9390000.0,Yes,,,,
iPad A16 WiFi 256GB,Xanh dương,12490000,Yes,2025-12-01,9490000.0,Yes,30990000.0,Yes,9390000.0,Yes,,,,
iPad Air 11 inch M3 2025 WiFi 128GB,Xanh dương,16390000,Yes,2025-12-01,16190000.0,Yes,30990000.0,Yes,15790000.0,Yes,,,,
iPhone 16 Pro 1TB,Titan Trắng,39890000,No,2025-12-01,23490000.0,Yes,39990000.0,Yes,22190000.0,Yes,,,,
iPad A16 5G 256GB,Hồng,16690000,Yes,2025-12-01,13590000.0,Yes,29990000.0,Yes,9390000.0,Yes,,,,
iPad A16 WiFi 256GB,Hồng,12490000,Yes,2025-12-01,9490000.0,Yes,30990000.0,Yes,9390000.0,Yes,,,,
iPad Air 11 inch M3 2025 WiFi 128GB,Ánh Sao,16390000,Yes,2025-12-01,16190000.0,Yes,30990000.0,Yes,15790000.0,Yes,,,,
iPhone 16 Pro 1TB,Titan Tự nhiên,39890000,No,2025-12-01,23490000.0,Yes,39990000.0,Yes,22190000.0,Yes,,,,
