Product_Name;Color;Ton_Kho;Gia_Niem_Yet;Gia_Khuyen_Mai;Date;Khuyen_Mai;Thanh_Toan;Link;screenshot_name
Loa Bluetooth Marshall Kilburn II;Default/Unknown;Yes;8830000;5600000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-kilburn-ii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Emberton III Xanh Bóng Đêm;Default/Unknown;Yes;0;5390000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-emberton-iii-xanh-bong-dem?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Emberton III;Đen;Yes;5300000;4770000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-emberton-iii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Middleton II;Kem;Yes;8990000;8090000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-middleton-ii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Party Bromley 750;Default/Unknown;Yes;0;32900000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-party-bromley-750;Skipped
Loa Bluetooth Marshall Acton III;Kem;Yes;7850000;7070000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-acton-iii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Kilburn III;Đen;Yes;0;10490000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-kilburn-iii;Skipped
Loa Bluetooth Marshall Emberton III;Kem;Yes;5300000;4770000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-emberton-iii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Middleton II;Đen;Yes;8990000;8090000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-middleton-ii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Stockwell II;Default/Unknown;Yes;6570000;5920000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-stockwell-ii;Skipped
Loa Bluetooth Marshall Stanmore III;Đen;Yes;11780000;10610000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-stanmore-iii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Kilburn III;Kem;Yes;0;10490000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-kilburn-iii;Skipped
Loa Bluetooth Marshall Acton III;Đen;Yes;7850000;7070000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-acton-iii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Emberton III;Xanh - Xám;Yes;5300000;4770000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-emberton-iii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Middleton II;Kem;Yes;8990000;8090000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-middleton-ii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Stanmore III;Kem;Yes;11780000;10610000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-stanmore-iii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Tufton;Default/Unknown;Yes;12760000;11490000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-tufton?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Acton III;Nâu;Yes;7850000;7070000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-acton-iii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Kilburn III;Đen;Yes;0;10490000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-kilburn-iii;Skipped
Loa Bluetooth Marshall Middleton II;Đen;Yes;8990000;8090000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-middleton-ii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Emberton III;Đen;Yes;5300000;4770000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-emberton-iii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Stanmore III;Nâu;Yes;11780000;10610000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-stanmore-iii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Kilburn III;Kem;Yes;0;10490000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-kilburn-iii;Skipped
Loa Bluetooth Marshall Acton III;Kem;Yes;7850000;7070000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-acton-iii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Emberton III;Kem;Yes;5300000;4770000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-emberton-iii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Willen II;Kem;Yes;2990000;2700000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-willen-ii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Acton III;Đen;Yes;7850000;7070000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-acton-iii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Stanmore III;Đen;Yes;11780000;10610000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-stanmore-iii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Woburn III;Nâu;Yes;17670000;15990000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-woburn-iii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Emberton III;Xanh - Xám;Yes;5300000;4770000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-emberton-iii?utm_flashsale=1;Skipped
Loa Bluetooth Marshall Willen II;Đen;Yes;2990000;2700000;2026-01-20;;;https://www.thegioididong.com/loa-laptop/loa-bluetooth-marshall-willen-ii?utm_flashsale=1;Skipped
Tai nghe Bluetooth chụp tai Marshall Major V;Đen;Yes;4220000;3800000;2026-01-20;;;https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-chup-tai-marshall-major-v;Skipped
