Channel,Product Name,Color,2025-12-20-SAT,2025-12-23-TUE,Diff_2025-12-20-SAT_to_2025-12-23-TUE
FPT,iPad A16 WiFi 256GB,Vàng,11590000,,
FPT,iPad A16 WiFi 256GB,Xanh dương,11590000,,
FPT,iPad A16 WiFi 512GB,Bạc,17990000,,
FPT,iPad A16 WiFi 512GB,Hồng,17990000,,
FPT,iPad A16 WiFi 512GB,Vàng,17990000,,
FPT,iPad A16 WiFi 512GB,Xanh dương,17990000,,
FPT,iPad Air 11 inch M2 2024 Wifi + Cellular 128GB,Trắng,17990000,17990000,0
FPT,iPad Air 11 inch M2 2024 Wifi + Cellular 128GB,Tím,17990000,17990000,0
FPT,iPad Air 11 inch M2 2024 Wifi + Cellular 128GB,Xanh dương,17990000,17990000,0
FPT,iPad Air 11 inch M2 2024 Wifi + Cellular 128GB,Xám,17990000,17990000,0
FPT,iPad Air 11 inch M2 2024 Wifi + Cellular 1TB,Trắng,0,,
FPT,iPad Air 11 inch M2 2024 Wifi + Cellular 1TB,Tím,0,,
FPT,iPad Air 11 inch M2 2024 Wifi + Cellular 1TB,Xanh dương,0,,
FPT,iPad Air 11 inch M2 2024 Wifi + Cellular 1TB,Xám,0,,
FPT,iPad Air 11 inch M2 2024 Wifi + Cellular 256GB,Trắng,19990000,,
FPT,iPad Air 11 inch M2 2024 Wifi + Cellular 256GB,Tím,0,,
FPT,iPad Air 11 inch M2 2024 Wifi + Cellular 256GB,Xanh dương,19990000,,
FPT,iPad Air 11 inch M2 2024 Wifi + Cellular 256GB,Xám,0,,
FPT,iPad Air 11 inch M2 2024 Wifi + Cellular 512GB,Trắng,0,,
FPT,iPad Air 11 inch M2 2024 Wifi + Cellular 512GB,Tím,0,,
FPT,iPad Air 11 inch M2 2024 Wifi + Cellular 512GB,Xanh dương,28990000,,
FPT,iPad Air 11 inch M2 2024 Wifi + Cellular 512GB,Xám,28990000,,
FPT,iPad Air 11 inch M2 2024 Wifi 128GB,Trắng,16990000,16990000,0
FPT,iPad Air 11 inch M2 2024 Wifi 128GB,Tím,16990000,16990000,0
FPT,iPad Air 11 inch M2 2024 Wifi 128GB,Xanh dương,0,0,0
FPT,iPad Air 11 inch M2 2024 Wifi 128GB,Xám,0,16990000,16990000
FPT,iPad Air 11 inch M2 2024 Wifi 1TB,Trắng,0,,
FPT,iPad Air 11 inch M2 2024 Wifi 1TB,Tím,0,,
FPT,iPad Air 11 inch M2 2024 Wifi 1TB,Xanh dương,0,,
FPT,iPad Air 11 inch M2 2024 Wifi 1TB,Xám,0,,
FPT,iPad Air 11 inch M2 2024 Wifi 256GB,Trắng,19490000,19490000,0
FPT,iPad Air 11 inch M2 2024 Wifi 256GB,Tím,19490000,19490000,0
FPT,iPad Air 11 inch M2 2024 Wifi 256GB,Xanh dương,19490000,19490000,0
FPT,iPad Air 11 inch M2 2024 Wifi 256GB,Xám,19490000,19490000,0
FPT,iPad Air 11 inch M2 2024 Wifi 512GB,Trắng,21990000,,
FPT,iPad Air 11 inch M2 2024 Wifi 512GB,Tím,21990000,,
FPT,iPad Air 11 inch M2 2024 Wifi 512GB,Xanh dương,0,,
FPT,iPad Air 11 inch M2 2024 Wifi 512GB,Xám,21990000,,
FPT,iPad Air 11 inch M3 2025 WiFi + Cellular 128GB,Tím,17590000,17590000,0
FPT,iPad Air 11 inch M3 2025 WiFi + Cellular 128GB,Xanh dương,17590000,17590000,0
FPT,iPad Air 11 inch M3 2025 WiFi + Cellular 128GB,Xám không gian,17590000,17590000,0
FPT,iPad Air 11 inch M3 2025 WiFi + Cellular 128GB,Ánh Sao,17490000,17590000,100000
FPT,iPad Air 11 inch M3 2025 WiFi + Cellular 1TB,Tím,34790000,,
FPT,iPad Air 11 inch M3 2025 WiFi + Cellular 1TB,Xanh dương,34790000,,
FPT,iPad Air 11 inch M3 2025 WiFi + Cellular 1TB,Xám không gian,34790000,,
FPT,iPad Air 11 inch M3 2025 WiFi + Cellular 1TB,Ánh Sao,34790000,,
FPT,iPad Air 11 inch M3 2025 WiFi + Cellular 256GB,Tím,19990000,,
FPT,iPad Air 11 inch M3 2025 WiFi + Cellular 256GB,Xanh dương,19990000,,
FPT,iPad Air 11 inch M3 2025 WiFi + Cellular 256GB,Xám không gian,19990000,,
FPT,iPad Air 11 inch M3 2025 WiFi + Cellular 256GB,Ánh Sao,19990000,,
FPT,iPad Air 11 inch M3 2025 WiFi + Cellular 512GB,Tím,29190000,,
FPT,iPad Air 11 inch M3 2025 WiFi + Cellular 512GB,Xanh dương,29190000,,
FPT,iPad Air 11 inch M3 2025 WiFi + Cellular 512GB,Xám không gian,29190000,,
FPT,iPad Air 11 inch M3 2025 WiFi + Cellular 512GB,Ánh Sao,29190000,,
FPT,iPad Air 11 inch M3 2025 WiFi 128GB,Tím,13390000,12890000,-500000
FPT,iPad Air 11 inch M3 2025 WiFi 128GB,Xanh dương,12990000,12890000,-100000
FPT,iPad Air 11 inch M3 2025 WiFi 128GB,Xám không gian,13290000,12890000,-400000
FPT,iPad Air 11 inch M3 2025 WiFi 128GB,Ánh Sao,13390000,12890000,-500000
FPT,iPad Air 11 inch M3 2025 WiFi 1TB,Tím,30590000,,
FPT,iPad Air 11 inch M3 2025 WiFi 1TB,Xanh dương,30590000,,
FPT,iPad Air 11 inch M3 2025 WiFi 1TB,Xám không gian,30590000,,
FPT,iPad Air 11 inch M3 2025 WiFi 1TB,Ánh Sao,30590000,,
FPT,iPad Air 11 inch M3 2025 WiFi 256GB,Tím,16190000,,
FPT,iPad Air 11 inch M3 2025 WiFi 256GB,Xanh dương,16190000,,
FPT,iPad Air 11 inch M3 2025 WiFi 256GB,Xám không gian,16190000,,
FPT,iPad Air 11 inch M3 2025 WiFi 256GB,Ánh Sao,16190000,,
FPT,iPad Air 11 inch M3 2025 WiFi 512GB,Tím,24990000,,
FPT,iPad Air 11 inch M3 2025 WiFi 512GB,Xanh dương,24990000,,
FPT,iPad Air 11 inch M3 2025 WiFi 512GB,Xám không gian,24990000,,
FPT,iPad Air 11 inch M3 2025 WiFi 512GB,Ánh Sao,24990000,,
FPT,iPad Air 13 inch M3 2025 WiFi + Cellular 128GB,Tím,23390000,23390000,0
FPT,iPad Air 13 inch M3 2025 WiFi + Cellular 128GB,Xanh dương,23390000,23390000,0
FPT,iPad Air 13 inch M3 2025 WiFi + Cellular 128GB,Xám không gian,23390000,23390000,0
FPT,iPad Air 13 inch M3 2025 WiFi + Cellular 128GB,Ánh Sao,23390000,23390000,0
FPT,iPad Air 13 inch M3 2025 WiFi + Cellular 1TB,Tím,40190000,,
FPT,iPad Air 13 inch M3 2025 WiFi + Cellular 1TB,Xanh dương,40190000,,
FPT,iPad Air 13 inch M3 2025 WiFi + Cellular 1TB,Xám không gian,40190000,,
FPT,iPad Air 13 inch M3 2025 WiFi + Cellular 1TB,Ánh Sao,40190000,,
FPT,iPad Air 13 inch M3 2025 WiFi + Cellular 512GB,Tím,34590000,,
FPT,iPad Air 13 inch M3 2025 WiFi + Cellular 512GB,Xanh dương,34590000,,
FPT,iPad Air 13 inch M3 2025 WiFi + Cellular 512GB,Xám không gian,34590000,,
FPT,iPad Air 13 inch M3 2025 WiFi + Cellular 512GB,Ánh Sao,34590000,,
FPT,iPad Air 13 inch M3 2025 WiFi 128GB,Tím,19290000,18690000,-600000
FPT,iPad Air 13 inch M3 2025 WiFi 128GB,Xanh dương,18690000,18690000,0
FPT,iPad Air 13 inch M3 2025 WiFi 128GB,Xám không gian,18690000,18690000,0
FPT,iPad Air 13 inch M3 2025 WiFi 128GB,Ánh Sao,19290000,18690000,-600000
FPT,iPad Air 13 inch M3 2025 WiFi 1TB,Tím,35990000,,
FPT,iPad Air 13 inch M3 2025 WiFi 1TB,Xanh dương,35990000,,
FPT,iPad Air 13 inch M3 2025 WiFi 1TB,Xám không gian,35990000,,
FPT,iPad Air 13 inch M3 2025 WiFi 1TB,Ánh Sao,35990000,,
FPT,iPad Air 13 inch M3 2025 WiFi 256GB,Tím,21990000,,
FPT,iPad Air 13 inch M3 2025 WiFi 256GB,Xanh dương,21990000,,
FPT,iPad Air 13 inch M3 2025 WiFi 256GB,Xám không gian,21990000,,
FPT,iPad Air 13 inch M3 2025 WiFi 256GB,Ánh Sao,21990000,,
FPT,iPad Air 13 inch M3 2025 WiFi 512GB,Tím,29990000,,
FPT,iPad Air 13 inch M3 2025 WiFi 512GB,Xanh dương,29990000,,
FPT,iPad Air 13 inch M3 2025 WiFi 512GB,Xám không gian,29990000,,
FPT,iPad Air 13 inch M3 2025 WiFi 512GB,Ánh Sao,29990000,,
FPT,iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB,Hồng,0,0,0
FPT,iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB,Trắng,0,0,0
FPT,iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB,Tím,0,0,0
FPT,iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB,Xanh dương,24990000,24990000,0
FPT,iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB,Xám,0,0,0
FPT,iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB,Hồng,20990000,20990000,0
FPT,iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB,Trắng,20990000,20990000,0
FPT,iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB,Tím,20990000,20990000,0
FPT,iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB,Xanh dương,0,0,0
FPT,iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB,Xám,20990000,20990000,0
FPT,iPad Pro 11 M5 2025 WiFi + Cellular 12GB 256GB,Bạc,35590000,35590000,0
FPT,iPad Pro 11 M5 2025 WiFi + Cellular 12GB 256GB,Đen,35590000,35590000,0
FPT,iPad Pro 11 M5 2025 WiFi + Cellular 12GB 512GB,Bạc,41190000,,
FPT,iPad Pro 11 M5 2025 WiFi + Cellular 12GB 512GB,Đen,41190000,,
FPT,iPad Pro 11 M5 2025 WiFi 12GB 256GB,Bạc,29990000,29990000,0
FPT,iPad Pro 11 M5 2025 WiFi 12GB 256GB,Đen,29990000,29990000,0
FPT,iPad Pro 11 M5 2025 WiFi 12GB 512GB,Bạc,35590000,,
FPT,iPad Pro 11 M5 2025 WiFi 12GB 512GB,Đen,35590000,,
FPT,iPad Pro 11 inch M4 2024 Wifi 1TB,Bạc,45990000,,
FPT,iPad Pro 11 inch M4 2024 Wifi 1TB,Ðen,45990000,,
FPT,iPad Pro 11 inch M4 2024 Wifi 256GB,Bạc,,27990000,
FPT,iPad Pro 11 inch M4 2024 Wifi 256GB,Unknown,0,,
FPT,iPad Pro 11 inch M4 2024 Wifi 256GB,Ðen,,27990000,
FPT,iPad Pro 11 inch M4 2024 Wifi 2TB,Bạc,57490000,,
FPT,iPad Pro 11 inch M4 2024 Wifi 2TB,Ðen,57490000,,
FPT,iPad Pro 11 inch M4 2024 Wifi 512GB,Bạc,33890000,,
FPT,iPad Pro 11 inch M4 2024 Wifi 512GB,Ðen,33890000,,
FPT,iPad Pro 13 M5 2025 WiFi + Cellular 12GB 256GB,Bạc,,45590000,
FPT,iPad Pro 13 M5 2025 WiFi + Cellular 12GB 256GB,Unknown,0,,
FPT,iPad Pro 13 M5 2025 WiFi + Cellular 12GB 256GB,Đen,,45590000,
FPT,iPad Pro 13 M5 2025 WiFi + Cellular 12GB 512GB,Bạc,51190000,,
FPT,iPad Pro 13 M5 2025 WiFi + Cellular 12GB 512GB,Đen,51190000,,
FPT,iPad Pro 13 M5 2025 WiFi 12GB 256GB,Bạc,,39990000,
FPT,iPad Pro 13 M5 2025 WiFi 12GB 256GB,Unknown,0,,
FPT,iPad Pro 13 M5 2025 WiFi 12GB 256GB,Đen,,39990000,
FPT,iPad mini 7 2024 Wifi + Cellular 128GB,Tím,15690000,15690000,0
FPT,iPad mini 7 2024 Wifi + Cellular 128GB,Xanh dương,15690000,15690000,0
FPT,iPad mini 7 2024 Wifi + Cellular 128GB,Xám không gian,15690000,,
FPT,iPad mini 7 2024 Wifi + Cellular 128GB,Ánh Sao,15690000,15690000,0
FPT,iPad mini 7 2024 Wifi + Cellular 256GB,Tím,18490000,,
FPT,iPad mini 7 2024 Wifi + Cellular 256GB,Xanh dương,18490000,,
FPT,iPad mini 7 2024 Wifi + Cellular 256GB,Xám không gian,18490000,,
FPT,iPad mini 7 2024 Wifi + Cellular 256GB,Ánh Sao,18490000,,
FPT,iPad mini 7 2024 Wifi + Cellular 512GB,Tím,24190000,,
FPT,iPad mini 7 2024 Wifi + Cellular 512GB,Xanh dương,24190000,,
FPT,iPad mini 7 2024 Wifi + Cellular 512GB,Xám không gian,24190000,,
FPT,iPad mini 7 2024 Wifi + Cellular 512GB,Ánh Sao,24190000,,
FPT,"iPad mini 7 2024 Wifi + Cellular chính hãng, giá rẻ",Xám không gian,,15690000,
FPT,iPad mini 7 2024 Wifi 512GB,Tím,19990000,,
FPT,iPad mini 7 2024 Wifi 512GB,Xanh dương,19990000,,
FPT,iPad mini 7 2024 Wifi 512GB,Xám không gian,19990000,,
FPT,iPad mini 7 2024 Wifi 512GB,Ánh Sao,19990000,,
FPT,iPhone 13 256GB,Hồng,,0,
FPT,iPhone 13 256GB,Trắng,,0,
FPT,iPhone 13 256GB,Xanh,,17990000,
FPT,iPhone 13 256GB,Xanh rêu,,17990000,
FPT,iPhone 13 256GB,Đen,,0,
FPT,iPhone 13 256GB,Đỏ,,17990000,
FPT,iPhone 13 512GB,Đen,,0,
FPT,iPhone 13 chính hãng,Xanh lá,,12590000,
FPT,iPhone 14 512GB,Trắng,0,0,0
FPT,iPhone 14 512GB,Tím,0,0,0
FPT,iPhone 14 512GB,Vàng,0,0,0
FPT,iPhone 14 512GB,Xanh dương,0,0,0
FPT,iPhone 14 512GB,Đen,0,0,0
FPT,iPhone 14 512GB,Đỏ,0,0,0
FPT,iPhone 15 512GB,Hồng,0,,
FPT,iPhone 15 512GB,Vàng,28390000,,
FPT,iPhone 15 512GB,Xanh dương,0,,
FPT,iPhone 15 512GB,Xanh lá,0,,
FPT,iPhone 15 512GB,Đen,0,,
FPT,iPhone 16 256GB,Hồng,22990000,,
FPT,iPhone 16 256GB,Trắng,22990000,,
FPT,iPhone 16 256GB,Xanh Lưu Ly,22990000,,
FPT,iPhone 16 256GB,Xanh Mòng Két,22990000,,
FPT,iPhone 16 256GB,Đen,22990000,,
FPT,iPhone 16 Plus 512GB,Hồng,34290000,,
FPT,iPhone 16 Plus 512GB,Trắng,0,,
FPT,iPhone 16 Plus 512GB,Xanh Lưu Ly,34290000,,
FPT,iPhone 16 Plus 512GB,Xanh Mòng Két,34290000,,
FPT,iPhone 16 Plus 512GB,Đen,34290000,,
FPT,iPhone 16 Pro 256GB,Titan Sa Mạc,28590000,,
FPT,iPhone 16 Pro 256GB,Titan Trắng,28590000,,
FPT,iPhone 16 Pro 256GB,Titan Tự nhiên,28590000,,
FPT,iPhone 16 Pro 256GB,Titan Đen,28590000,,
FPT,iPhone 16 Pro 512GB,Titan Sa Mạc,37190000,,
FPT,iPhone 16 Pro 512GB,Titan Trắng,37190000,,
FPT,iPhone 16 Pro 512GB,Titan Tự nhiên,37190000,,
FPT,iPhone 16 Pro 512GB,Titan Đen,37190000,,
FPT,iPhone 16 Pro Max 256GB,Titan Sa Mạc,30490000,30990000,500000
FPT,iPhone 16 Pro Max 256GB,Titan Trắng,31590000,30990000,-600000
FPT,iPhone 16 Pro Max 256GB,Titan Tự nhiên,31590000,30990000,-600000
FPT,iPhone 16 Pro Max 256GB,Titan Đen,31590000,30990000,-600000
HoangHa,iPhone 17 256GB,Trắng,24790000,24790000,0
HoangHa,iPhone 17 256GB,Tím Oải Hương,24790000,24790000,0
HoangHa,iPhone 17 256GB,Xanh Lam Khói,24790000,24790000,0
HoangHa,iPhone 17 256GB,Xanh Lá Xô Thơm,24790000,24790000,0
HoangHa,iPhone 17 256GB,Đen,24790000,24790000,0
HoangHa,iPhone 17 512GB,Trắng,30490000,30490000,0
HoangHa,iPhone 17 512GB,Tím Oải Hương,30490000,30490000,0
HoangHa,iPhone 17 512GB,Xanh Lam Khói,30490000,30490000,0
HoangHa,iPhone 17 512GB,Xanh Lá Xô Thơm,30490000,30490000,0
HoangHa,iPhone 17 512GB,Đen,30490000,30490000,0
HoangHa,iPhone 17 Pro 1TB,Bạc,46990000,46990000,0
HoangHa,iPhone 17 Pro 1TB,Cam vũ trụ,46990000,46990000,0
HoangHa,iPhone 17 Pro 1TB,Xanh đậm,46990000,46990000,0
HoangHa,iPhone 17 Pro 256GB,Bạc,34790000,34790000,0
HoangHa,iPhone 17 Pro 256GB,Cam vũ trụ,33990000,33990000,0
HoangHa,iPhone 17 Pro 256GB,Xanh đậm,33990000,33990000,0
HoangHa,iPhone 17 Pro 512GB,Bạc,40490000,40490000,0
HoangHa,iPhone 17 Pro 512GB,Cam vũ trụ,40490000,40490000,0
HoangHa,iPhone 17 Pro 512GB,Xanh đậm,40490000,40490000,0
HoangHa,iPhone 17 Pro Max 1TB,Bạc,49990000,49990000,0
HoangHa,iPhone 17 Pro Max 1TB,Cam vũ trụ,49990000,49990000,0
HoangHa,iPhone 17 Pro Max 1TB,Xanh đậm,49990000,49990000,0
HoangHa,iPhone 17 Pro Max 256GB,Bạc,37690000,37490000,-200000
HoangHa,iPhone 17 Pro Max 256GB,Cam vũ trụ,37390000,37190000,-200000
HoangHa,iPhone 17 Pro Max 256GB,Xanh đậm,37390000,37190000,-200000
HoangHa,iPhone 17 Pro Max 2TB,Bạc,62990000,62990000,0
HoangHa,iPhone 17 Pro Max 2TB,Cam vũ trụ,62990000,62990000,0
HoangHa,iPhone 17 Pro Max 2TB,Xanh đậm,62990000,62990000,0
HoangHa,iPhone 17 Pro Max 512GB,Bạc,43990000,43690000,-300000
HoangHa,iPhone 17 Pro Max 512GB,Cam vũ trụ,43490000,42990000,-500000
HoangHa,iPhone 17 Pro Max 512GB,Xanh đậm,43490000,42990000,-500000
HoangHa,iPhone Air 1TB,Trắng Mây,39990000,39990000,0
HoangHa,iPhone Air 1TB,Vàng Nhạt,39990000,39990000,0
HoangHa,iPhone Air 1TB,Xanh Da Trời,39990000,39990000,0
HoangHa,iPhone Air 1TB,Đen Không Gian,39990000,39990000,0
HoangHa,iPhone Air 256GB,Trắng Mây,29990000,29990000,0
HoangHa,iPhone Air 256GB,Vàng Nhạt,29990000,29990000,0
HoangHa,iPhone Air 256GB,Xanh Da Trời,29990000,29990000,0
HoangHa,iPhone Air 256GB,Đen Không Gian,29990000,29990000,0
HoangHa,iPhone Air 512GB,Trắng Mây,35790000,35790000,0
HoangHa,iPhone Air 512GB,Vàng Nhạt,35790000,35790000,0
HoangHa,iPhone Air 512GB,Xanh Da Trời,35790000,35790000,0
HoangHa,iPhone Air 512GB,Đen Không Gian,35790000,35790000,0
HoangHa,Apple Watch SE 2023,Bạc,5590000,5590000,0
HoangHa,Apple Watch SE 2023,Đen,5590000,5590000,0
HoangHa,Apple Watch SE 2024,Bạc,6890000,5290000,-1600000
HoangHa,Apple Watch SE 2024,Ánh Sao,6250000,5290000,-960000
HoangHa,Apple Watch SE 2024,Đen,6250000,5290000,-960000
HoangHa,Apple Watch SE 3,Ánh Sao,5990000,7190000,1200000
HoangHa,Apple Watch SE 3,Đêm Xanh Thẳm,7190000,7190000,0
HoangHa,Apple Watch Series 10,Bạc,12890000,10190000,-2700000
HoangHa,Apple Watch Series 10,Viền Titan Vàng,18990000,18990000,0
HoangHa,Apple Watch Series 10,Viền Titan Xám,18990000,18990000,0
HoangHa,Apple Watch Series 10,Vàng Hồng,10190000,10190000,0
HoangHa,Apple Watch Series 10,Đen Bóng,12890000,10190000,-2700000
HoangHa,Apple Watch Series 11,Bạc,9390000,9390000,0
HoangHa,Apple Watch Series 11,Gold,21590000,19490000,-2100000
HoangHa,Apple Watch Series 11,Tự Nhiên,19490000,19490000,0
HoangHa,Apple Watch Series 11,Vàng Hồng,9390000,9390000,0
HoangHa,Apple Watch Series 11,Xám Không Gian,10290000,10290000,0
HoangHa,Apple Watch Series 11,Xám Đá Phiến,19490000,19490000,0
HoangHa,Apple Watch Series 11,Đen Bóng,10290000,10290000,0
HoangHa,Apple Watch Series 7,Blue,8590000,8590000,0
HoangHa,Apple Watch Series 7,Gold,11990000,11990000,0
HoangHa,Apple Watch Series 7,Graphite,11990000,11990000,0
HoangHa,Apple Watch Series 7,Green,7590000,7590000,0
HoangHa,Apple Watch Series 7,Midnight,7590000,7590000,0
HoangHa,Apple Watch Series 7,Red,8590000,8590000,0
HoangHa,Apple Watch Series 7,Silver,11990000,11990000,0
HoangHa,Apple Watch Series 8,Gold,13990000,13990000,0
HoangHa,Apple Watch Series 8,Graphite,13990000,13990000,0
HoangHa,Apple Watch Series 8,Midnight,7990000,7990000,0
HoangHa,Apple Watch Series 8,Silver,13990000,13990000,0
HoangHa,Apple Watch Series 9,Bạc,8990000,8990000,0
HoangHa,Apple Watch Series 9,Màu Đen,9990000,9990000,0
HoangHa,Apple Watch Series 9,Ánh Sao,9990000,9990000,0
HoangHa,Apple Watch Ultra 2 (2024),Viền Titan Đen,21990000,21990000,0
HoangHa,Apple Watch Ultra 3,Tự Nhiên,26490000,23490000,-3000000
HoangHa,Apple Watch Ultra 3,Đen,23490000,23490000,0
HoangHa,Bao chống sốc Gear4 cho AirPods 1 & 2,Blue,49000,49000,0
HoangHa,Laptop iMac M4 24 inch 2024 16GB/512GB,Bạc,43990000,43990000,0
HoangHa,Laptop iMac M4 24 inch 2024 16GB/512GB,Hồng,43990000,43990000,0
HoangHa,Laptop iMac M4 24 inch 2024 16GB/512GB,Xanh Dương,43990000,43990000,0
HoangHa,Laptop iMac M4 24 inch 2024 16GB/512GB,Xanh Lá,43990000,43990000,0
HoangHa,Mac Mini M4 2024 10CPU 10GPU 16GB/256GB,Mặc định,13990000,13990000,0
HoangHa,Mac Mini M4 2024 10CPU 10GPU 16GB/512GB,Mặc định,18890000,18890000,0
HoangHa,Mac Mini M4 2024 10CPU 10GPU 24GB/512GB,Mặc định,24590000,24590000,0
HoangHa,Mac Mini M4 Pro 2024 12CPU 16GPU 24GB/512GB,Mặc định,33690000,33690000,0
HoangHa,Mac Studio Chip M3 Ultra (28CPU,Mặc định,115990000,115990000,0
HoangHa,Mac Studio Chip M3 Ultra (32CPU,Mặc định,153490000,153490000,0
HoangHa,Mac Studio Chip M4 Max (14CPU,Mặc định,57990000,57990000,0
HoangHa,Mac Studio Chip M4 Max (16CPU,Mặc định,70490000,70490000,0
HoangHa,MacBook Air M1 13 inch (8GB/256GB),Silver,15690000,15690000,0
HoangHa,MacBook Air M1 13 inch (8GB/256GB),Space Gray,15690000,15690000,0
HoangHa,MacBook Air M2 13.6 inch 8CPU 8GPU 16GB/256GB,Vàng,19490000,19490000,0
HoangHa,MacBook Air M2 13.6 inch 8CPU 8GPU 16GB/256GB,Xanh Đen,19490000,19490000,0
HoangHa,MacBook Air M3 13.6 inch 8CPU 10GPU 16GB/512GB,Bạc,25490000,25490000,0
HoangHa,MacBook Air M3 13.6 inch 8CPU 10GPU 16GB/512GB,Vàng,25490000,25490000,0
HoangHa,MacBook Air M3 13.6 inch 8CPU 10GPU 16GB/512GB,Xanh Đen,25490000,25490000,0
HoangHa,MacBook Air M3 13.6 inch 8CPU 10GPU 16GB/512GB,Xám,25490000,25490000,0
HoangHa,MacBook Air M3 13.6 inch 8CPU 10GPU 24GB/512GB,Bạc,28490000,28490000,0
HoangHa,MacBook Air M3 13.6 inch 8CPU 10GPU 24GB/512GB,Vàng,28490000,28490000,0
HoangHa,MacBook Air M3 13.6 inch 8CPU 10GPU 24GB/512GB,Xanh Đen,28490000,28490000,0
HoangHa,MacBook Air M3 13.6 inch 8CPU 10GPU 24GB/512GB,Xám,28490000,28490000,0
HoangHa,MacBook Air M3 13.6 inch 8CPU 8GPU 16GB/256GB,Bạc,22490000,22490000,0
HoangHa,MacBook Air M3 13.6 inch 8CPU 8GPU 16GB/256GB,Vàng,22490000,22490000,0
HoangHa,MacBook Air M3 13.6 inch 8CPU 8GPU 16GB/256GB,Xanh Đen,22490000,22490000,0
HoangHa,MacBook Air M3 13.6 inch 8CPU 8GPU 16GB/256GB,Xám,22490000,22490000,0
HoangHa,MacBook Air M3 15.3 inch 8CPU 10GPU 16GB/256GB,Bạc,29190000,29190000,0
HoangHa,MacBook Air M3 15.3 inch 8CPU 10GPU 16GB/256GB,Vàng,29190000,29190000,0
HoangHa,MacBook Air M3 15.3 inch 8CPU 10GPU 16GB/256GB,Xanh Đen,29190000,29190000,0
HoangHa,MacBook Air M3 15.3 inch 8CPU 10GPU 16GB/256GB,Xám,29190000,29190000,0
HoangHa,MacBook Air M3 15.3 inch 8CPU 10GPU 8GB/256GB,Bạc,26690000,26690000,0
HoangHa,MacBook Air M3 15.3 inch 8CPU 10GPU 8GB/256GB,Vàng,26690000,26690000,0
HoangHa,MacBook Air M3 15.3 inch 8CPU 10GPU 8GB/256GB,Xanh Đen,26690000,26690000,0
HoangHa,MacBook Air M3 15.3 inch 8CPU 10GPU 8GB/256GB,Xám,26690000,26690000,0
HoangHa,MacBook Air M4 13.6 inch 10CPU 10GPU 16GB/512GB,Bạc,30590000,30590000,0
HoangHa,MacBook Air M4 13.6 inch 10CPU 10GPU 16GB/512GB,Xanh Da Trời,30590000,30590000,0
HoangHa,MacBook Air M4 13.6 inch 10CPU 10GPU 16GB/512GB,Ánh Sao,30590000,30590000,0
HoangHa,MacBook Air M4 13.6 inch 10CPU 10GPU 16GB/512GB,Đêm Xanh Thẳm,30590000,30590000,0
HoangHa,MacBook Air M4 13.6 inch 10CPU 10GPU 24GB/512GB,Bạc,34690000,34690000,0
HoangHa,MacBook Air M4 13.6 inch 10CPU 10GPU 24GB/512GB,Xanh Da Trời,34990000,34990000,0
HoangHa,MacBook Air M4 13.6 inch 10CPU 10GPU 24GB/512GB,Ánh Sao,34690000,34690000,0
HoangHa,MacBook Air M4 13.6 inch 10CPU 10GPU 24GB/512GB,Đêm Xanh Thẳm,34690000,34690000,0
HoangHa,MacBook Air M4 13.6 inch 10CPU 8GPU 16GB/256GB,Bạc,24690000,24690000,0
HoangHa,MacBook Air M4 13.6 inch 10CPU 8GPU 16GB/256GB,Xanh Da Trời,24690000,24690000,0
HoangHa,MacBook Air M4 13.6 inch 10CPU 8GPU 16GB/256GB,Ánh Sao,24690000,24690000,0
HoangHa,MacBook Air M4 13.6 inch 10CPU 8GPU 16GB/256GB,Đêm Xanh Thẳm,24690000,24690000,0
HoangHa,MacBook Air M4 15.3 inch 10CPU 10GPU 16GB/256GB,Bạc,28590000,28590000,0
HoangHa,MacBook Air M4 15.3 inch 10CPU 10GPU 16GB/256GB,Xanh Da Trời,28590000,28590000,0
HoangHa,MacBook Air M4 15.3 inch 10CPU 10GPU 16GB/256GB,Ánh Sao,28590000,28590000,0
HoangHa,MacBook Air M4 15.3 inch 10CPU 10GPU 16GB/256GB,Đêm Xanh Thẳm,28590000,28590000,0
HoangHa,MacBook Air M4 15.3 inch 10CPU 10GPU 16GB/512GB,Bạc,33790000,33790000,0
HoangHa,MacBook Air M4 15.3 inch 10CPU 10GPU 16GB/512GB,Xanh Da Trời,33790000,33790000,0
HoangHa,MacBook Air M4 15.3 inch 10CPU 10GPU 16GB/512GB,Ánh Sao,33790000,33790000,0
HoangHa,MacBook Air M4 15.3 inch 10CPU 10GPU 16GB/512GB,Đêm Xanh Thẳm,33790000,33790000,0
HoangHa,MacBook Air M4 15.3 inch 10CPU 10GPU 24GB/512GB,Bạc,38890000,38890000,0
HoangHa,MacBook Air M4 15.3 inch 10CPU 10GPU 24GB/512GB,Xanh Da Trời,38890000,38890000,0
