Channel,Product Name,Color,2025-12-20-SAT,2025-12-23-TUE,Diff_2025-12-20-SAT_to_2025-12-23-TUE
DDV,iPhone 15 512GB Chính hãng (VN/A),Xanh lá,26990000,26990000,0
DDV,iPhone 15 512GB Chính hãng (VN/A),Đen,26990000,26990000,0
DDV,iPhone 16 128GB Chính Hãng (VN/A),Hồng,,20490000,
DDV,iPhone 16 128GB Chính Hãng (VN/A),Trắng,,20490000,
DDV,iPhone 16 128GB Chính Hãng (VN/A),Xanh dương,,20490000,
DDV,iPhone 16 128GB Chính Hãng (VN/A),Xanh lá,,20490000,
DDV,iPhone 16 128GB Chính Hãng (VN/A),Đen,,20490000,
DDV,iPhone 16 512GB Chính Hãng (VN/A),Hồng,27290000,27290000,0
DDV,iPhone 16 512GB Chính Hãng (VN/A),Trắng,27290000,27290000,0
DDV,iPhone 16 512GB Chính Hãng (VN/A),Xanh dương,27290000,27290000,0
DDV,iPhone 16 512GB Chính Hãng (VN/A),Xanh lá,27290000,27290000,0
DDV,iPhone 16 512GB Chính Hãng (VN/A),Đen,27290000,27290000,0
DDV,iPhone 16 Plus 128GB Chính hãng (VN/A),Hồng,,24390000,
DDV,iPhone 16 Plus 128GB Chính hãng (VN/A),Trắng,,24190000,
DDV,iPhone 16 Plus 128GB Chính hãng (VN/A),Xanh lá,,24390000,
DDV,iPhone 16 Plus 128GB Chính hãng (VN/A),Đen,,23990000,
DDV,iPhone 16 Plus 256GB Chính hãng (VN/A),Hồng,27190000,,
DDV,iPhone 16 Plus 256GB Chính hãng (VN/A),Đen,,27190000,
DDV,iPhone 16 Plus 512GB Chính hãng (VN/A),Hồng,29290000,29290000,0
DDV,iPhone 16 Plus 512GB Chính hãng (VN/A),Trắng,29290000,29290000,0
DDV,iPhone 16 Plus 512GB Chính hãng (VN/A),Xanh dương,29290000,29290000,0
DDV,iPhone 16 Plus 512GB Chính hãng (VN/A),Xanh lá,29290000,29290000,0
DDV,iPhone 16 Plus 512GB Chính hãng (VN/A),Đen,29290000,29290000,0
DDV,iPhone 16 Pro Max 1TB Chính Hãng (VN/A),Titan Sa Mạc,41990000,30390000,-11600000
DDV,iPhone 16 Pro Max 1TB Chính Hãng (VN/A),Titan Trắng,41990000,,
DDV,iPhone 16 Pro Max 1TB Chính Hãng (VN/A),Titan Đen,41990000,41990000,0
DDV,iPhone 16 Pro Max 256GB Chính Hãng (VN/A),Titan Sa Mạc,30190000,30390000,200000
DDV,iPhone 16 Pro Max 256GB Chính Hãng (VN/A),Titan Đen,30590000,30590000,0
DDV,iPhone 16e 128GB Chính Hãng (VN/A),Trắng,15190000,,
DDV,iPhone 16e 512GB Chính Hãng (VN/A),Trắng,23990000,23990000,0
DDV,iPhone 16e 512GB Chính Hãng (VN/A),Đen,23990000,23990000,0
DDV,iPhone 17 256GB Chính Hãng,Trắng,,24990000,
DDV,iPhone 17 256GB Chính Hãng,Tím Oải Hương,24590000,24590000,0
DDV,iPhone 17 256GB Chính Hãng,Xanh Lam Khói,24790000,24790000,0
DDV,iPhone 17 256GB Chính Hãng,Xanh Lá Xô Thơm,24990000,,
DDV,iPhone 17 256GB Chính Hãng,Đen,,24990000,
DDV,iPhone 17 512GB Chính Hãng,Trắng,30490000,30490000,0
DDV,iPhone 17 512GB Chính Hãng,Tím Oải Hương,30490000,30490000,0
DDV,iPhone 17 512GB Chính Hãng,Xanh Lam Khói,30490000,30490000,0
DDV,iPhone 17 512GB Chính Hãng,Xanh Lá Xô Thơm,30490000,,
DDV,iPhone 17 512GB Chính Hãng,Đen,30490000,30490000,0
DDV,iPhone 17 Pro 1TB Chính Hãng,Bạc,,46790000,
DDV,iPhone 17 Pro 1TB Chính Hãng,Cam Vũ Trụ,46490000,46490000,0
DDV,iPhone 17 Pro 1TB Chính Hãng,Xanh Đậm,46790000,,
DDV,iPhone 17 Pro 256GB Chính Hãng,Bạc,34590000,34590000,0
DDV,iPhone 17 Pro 256GB Chính Hãng,Cam Vũ Trụ,33790000,33790000,0
DDV,iPhone 17 Pro 256GB Chính Hãng,Xanh Đậm,33990000,33990000,0
DDV,iPhone 17 Pro 512GB Chính Hãng,Bạc,41390000,41390000,0
DDV,iPhone 17 Pro 512GB Chính Hãng,Cam Vũ Trụ,40390000,33790000,-6600000
DDV,iPhone 17 Pro 512GB Chính Hãng,Xanh Đậm,40490000,41390000,900000
DDV,iPhone 17 Pro Max 1TB Chính Hãng,Cam Vũ Trụ,50790000,50790000,0
DDV,iPhone 17 Pro Max 256GB Chính Hãng,Bạc,37990000,37790000,-200000
DDV,iPhone 17 Pro Max 256GB Chính Hãng,Cam Vũ Trụ,37290000,37290000,0
DDV,iPhone 17 Pro Max 256GB Chính Hãng,Xanh Đậm,37290000,37290000,0
DDV,iPhone 17 Pro Max 512GB Chính Hãng,Bạc,44390000,44190000,-200000
DDV,iPhone 17 Pro Max 512GB Chính Hãng,Cam Vũ Trụ,43490000,43490000,0
DDV,iPhone 17 Pro Max 512GB Chính Hãng,Xanh Đậm,43990000,43990000,0
DDV,iPhone Air 1TB Chính Hãng,Trắng Mây,40790000,40790000,0
DDV,iPhone Air 1TB Chính Hãng,Vàng Nhạt,40790000,40790000,0
DDV,iPhone Air 1TB Chính Hãng,Xanh Da Trời,40790000,40790000,0
DDV,iPhone Air 1TB Chính Hãng,Đen Không Gian,40790000,40790000,0
DDV,iPhone Air 256GB Chính Hãng,Trắng Mây,29690000,29690000,0
DDV,iPhone Air 256GB Chính Hãng,Vàng Nhạt,29690000,29690000,0
DDV,iPhone Air 256GB Chính Hãng,Xanh Da Trời,29690000,29690000,0
DDV,iPhone Air 256GB Chính Hãng,Đen Không Gian,29690000,29690000,0
DDV,iPhone Air 512GB Chính Hãng,Trắng Mây,35290000,35290000,0
DDV,iPhone Air 512GB Chính Hãng,Vàng Nhạt,35290000,35290000,0
DDV,iPhone Air 512GB Chính Hãng,Xanh Da Trời,35290000,35290000,0
DDV,iPhone Air 512GB Chính Hãng,Đen Không Gian,35290000,35290000,0
FPT,iPad mini 7 2024 Wifi 128GB,Tím,,11790000,
FPT,iPad mini 7 2024 Wifi 128GB,Xanh dương,,11790000,
FPT,iPad mini 7 2024 Wifi 128GB,Xám không gian,,11790000,
FPT,iPad mini 7 2024 Wifi 128GB,Ánh Sao,,11790000,
FPT,iPad mini 7 2024 Wifi 256GB,Tím,14190000,,
FPT,iPad mini 7 2024 Wifi 256GB,Xanh dương,14190000,,
FPT,iPad mini 7 2024 Wifi 256GB,Xám không gian,14190000,,
FPT,iPad mini 7 2024 Wifi 256GB,Ánh Sao,14190000,,
FPT,iPhone 13 128GB,Hồng,,12190000,
FPT,iPhone 13 128GB,Trắng,,12190000,
FPT,iPhone 13 128GB,Xanh,,0,
FPT,iPhone 13 128GB,Đen,,12490000,
FPT,iPhone 13 128GB,Đỏ,,12190000,
FPT,iPhone 14 128GB,Trắng,,13990000,
FPT,iPhone 14 128GB,Tím,,0,
FPT,iPhone 14 128GB,Vàng,,0,
FPT,iPhone 14 128GB,Xanh dương,,13690000,
FPT,iPhone 14 128GB,Đen,,13990000,
FPT,iPhone 14 128GB,Đỏ,,13690000,
FPT,iPhone 14 256GB,Trắng,0,0,0
FPT,iPhone 14 256GB,Tím,0,0,0
FPT,iPhone 14 256GB,Vàng,20590000,20590000,0
FPT,iPhone 14 256GB,Xanh dương,0,0,0
FPT,iPhone 14 256GB,Đen,20590000,0,-20590000
FPT,iPhone 14 256GB,Đỏ,20590000,20590000,0
FPT,iPhone 15 128GB,Hồng,,16990000,
FPT,iPhone 15 128GB,Vàng,,17290000,
FPT,iPhone 15 128GB,Xanh dương,,16990000,
FPT,iPhone 15 128GB,Xanh lá,,17290000,
FPT,iPhone 15 128GB,Đen,,16990000,
FPT,iPhone 15 256GB,Hồng,20390000,20390000,0
FPT,iPhone 15 256GB,Vàng,20990000,20390000,-600000
FPT,iPhone 15 256GB,Xanh dương,20390000,20390000,0
FPT,iPhone 15 256GB,Xanh lá,20690000,20390000,-300000
FPT,iPhone 15 256GB,Đen,20690000,20390000,-300000
FPT,iPhone 16 128GB,Hồng,21190000,21190000,0
FPT,iPhone 16 128GB,Trắng,20890000,20890000,0
FPT,iPhone 16 128GB,Xanh Lưu Ly,21190000,21190000,0
FPT,iPhone 16 128GB,Xanh Mòng Két,21190000,21190000,0
FPT,iPhone 16 128GB,Đen,21190000,21190000,0
FPT,iPhone 16 512GB,Hồng,31390000,,
FPT,iPhone 16 512GB,Trắng,31390000,,
FPT,iPhone 16 512GB,Xanh Lưu Ly,31390000,,
FPT,iPhone 16 512GB,Xanh Mòng Két,31390000,,
FPT,iPhone 16 512GB,Đen,31390000,,
FPT,iPhone 16 Plus 128GB,Hồng,,24590000,
FPT,iPhone 16 Plus 128GB,Trắng,,24590000,
FPT,iPhone 16 Plus 128GB,Xanh Lưu Ly,,24890000,
FPT,iPhone 16 Plus 128GB,Xanh Mòng Két,,24890000,
FPT,iPhone 16 Plus 128GB,Đen,,24590000,
FPT,iPhone 16 Plus 256GB,Hồng,27890000,,
FPT,iPhone 16 Plus 256GB,Trắng,28190000,,
FPT,iPhone 16 Plus 256GB,Xanh Lưu Ly,28190000,,
FPT,iPhone 16 Plus 256GB,Xanh Mòng Két,28190000,,
FPT,iPhone 16 Plus 256GB,Đen,28190000,,
FPT,iPhone 16 Pro 128GB,Titan Sa Mạc,25590000,25590000,0
FPT,iPhone 16 Pro 128GB,Titan Trắng,25590000,25590000,0
FPT,iPhone 16 Pro 128GB,Titan Tự nhiên,25590000,25590000,0
FPT,iPhone 16 Pro 128GB,Titan Đen,25590000,25590000,0
FPT,iPhone 16 Pro 1TB,Titan Sa Mạc,39890000,,
FPT,iPhone 16 Pro 1TB,Titan Trắng,39890000,,
FPT,iPhone 16 Pro 1TB,Titan Tự nhiên,39890000,,
FPT,iPhone 16 Pro 1TB,Titan Đen,39890000,,
FPT,iPhone 16 Pro Max 1TB,Titan Sa Mạc,42990000,,
FPT,iPhone 16 Pro Max 1TB,Titan Trắng,42990000,,
FPT,iPhone 16 Pro Max 1TB,Titan Tự nhiên,42990000,,
FPT,iPhone 16 Pro Max 1TB,Titan Đen,42990000,,
FPT,iPhone 16 Pro Max 512GB,Titan Sa Mạc,40190000,,
FPT,iPhone 16 Pro Max 512GB,Titan Trắng,40190000,,
FPT,iPhone 16 Pro Max 512GB,Titan Tự nhiên,40190000,,
FPT,iPhone 16 Pro Max 512GB,Titan Đen,40190000,,
FPT,iPhone 16e 128GB,Trắng,15190000,15190000,0
FPT,iPhone 16e 128GB,Đen,15190000,15190000,0
FPT,iPhone 17 256GB,Trắng,,24990000,
FPT,iPhone 17 256GB,Tím Oải Hương,,24690000,
FPT,iPhone 17 256GB,Xanh Lam Khói,,24690000,
FPT,iPhone 17 256GB,Xanh Lá Xô Thơm,,24990000,
FPT,iPhone 17 256GB,Đen,,24990000,
FPT,iPhone 17 Pro 256GB,Bạc,,34990000,
FPT,iPhone 17 Pro 256GB,Cam Vũ Trụ,,34990000,
FPT,iPhone 17 Pro 256GB,Xanh Đậm,,34990000,
FPT,iPhone 17 Pro Max 1TB,Bạc,50990000,,
FPT,iPhone 17 Pro Max 1TB,Cam Vũ Trụ,49990000,,
FPT,iPhone 17 Pro Max 1TB,Xanh Đậm,50990000,,
FPT,iPhone 17 Pro Max 256GB,Bạc,37990000,37990000,0
FPT,iPhone 17 Pro Max 256GB,Cam Vũ Trụ,37990000,37990000,0
FPT,iPhone 17 Pro Max 256GB,Xanh Đậm,37990000,37990000,0
FPT,iPhone 17 Pro Max 2TB,Bạc,63990000,,
FPT,iPhone 17 Pro Max 2TB,Cam Vũ Trụ,63990000,,
FPT,iPhone 17 Pro Max 2TB,Xanh Đậm,63990000,,
FPT,iPhone 17 Pro Max 512GB,Bạc,44290000,,
FPT,iPhone 17 Pro Max 512GB,Cam Vũ Trụ,43490000,,
FPT,iPhone 17 Pro Max 512GB,Xanh Đậm,44490000,,
FPT,iPhone Air 1TB,Trắng Mây,41490000,,
FPT,iPhone Air 1TB,Vàng Nhạt,40990000,,
FPT,iPhone Air 1TB,Xanh Da Trời,41490000,,
FPT,iPhone Air 1TB,Đen Không Gian,41490000,,
FPT,iPhone Air 256GB,Trắng Mây,30890000,30890000,0
FPT,iPhone Air 256GB,Vàng Nhạt,30890000,30890000,0
FPT,iPhone Air 256GB,Xanh Da Trời,30590000,30590000,0
FPT,iPhone Air 256GB,Đen Không Gian,30890000,30590000,-300000
FPT,iPhone Air 512GB,Trắng Mây,36490000,,
FPT,iPhone Air 512GB,Vàng Nhạt,36490000,,
FPT,iPhone Air 512GB,Xanh Da Trời,35490000,,
FPT,iPhone Air 512GB,Đen Không Gian,36490000,,
FPT,Apple Watch SE 2024 GPS 40mm Viền Nhôm Dây Cao Su S/M,Bạc,4590000,4590000,0
FPT,Apple Watch SE 2024 GPS 40mm Viền Nhôm Dây Cao Su S/M,Ánh Sao,4590000,4590000,0
FPT,Apple Watch SE 2024 GPS 40mm Viền Nhôm Dây Cao Su S/M,Đêm Xanh Thẳm,4590000,4590000,0
FPT,Apple Watch SE 2024 GPS 40mm Viền Nhôm Dây Vải,Bạc,4790000,4590000,-200000
FPT,Apple Watch SE 2024 GPS 40mm Viền Nhôm Dây Vải,Ánh Sao,4590000,4590000,0
FPT,Apple Watch SE 2024 GPS 40mm Viền Nhôm Dây Vải,Đêm Xanh Thẳm,4790000,4590000,-200000
FPT,Apple Watch SE 2024 GPS 44mm Viền Nhôm Dây Cao Su S/M,Bạc,5890000,5890000,0
FPT,Apple Watch SE 2024 GPS 44mm Viền Nhôm Dây Cao Su S/M,Ánh Sao,,5890000,
FPT,Apple Watch SE 2024 GPS 44mm Viền Nhôm Dây Cao Su S/M,Đêm Xanh Thẳm,5890000,5590000,-300000
FPT,Apple Watch SE 3 GPS + Cellular 40mm Viền nhôm dây cao su,Size M/L,7590000,,
FPT,Apple Watch SE 3 GPS + Cellular 40mm Viền nhôm dây cao su,Size S/M,7590000,,
FPT,Apple Watch SE 3 GPS + Cellular 40mm Viền nhôm dây cao su,Ánh sao,,7590000,
FPT,Apple Watch SE 3 GPS + Cellular 44mm Viền nhôm dây cao su,Size M/L,8790000,,
FPT,Apple Watch SE 3 GPS + Cellular 44mm Viền nhôm dây cao su,Size S/M,8790000,,
FPT,Apple Watch SE 3 GPS + Cellular 44mm Viền nhôm dây cao su,Ánh sao,,8290000,
FPT,Apple Watch SE 3 GPS + Cellular 44mm Viền nhôm dây cao su,Đen,,8290000,
FPT,Apple Watch SE 3 GPS 40mm Viền nhôm dây cao su,Size M/L,5690000,,
FPT,Apple Watch SE 3 GPS 40mm Viền nhôm dây cao su,Size S/M,5590000,,
FPT,Apple Watch SE 3 GPS 40mm Viền nhôm dây cao su,Ánh sao,,5590000,
FPT,Apple Watch SE 3 GPS 40mm Viền nhôm dây cao su,Đen,,5690000,
FPT,Apple Watch SE 3 GPS 44mm Viền nhôm dây cao su,Size M/L,6990000,,
FPT,Apple Watch SE 3 GPS 44mm Viền nhôm dây cao su,Size S/M,6990000,,
FPT,Apple Watch SE 3 GPS 44mm Viền nhôm dây cao su,Đen,,6990000,
FPT,Apple Watch Series 11 GPS + Cellular 42mm Viền nhôm dây cao su,Phớt hồng,,12190000,
FPT,Apple Watch Series 11 GPS + Cellular 42mm Viền nhôm dây cao su,Size S/M,12190000,,
FPT,Apple Watch Series 11 GPS + Cellular 42mm Viền titan dây Milan,Free size,19790000,,
FPT,Apple Watch Series 11 GPS + Cellular 42mm Viền titan dây Milan,Tự nhiên,,19590000,
FPT,Apple Watch Series 11 GPS + Cellular 42mm Viền titan dây Milan,Vàng,,19590000,
FPT,Apple Watch Series 11 GPS + Cellular 42mm Viền titan dây Milan,Xám đá phiến,,19590000,
FPT,Apple Watch Series 11 GPS + Cellular 46mm Viền nhôm dây cao su,Size M/L,13090000,,
FPT,Apple Watch Series 11 GPS + Cellular 46mm Viền nhôm dây cao su,Size S/M,13090000,,
FPT,Apple Watch Series 11 GPS + Cellular 46mm Viền nhôm dây cao su,Đen,,13090000,
FPT,Apple Watch Series 11 GPS + Cellular 46mm Viền titan dây Milan,Size M/L,21190000,,
FPT,Apple Watch Series 11 GPS + Cellular 46mm Viền titan dây Milan,Size S/M,21190000,,
FPT,Apple Watch Series 11 GPS + Cellular 46mm Viền titan dây Milan,Tự nhiên,,21190000,
FPT,Apple Watch Series 11 GPS 42mm Viền nhôm dây cao su,Phớt hồng,,9190000,
FPT,Apple Watch Series 11 GPS 42mm Viền nhôm dây cao su,Size S/M,9290000,,
FPT,Apple Watch Series 11 GPS 42mm Viền nhôm dây cao su,Tím sương khói,,9290000,
FPT,Apple Watch Series 11 GPS 42mm Viền nhôm dây cao su,Đen,,9290000,
FPT,Apple Watch Series 11 GPS 46mm Viền nhôm dây cao su,Bạc,0,,
FPT,Apple Watch Series 11 GPS 46mm Viền nhôm dây cao su,Phớt hồng,,9990000,
FPT,Apple Watch Series 11 GPS 46mm Viền nhôm dây cao su,Size M/L,9990000,,
FPT,Apple Watch Series 11 GPS 46mm Viền nhôm dây cao su,Size S/M,9990000,,
FPT,Apple Watch Series 11 GPS 46mm Viền nhôm dây cao su,Tím sương khói,,9990000,
FPT,Apple Watch Series 11 GPS 46mm Viền nhôm dây cao su,Đen,,9990000,
FPT,Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây Ocean,Free size,23190000,,
FPT,Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây Ocean,Đen,,23190000,
FPT,Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây quấn Alpine,Size L,23190000,,
FPT,Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây quấn Alpine,Size M,23190000,,
FPT,Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây quấn Alpine,Size S,23190000,,
FPT,Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây quấn Alpine,Đen,,23190000,
FPT,Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây quấn Milan Titan,Size L,26990000,,
FPT,Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây quấn Milan Titan,Size M,26290000,,
FPT,Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây quấn Milan Titan,Size S,26290000,,
FPT,Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây quấn Milan Titan,Titan,,26290000,
FPT,Apple Watch Ultra 3 GPS + Cellular 49mm Viền titan Dây quấn Milan Titan,Đen,,26290000,
FPT,Error getting name: https://fptshop.com.vn/dien-thoai/iphone-14,Xanh dương,13390000,,
FPT,Error getting name: https://fptshop.com.vn/dien-thoai/iphone-15,Hồng,16990000,,
FPT,Error getting name: https://fptshop.com.vn/dien-thoai/iphone-16-plus,Hồng,24590000,,
FPT,Error getting name: https://fptshop.com.vn/dien-thoai/iphone-16e,Đen,0,,
FPT,Error getting name: https://fptshop.com.vn/dien-thoai/iphone-17,Unknown,0,,
FPT,Error getting name: https://fptshop.com.vn/may-tinh-bang/ipad-air-13-inch-m3-2025-wifi-cellular,Xanh dương,28790000,,
FPT,Error getting name: https://fptshop.com.vn/may-tinh-bang/ipad-mini-7-2024-wifi,Xám không gian,11790000,,
FPT,Error getting name: https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-15-m4-2025-10cpu-10gpu-16gb-256gb,Ánh Sao,29990000,,
FPT,Error getting name: https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-15-m4-2025-10cpu-10gpu-16gb-512gb,Ánh Sao,33990000,,
FPT,Error getting name: https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-15-m4-2025-10cpu-10gpu-24gb-512gb,Ánh Sao,38990000,,
FPT,Error getting name: https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m2-13-2024-8cpu-8gpu-16gb-256gb,Bạc,20190000,,
FPT,Error getting name: https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-2023-m3-pro-12-cpu-18-gpu-18gb-1tb,Bạc,56990000,,
FPT,Error getting name: https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-m4-max-16-2024-16cpu-40gpu-48gb-1tb,Xanh Đen,103690000,,
FPT,Error getting name: https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-m4-pro-14-2024-12cpu-16gpu-24gb-512gb,Đen,49990000,,
FPT,Error getting name: https://fptshop.com.vn/smartwatch/apple-watch-se-2024-gps-44mm-vien-nhom-day-cao-su-sm,Ánh Sao,5590000,,
FPT,Error getting name: https://fptshop.com.vn/smartwatch/apple-watch-se-3-gps-cellular-44mm-vien-nhom-day-cao-su,Ánh Sao,8790000,,
FPT,Error getting name: https://fptshop.com.vn/smartwatch/apple-watch-series-11-gps-cellular-42mm-vien-titan-day-milan,Tự nhiên,19790000,,
FPT,Error getting name: https://fptshop.com.vn/smartwatch/apple-watch-series-11-gps-cellular-46mm-vien-nhom-day-cao-su,Bạc,13090000,,
FPT,Error getting name: https://fptshop.com.vn/smartwatch/apple-watch-series-11-gps-cellular-46mm-vien-titan-day-milan,Tự nhiên,21190000,,
FPT,Error getting name: https://fptshop.com.vn/smartwatch/apple-watch-ultra-3-gps-cellular-49mm-vien-titan-day-quan-milan-titan,Đen,26290000,,
FPT,MacBook Air 15 inch M2 2023 8CPU 10GPU/8GB/512GB/Sạc 70W,Vàng,37890000,,
FPT,MacBook Air 15 inch M2 2023 8CPU 10GPU/8GB/512GB/Sạc 70W,Xanh dương,37890000,37890000,0
FPT,MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB,Bạc,,56990000,
FPT,MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB,Đen,56990000,56990000,0
FPT,MacBook Pro 14 M4 Pro 2024 12CPU/16GPU/24GB/512GB,Bạc,49990000,49990000,0
FPT,MacBook Pro 14 M4 Pro 2024 12CPU/16GPU/24GB/512GB,Đen,,49990000,
FPT,MacBook Pro 16 M4 Max 2024 16CPU/40GPU/48GB/1TB,Bạc,103690000,103690000,0
FPT,MacBook Pro 16 M4 Max 2024 16CPU/40GPU/48GB/1TB,Xanh Đen,,103690000,
FPT,Macbook Air 13 M2 2024 8CPU/8GPU/16GB/256GB,Bạc,,20190000,
FPT,Macbook Air 13 M2 2024 8CPU/8GPU/16GB/256GB,Xanh Đen,,19690000,
FPT,Macbook Air 13 M2 2024 8CPU/8GPU/16GB/256GB,Xám,,20190000,
FPT,Macbook Air 13 M4 2025 10CPU/10GPU/16GB/512GB,Bạc,30490000,30490000,0
FPT,Macbook Air 13 M4 2025 10CPU/10GPU/16GB/512GB,Xanh Da Trời,30490000,30490000,0
FPT,Macbook Air 13 M4 2025 10CPU/10GPU/16GB/512GB,Ánh Sao,30490000,30490000,0
FPT,Macbook Air 13 M4 2025 10CPU/10GPU/16GB/512GB,Đêm Xanh Thẳm,30490000,30490000,0
FPT,Macbook Air 13 M4 2025 10CPU/10GPU/24GB/512GB,Bạc,34690000,34690000,0
FPT,Macbook Air 13 M4 2025 10CPU/10GPU/24GB/512GB,Xanh Da Trời,34690000,34690000,0
FPT,Macbook Air 13 M4 2025 10CPU/10GPU/24GB/512GB,Ánh Sao,34690000,34690000,0
FPT,Macbook Air 13 M4 2025 10CPU/10GPU/24GB/512GB,Đêm Xanh Thẳm,34690000,,
FPT,Macbook Air 13 M4 2025 10CPU/8GPU/16GB/256GB,Bạc,25290000,25290000,0
FPT,Macbook Air 13 M4 2025 10CPU/8GPU/16GB/256GB,Xanh Da Trời,25290000,25290000,0
FPT,Macbook Air 13 M4 2025 10CPU/8GPU/16GB/256GB,Ánh Sao,24490000,25290000,800000
FPT,Macbook Air 13 M4 2025 10CPU/8GPU/16GB/256GB,Đêm Xanh Thẳm,25290000,25290000,0
FPT,Macbook Air 15 M4 2025 10CPU/ 10GPU/ 24GB/ 512GB,Bạc,39490000,39490000,0
FPT,Macbook Air 15 M4 2025 10CPU/ 10GPU/ 24GB/ 512GB,Xanh Da Trời,39490000,38990000,-500000
FPT,Macbook Air 15 M4 2025 10CPU/ 10GPU/ 24GB/ 512GB,Ánh Sao,,39490000,
FPT,Macbook Air 15 M4 2025 10CPU/ 10GPU/ 24GB/ 512GB,Đêm Xanh Thẳm,38990000,38990000,0
FPT,Macbook Air 15 M4 2025 10CPU/10GPU/16GB/256GB,Bạc,29990000,29990000,0
FPT,Macbook Air 15 M4 2025 10CPU/10GPU/16GB/256GB,Xanh Da Trời,,29990000,
FPT,Macbook Air 15 M4 2025 10CPU/10GPU/16GB/256GB,Ánh Sao,,29990000,
FPT,Macbook Air 15 M4 2025 10CPU/10GPU/16GB/256GB,Đêm Xanh Thẳm,,29990000,
FPT,Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Bạc,33990000,33990000,0
FPT,Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Xanh Da Trời,33990000,33990000,0
FPT,Macbook Air 15 M4 2025 10CPU/10GPU/16GB/512GB,Đêm Xanh Thẳm,33990000,33990000,0
FPT,Macbook Air M2 2023 15 inch 8CPU 10GPU 8GB/512GB,Vàng,,0,
FPT,Macbook Air M2 2024,Vàng,,19790000,
FPT,Macbook Air M4 13 inch 24GB/512GB,Đêm Xanh Thẳm,,34690000,
FPT,Macbook Air M4 15 M4 16GB/512GB,Ánh Sao,,33990000,
FPT,Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/1TB,Bạc,46890000,46890000,0
FPT,Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/1TB,Đen,46890000,46890000,0
FPT,Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/1TB Nano,Bạc,,50490000,
FPT,Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/1TB Nano,Đen,,50490000,
FPT,Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/512GB,Bạc,41990000,41990000,0
FPT,Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/512GB,Đen,41990000,41990000,0
FPT,Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/512GB Nano,Bạc,45590000,45590000,0
FPT,Macbook Pro 14 M5 2025 10CPU/10GPU/16GB/512GB Nano,Đen,45590000,45590000,0
FPT,Macbook Pro 14 M5 2025 10CPU/10GPU/24GB/1TB Nano,Bạc,55390000,55390000,0
FPT,Macbook Pro 14 M5 2025 10CPU/10GPU/24GB/1TB Nano,Đen,55390000,55390000,0
FPT,Macbook Pro 14 inch M5 2025 10CPU/10GPU/16GB/1TB Nano,Bạc,50490000,,
FPT,Macbook Pro 14 inch M5 2025 10CPU/10GPU/16GB/1TB Nano,Đen,50490000,,
FPT,iPad A16 5G 128GB,Bạc,12990000,12990000,0
FPT,iPad A16 5G 128GB,Hồng,12990000,12990000,0
FPT,iPad A16 5G 128GB,Vàng,12990000,12990000,0
FPT,iPad A16 5G 128GB,Xanh dương,12990000,12990000,0
FPT,iPad A16 5G 256GB,Bạc,15790000,,
FPT,iPad A16 5G 256GB,Hồng,15790000,,
FPT,iPad A16 5G 256GB,Vàng,15790000,,
FPT,iPad A16 5G 256GB,Xanh dương,15790000,,
FPT,iPad A16 5G 512GB,Bạc,22190000,,
FPT,iPad A16 5G 512GB,Hồng,22190000,,
FPT,iPad A16 5G 512GB,Vàng,22190000,,
FPT,iPad A16 5G 512GB,Xanh dương,22190000,,
FPT,iPad A16 WiFi 128GB,Bạc,8490000,8490000,0
FPT,iPad A16 WiFi 128GB,Hồng,8790000,8790000,0
FPT,iPad A16 WiFi 128GB,Vàng,8790000,8790000,0
FPT,iPad A16 WiFi 128GB,Xanh dương,8790000,8790000,0
FPT,iPad A16 WiFi 256GB,Bạc,11590000,,
FPT,iPad A16 WiFi 256GB,Hồng,11590000,,
