retailer,original_name,original_specs,product_key,product_name,category,variant_storage,variant_color,price,stock,url
Viettel Store,iPhone 16 Plus 256GB,,iphone_16_plus,iPhone 16 Plus Xanh Mòng Két 256gb,iPhone,256gb,Xanh Mòng Két,26290000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16-plus-256gb-pid339619.html
Viettel Store,iPhone 15 256GB,,iphone_15,iPhone 15 Xanh Lá 256gb,iPhone,256gb,Xanh Lá,19990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-15-256gb-pid317054.html
Viettel Store,iPhone 15 128GB,,iphone_15,iPhone 15 Xanh Lá 128gb,iPhone,128gb,Xanh Lá,16690000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-15-128gb-pid317053.html
Viettel Store,iPhone 16 Plus 128GB,,iphone_16_plus,iPhone 16 Plus 128gb,iPhone,128gb,Đen,23490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16-plus-pid339618.html
Viettel Store,iPhone 16e 256GB,,iphone_16e,iPhone 16e Đen 256gb,iPhone,256gb,Đen,15490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16e-256gb-pid347207.html
Viettel Store,iPhone 17 Pro 1TB,,iphone_17_pro,iPhone 17 Pro Bạc 1tb,iPhone,1tb,Bạc,46990000.0,No,https://viettelstore.vn/dien-thoai/iphone-17-pro-1tb-pid355085.html
Viettel Store,iPhone 16e 128GB,,iphone_16e,iPhone 16e Đen 128gb,iPhone,128gb,Đen,12490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16e-pid347205.html
Viettel Store,iPhone 16 Plus 256GB,,iphone_16_plus,iPhone 16 Plus Trắng 256gb,iPhone,256gb,Trắng,26290000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16-plus-256gb-pid339619.html
Viettel Store,iPhone 17 256GB,,iphone_17,iPhone 17 Xanh Lá Xô Thơm 256gb,iPhone,256gb,Xanh Lá Xô Thơm,24690000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-256gb-pid355077.html
Viettel Store,iPhone 17 512GB,,iphone_17,iPhone 17 Xanh Lá Xô Thơm 512gb,iPhone,512gb,Xanh Lá Xô Thơm,30490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-512gb-pid355078.html
Viettel Store,iPhone 15 256GB,,iphone_15,iPhone 15 256gb,iPhone,256gb,Đen,19990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-15-256gb-pid317054.html
Viettel Store,iPhone 16 Plus 128GB,,iphone_16_plus,iPhone 16 Plus Xanh Lưu Ly 128gb,iPhone,128gb,Xanh Lưu Ly,23490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16-plus-pid339618.html
Viettel Store,iPhone 16e 256GB,,iphone_16e,iPhone 16e Trắng 256gb,iPhone,256gb,Trắng,15490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16e-256gb-pid347207.html
Viettel Store,iPhone 15 128GB,,iphone_15,iPhone 15 128gb,iPhone,128gb,Đen,16690000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-15-128gb-pid317053.html
Viettel Store,iPhone 17 Pro 1TB,,iphone_17_pro,iPhone 17 Pro Cam Vũ Trụ 1tb,iPhone,1tb,Cam Vũ Trụ,46390000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-1tb-pid355085.html
Viettel Store,iPhone 16e 128GB,,iphone_16e,iPhone 16e Trắng 128gb,iPhone,128gb,Trắng,12490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16e-pid347205.html
Viettel Store,iPhone 17 256GB,,iphone_17,iPhone 17 Tím Oải Hương 256gb,iPhone,256gb,Tím Oải Hương,24690000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-256gb-pid355077.html
Viettel Store,iPhone 17 512GB,,iphone_17,iPhone 17 Tím Oải Hương 512gb,iPhone,512gb,Tím Oải Hương,30490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-512gb-pid355078.html
Viettel Store,iPhone 15 256GB,,iphone_15,iPhone 15 Xanh Dương 256gb,iPhone,256gb,Xanh Dương,19990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-15-256gb-pid317054.html
Viettel Store,iPhone 16 Plus 128GB,,iphone_16_plus,iPhone 16 Plus Xanh Mòng Két 128gb,iPhone,128gb,Xanh Mòng Két,23490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16-plus-pid339618.html
Viettel Store,iPhone 15 128GB,,iphone_15,iPhone 15 Xanh Dương 128gb,iPhone,128gb,Xanh Dương,16690000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-15-128gb-pid317053.html
Viettel Store,iPhone 17 Pro 1TB,,iphone_17_pro,iPhone 17 Pro Xanh Đậm 1tb,iPhone,1tb,Xanh Đậm,46390000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-1tb-pid355085.html
Viettel Store,iPhone 17 Pro 512GB,,iphone_17_pro,iPhone 17 Pro Bạc 512gb,iPhone,512gb,Bạc,40690000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-512gb-pid355084.html
Viettel Store,iPhone 17 256GB,,iphone_17,iPhone 17 Xanh Lam Khói 256gb,iPhone,256gb,Xanh Lam Khói,24690000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-256gb-pid355077.html
Viettel Store,iPhone 17 512GB,,iphone_17,iPhone 17 Xanh Lam Khói 512gb,iPhone,512gb,Xanh Lam Khói,30490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-512gb-pid355078.html
Viettel Store,iPhone 16 Plus 128GB,,iphone_16_plus,iPhone 16 Plus Trắng 128gb,iPhone,128gb,Trắng,23490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-16-plus-pid339618.html
Viettel Store,iPhone 17 Pro 512GB,,iphone_17_pro,iPhone 17 Pro Cam Vũ Trụ 512gb,iPhone,512gb,Cam Vũ Trụ,40090000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-512gb-pid355084.html
Viettel Store,iPhone 17 Pro Max 512GB,,iphone_17_pro_max,iPhone 17 Pro Max Bạc 512gb,iPhone,512gb,Bạc,43990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-512gb-pid355088.html
Viettel Store,iPhone 17 256GB,,iphone_17,iPhone 17 Đen 256gb,iPhone,256gb,Đen,24690000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-256gb-pid355077.html
Viettel Store,iPhone 17 512GB,,iphone_17,iPhone 17 Đen 512gb,iPhone,512gb,Đen,30490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-512gb-pid355078.html
Viettel Store,iPhone 17 Pro 512GB,,iphone_17_pro,iPhone 17 Pro Xanh Đậm 512gb,iPhone,512gb,Xanh Đậm,40090000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-512gb-pid355084.html
Viettel Store,iPhone Air 1TB,,iphone_air,iPhone Air Xanh Da Trời 1tb,iPhone,1tb,Xanh Da Trời,37990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-1tb-pid355095.html
Viettel Store,iPhone 17 Pro 256GB,,iphone_17_pro,iPhone 17 Pro Bạc 256gb,iPhone,256gb,Bạc,34690000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-pid355082.html
Viettel Store,iPhone 17 Pro Max 256GB,,iphone_17_pro_max,iPhone 17 Pro Max Bạc 256gb,iPhone,256gb,Bạc,37490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-pid355086.html
Viettel Store,iPhone 17 Pro Max 512GB,,iphone_17_pro_max,iPhone 17 Pro Max Cam Vũ Trụ 512gb,iPhone,512gb,Cam Vũ Trụ,42990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-512gb-pid355088.html
Viettel Store,iPhone 17 256GB,,iphone_17,iPhone 17 Trắng 256gb,iPhone,256gb,Trắng,24690000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-256gb-pid355077.html
Viettel Store,iPhone 17 512GB,,iphone_17,iPhone 17 Trắng 512gb,iPhone,512gb,Trắng,30490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-512gb-pid355078.html
Viettel Store,iPhone 17 Pro Max 1TB,,iphone_17_pro_max,iPhone 17 Pro Max Bạc 1tb,iPhone,1tb,Bạc,50990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-1tb-pid355089.html
Viettel Store,iPhone Air 1TB,,iphone_air,iPhone Air Vàng Nhạt 1tb,iPhone,1tb,Vàng Nhạt,37990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-1tb-pid355095.html
Viettel Store,iPhone 17 Pro 256GB,,iphone_17_pro,iPhone 17 Pro Cam Vũ Trụ 256gb,iPhone,256gb,Cam Vũ Trụ,34090000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-pid355082.html
Viettel Store,iPhone Air 512GB,,iphone_air,iPhone Air Xanh Da Trời 512gb,iPhone,512gb,Xanh Da Trời,32290000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-512gb-pid355094.html
Viettel Store,iPhone 17 Pro Max 256GB,,iphone_17_pro_max,iPhone 17 Pro Max Cam Vũ Trụ 256gb,iPhone,256gb,Cam Vũ Trụ,36990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-pid355086.html
Viettel Store,iPhone 17 Pro Max 512GB,,iphone_17_pro_max,iPhone 17 Pro Max 512gb,iPhone,512gb,Xanh Đậm,42990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-512gb-pid355088.html
Viettel Store,iPhone 17 Pro Max 256GB,,iphone_17_pro_max,iPhone 17 Pro Max 256gb,iPhone,256gb,Xanh Đậm,36990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-pid355086.html
Viettel Store,iPhone Air 1TB,,iphone_air,iPhone Air Trắng Mây 1tb,iPhone,1tb,Trắng Mây,37990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-1tb-pid355095.html
Viettel Store,iPhone 17 Pro 256GB,,iphone_17_pro,iPhone 17 Pro Xanh Đậm 256gb,iPhone,256gb,Xanh Đậm,34090000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-pid355082.html
Viettel Store,iPhone Air 512GB,,iphone_air,iPhone Air Vàng Nhạt 512gb,iPhone,512gb,Vàng Nhạt,32290000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-512gb-pid355094.html
Viettel Store,iPhone 17 Pro Max 1TB,,iphone_17_pro_max,iPhone 17 Pro Max Cam Vũ Trụ 1tb,iPhone,1tb,Cam Vũ Trụ,50990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-1tb-pid355089.html
Viettel Store,iPhone 17 Pro Max 2TB,,iphone_17_pro_max,iPhone 17 Pro Max Bạc 2tb,iPhone,2tb,Bạc,63490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-2tb-pid355578.html
Viettel Store,iPhone Air 1TB,,iphone_air,iPhone Air Đen Không Gian 1tb,iPhone,1tb,Đen Không Gian,37990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-1tb-pid355095.html
Viettel Store,iPhone Air 512GB,,iphone_air,iPhone Air Trắng Mây 512gb,iPhone,512gb,Trắng Mây,32290000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-512gb-pid355094.html
Viettel Store,iPhone 17 Pro Max 1TB,,iphone_17_pro_max,iPhone 17 Pro Max 1tb,iPhone,1tb,Xanh Đậm,50990000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-1tb-pid355089.html
Viettel Store,iPhone 17 Pro Max 2TB,,iphone_17_pro_max,iPhone 17 Pro Max Cam Vũ Trụ 2tb,iPhone,2tb,Cam Vũ Trụ,62490000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-2tb-pid355578.html
Viettel Store,iPhone 17 Pro Max 2TB,,iphone_17_pro_max,iPhone 17 Pro Max 2tb,iPhone,2tb,Xanh Đậm,62490000.0,No,https://viettelstore.vn/dien-thoai/iphone-17-pro-max-2tb-pid355578.html
Viettel Store,iPhone Air 512GB,,iphone_air,iPhone Air Đen Không Gian 512gb,iPhone,512gb,Đen Không Gian,32290000.0,Yes,https://viettelstore.vn/dien-thoai/iphone-air-512gb-pid355094.html
Viettel Store,Apple Watch SE 2 GPS 40mm Sport Band S/M,,apple_watch_series_11_aluminum,Apple Watch Series 11 (Nhôm) (GPS) Dây Cao Su,Watch,unknown_storage,Xanh Đen,4690000.0,No,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-gps-40mm-sport-band-s-m-pid347390.html
Viettel Store,Apple Watch SE 2 GPS 40mm Sport Band S/M,,apple_watch_series_11_aluminum,Apple Watch Series 11 (Nhôm) (GPS) Nhôm Ánh Sao Dây Cao Su,Watch,unknown_storage,Nhôm Ánh Sao,4690000.0,No,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-gps-40mm-sport-band-s-m-pid347390.html
Viettel Store,Apple Watch SE 2 GPS 40mm Sport Loop,,apple_watch_se_2,Apple Watch SE 2 40mm (GPS) Đen Xanh Dây Vải,Watch,unknown_storage,Đen Xanh,4290000.0,No,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-gps-40mm-sport-loop-pid347391.html
Viettel Store,Apple Watch SE 2 GPS 40mm Sport Loop,,apple_watch_se_2,Apple Watch SE 2 40mm (GPS) Bạc Dây Vải,Watch,unknown_storage,Bạc,4290000.0,No,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-gps-40mm-sport-loop-pid347391.html
Viettel Store,Apple Watch SE 2 Cellular 40mm Sport Loop,,apple_watch_series_11_titanium,Apple Watch Series 11 (Titanium Titan) (GPS + Cellular) Dây Vải,Watch,unknown_storage,Xanh Đen,4490000.0,No,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-cellular-40mm-sport-loop-pid347395.html
Viettel Store,Apple Watch SE 2 Cellular 40mm Sport Loop,,apple_watch_series_11_titanium,Apple Watch Series 11 (Titanium Titan) (GPS + Cellular) Dây Vải,Watch,unknown_storage,Bạc,4490000.0,No,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-cellular-40mm-sport-loop-pid347395.html
Viettel Store,Apple Watch SE 2 Cellular 40mm Sport Loop,,apple_watch_series_11_titanium,Apple Watch Series 11 (Titanium Titan) (GPS + Cellular) Dây Vải,Watch,unknown_storage,Ánh Sao,4490000.0,No,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-cellular-40mm-sport-loop-pid347395.html
Viettel Store,Apple Watch SE 2 GPS 40mm Sport Loop,,apple_watch_se_2,Apple Watch SE 2 40mm (GPS) Dây Vải,Watch,unknown_storage,Ánh Sao,4290000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-gps-40mm-sport-loop-pid347391.html
Viettel Store,Apple Watch SE 2 GPS 44mm Sport Loop,,apple_watch_series_11_aluminum,Apple Watch Series 11 (Nhôm) (GPS) Dây Vải,Watch,unknown_storage,Xanh Đen,3490000.0,No,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-gps-44mm-sport-loop-pid347393.html
Viettel Store,Apple Watch SE 2 GPS 44mm Sport Loop,,apple_watch_series_11_aluminum,Apple Watch Series 11 (Nhôm) (GPS) Nhôm Bạc Dây Vải,Watch,unknown_storage,Nhôm Bạc,3490000.0,No,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-2-gps-44mm-sport-loop-pid347393.html
Viettel Store,Apple Watch SE 3 Viền Nhôm Cellular 40mm Dây cao su S/M,,apple_watch_se_3,Apple Watch SE 3 40 mm Nhôm Bạc Dây Cao Su,Watch,unknown_storage,Nhôm Bạc,7990000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-3-vien-nhom-cellular-40mm-day-cao-su-s-m-pid355613.html
Viettel Store,Apple Watch SE 3 Viền Nhôm Cellular 44mm Dây cao su M/L,,apple_watch_se_3,Apple Watch SE 3 44 mm Nhôm Bạc Dây Cao Su,Watch,unknown_storage,Nhôm Bạc,8990000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-3-vien-nhom-cellular-44mm-day-cao-su-m-l-pid355614.html
Viettel Store,Apple Watch SE 3 Viền Nhôm Cellular 40mm Dây cao su S/M,,apple_watch_se_3,Apple Watch SE 3 40 mm Nhôm Ánh Sao Dây Cao Su,Watch,unknown_storage,Nhôm Ánh Sao,7990000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-3-vien-nhom-cellular-40mm-day-cao-su-s-m-pid355613.html
Viettel Store,Apple Watch SE 3 Viền Nhôm Cellular 44mm Dây cao su M/L,,apple_watch_se_3,Apple Watch SE 3 44 mm Nhôm Ánh Sao Dây Cao Su,Watch,unknown_storage,Nhôm Ánh Sao,8990000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-3-vien-nhom-cellular-44mm-day-cao-su-m-l-pid355614.html
Viettel Store,Apple Watch Series 10 GPS 42mm Dây Cao Su S/M,,apple_watch_series_10_titanium,Apple Watch Series 10 (Titanium Titan) 42mm (GPS + Cellular) Dây Cao Su,Watch,unknown_storage,Đen Bóng,7990000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-gps-42mm-day-cao-su-s-m-pid340025.html
Viettel Store,Apple Watch SE 3 Viền Nhôm GPS 44mm Dây cao su M/L,,apple_watch_se_3,Apple Watch SE 3 44 mm Nhôm Bạc Dây Cao Su,Watch,unknown_storage,Nhôm Bạc,7390000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-3-vien-nhom-gps-44mm-day-cao-su-s-m-pid355616.html
Viettel Store,Apple Watch Series 10 GPS 42mm Dây Vải,,apple_watch_series_10_titanium,Apple Watch Series 10 (Titanium Titan) 42mm (GPS + Cellular) Dây Vải,Watch,unknown_storage,Đen Bóng,7990000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-gps-42mm-day-vai-pid340026.html
Viettel Store,Apple Watch Series 10 GPS 42mm Dây Cao Su S/M,,apple_watch_series_10_titanium,Apple Watch Series 10 (Titanium Titan) 42mm (GPS + Cellular) Dây Cao Su,Watch,unknown_storage,Bạc,7990000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-gps-42mm-day-cao-su-s-m-pid340025.html
Viettel Store,Apple Watch SE 3 Viền Nhôm GPS 44mm Dây cao su M/L,,apple_watch_se_3,Apple Watch SE 3 44 mm Nhôm Ánh Sao Dây Cao Su,Watch,unknown_storage,Nhôm Ánh Sao,7390000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-se-3-vien-nhom-gps-44mm-day-cao-su-s-m-pid355616.html
Viettel Store,Apple Watch Series 10 GPS 42mm Dây Vải,,apple_watch_series_10_titanium,Apple Watch Series 10 (Titanium Titan) 42mm (GPS + Cellular) Dây Vải,Watch,unknown_storage,Bạc,7990000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-gps-42mm-day-vai-pid340026.html
Viettel Store,Apple Watch Series 10 GPS 42mm Dây Cao Su S/M,,apple_watch_series_10_titanium,Apple Watch Series 10 (Titanium Titan) 42mm (GPS + Cellular) Dây Cao Su,Watch,unknown_storage,Vàng Hồng,7990000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-gps-42mm-day-cao-su-s-m-pid340025.html
Viettel Store,Apple Watch Series 10 GPS 42mm Dây Vải,,apple_watch_series_10_titanium,Apple Watch Series 10 (Titanium Titan) 42mm (GPS + Cellular) Dây Vải,Watch,unknown_storage,Vàng Hồng,7990000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-gps-42mm-day-vai-pid340026.html
Viettel Store,Apple Watch Series 10 GPS 46mm Dây Vải,,apple_watch_series_10_titanium,Apple Watch Series 10 (Titanium Titan) 46mm (GPS + Cellular) Dây Vải,Watch,unknown_storage,Đen Bóng,10590000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-gps-46mm-day-vai-pid340028.html
Viettel Store,Apple Watch Series 10 GPS 46mm Dây Vải,,apple_watch_series_10_titanium,Apple Watch Series 10 (Titanium Titan) 46mm (GPS + Cellular) Dây Vải,Watch,unknown_storage,Bạc,10590000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-gps-46mm-day-vai-pid340028.html
Viettel Store,Apple Watch Series 10 GPS 46mm Dây Vải,,apple_watch_series_10_titanium,Apple Watch Series 10 (Titanium Titan) 46mm (GPS + Cellular) Dây Vải,Watch,unknown_storage,Vàng Hồng,10590000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-gps-46mm-day-vai-pid340028.html
Viettel Store,Apple Watch Series 11 Viền Nhôm Cellular 42mm Dây cao su S/M,,apple_watch_series_11_aluminum,Apple Watch Series 11 (Nhôm) 42mm (GPS + Cellular) Nhôm Xám Không Gian Dây Cao Su,Watch,unknown_storage,Nhôm Xám Không Gian,13990000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-11-vien-nhom-cellular-42mm-day-cao-su-s-m-pid355600.html
Viettel Store,Apple Watch Series 11 Viền Nhôm Cellular 42mm Dây cao su S/M,,apple_watch_series_11_aluminum,Apple Watch Series 11 (Nhôm) 42mm (GPS + Cellular) Nhôm Bạc Dây Cao Su,Watch,unknown_storage,Nhôm Bạc,13990000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-11-vien-nhom-cellular-42mm-day-cao-su-s-m-pid355600.html
Viettel Store,Apple Watch Series 10 Viền Titan Dây Milanese Loop Cellular 46mm,,apple_watch_series_11_titanium,Apple Watch Series 11 (Titanium Titan) 46mm (GPS + Cellular) Titan Gold Dây Milanese,Watch,unknown_storage,Titan Gold,19790000.0,No,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-vien-titan-day-milanese-loop-cellular-46mm-pid340037.html
Viettel Store,Apple Watch Series 10 Viền Titan Dây Milanese Loop Cellular 46mm,,apple_watch_series_11_titanium,Apple Watch Series 11 (Titanium Titan) 46mm (GPS + Cellular) Titan Tự Nhiên Dây Milanese,Watch,unknown_storage,Titan Tự Nhiên,19790000.0,No,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-vien-titan-day-milanese-loop-cellular-46mm-pid340037.html
Viettel Store,Apple Watch Series 11 Viền Nhôm Cellular 42mm Dây cao su S/M,,apple_watch_series_11_aluminum,Apple Watch Series 11 (Nhôm) 42mm (GPS + Cellular) Nhôm Bạc Dây Cao Su,Watch,unknown_storage,Nhôm Bạc,13990000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-11-vien-nhom-cellular-42mm-day-cao-su-s-m-pid355600.html
Viettel Store,Apple Watch Series 10 Viền Titan Dây Milanese Loop Cellular 46mm,,apple_watch_series_11_titanium,Apple Watch Series 11 (Titanium Titan) 46mm (GPS + Cellular) Titan Xám Dây Milanese,Watch,unknown_storage,Titan Xám,19790000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-10-vien-titan-day-milanese-loop-cellular-46mm-pid340037.html
Viettel Store,Apple Watch Series 11 Viền Nhôm Cellular 42mm Dây cao su S/M,,apple_watch_series_11_aluminum,Apple Watch Series 11 (Nhôm) 42mm (GPS + Cellular) Nhôm Vàng Hồng Dây Cao Su,Watch,unknown_storage,Nhôm Vàng Hồng,13990000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-11-vien-nhom-cellular-42mm-day-cao-su-s-m-pid355600.html
Viettel Store,Apple Watch Series 11 Viền Nhôm GPS 46mm Dây cao su M/L,,apple_watch_series_11_aluminum,Apple Watch Series 11 (Nhôm) 46mm (GPS) Nhôm Xám Không Gian Dây Cao Su,Watch,unknown_storage,Nhôm Xám Không Gian,11490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-11-vien-nhom-gps-46mm-day-cao-su-m-l-pid355604.html
Viettel Store,Apple Watch Series 11 Viền Nhôm GPS 46mm Dây cao su M/L,,apple_watch_series_11_aluminum,Apple Watch Series 11 (Nhôm) 46mm (GPS) Nhôm Bạc Dây Cao Su,Watch,unknown_storage,Nhôm Bạc,11490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-11-vien-nhom-gps-46mm-day-cao-su-m-l-pid355604.html
Viettel Store,Apple Watch Series 11 Viền Titan Cellular 46mm Dây Milanese M/L,,apple_watch_series_11_titanium,Apple Watch Series 11 (Titanium Titan) 46mm (GPS + Cellular) Titan Gold Dây Milanese,Watch,unknown_storage,Titan Gold,22490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-11-vien-titan-cellular-46mm-day-milanese-m-l-pid355607.html
Viettel Store,Apple Watch Series 11 Viền Nhôm GPS 46mm Dây cao su M/L,,apple_watch_series_11_aluminum,Apple Watch Series 11 (Nhôm) 46mm (GPS) Nhôm Bạc Dây Cao Su,Watch,unknown_storage,Nhôm Bạc,11490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-11-vien-nhom-gps-46mm-day-cao-su-m-l-pid355604.html
Viettel Store,Apple Watch Series 11 Viền Titan Cellular 46mm Dây Milanese M/L,,apple_watch_series_11_titanium,Apple Watch Series 11 (Titanium Titan) 46mm (GPS + Cellular) Titan Tự Nhiên Dây Milanese,Watch,unknown_storage,Titan Tự Nhiên,22490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-11-vien-titan-cellular-46mm-day-milanese-m-l-pid355607.html
Viettel Store,Apple Watch Series 11 Viền Nhôm GPS 46mm Dây cao su M/L,,apple_watch_series_11_aluminum,Apple Watch Series 11 (Nhôm) 46mm (GPS) Nhôm Vàng Hồng Dây Cao Su,Watch,unknown_storage,Nhôm Vàng Hồng,11490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-11-vien-nhom-gps-46mm-day-cao-su-m-l-pid355604.html
Viettel Store,Apple Watch Series 11 Viền Titan Cellular 46mm Dây Milanese M/L,,apple_watch_series_11_titanium,Apple Watch Series 11 (Titanium Titan) 46mm (GPS + Cellular) Titan Xám Dây Milanese,Watch,unknown_storage,Titan Xám,22490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-11-vien-titan-cellular-46mm-day-milanese-m-l-pid355607.html
Viettel Store,Apple Watch Series 11 Viền Titan Cellular 46mm Dây cao su M/L,,apple_watch_series_11_titanium,Apple Watch Series 11 (Titanium Titan) 46mm (GPS + Cellular) Titan Gold Dây Cao Su,Watch,unknown_storage,Titan Gold,20490000.0,Yes,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-series-11-vien-titan-cellular-46mm-day-cao-su-m-l-pid355606.html
Viettel Store,Apple Watch Ultra 3 Viền Titan Cellular 49mm Dây quấn Alpine M,,apple_watch_ultra_3,Apple Watch Ultra 3 49mm (GPS + Cellular) Titan Tự Nhiên Dây Alpine,Watch,unknown_storage,Titan Tự Nhiên,22490000.0,No,https://viettelstore.vn/dong-ho-thong-minh/apple-watch-ultra-3-vien-titan-cellular-49mm-day-quan-alpine-s-m-pid355605.html
